"n","p","dimension","correlation","scheme","metric","replications","mean","sd","se","ci_lower","ci_upper"
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","mean_support_f1",100,0.785444444444445,0.128547400276049,0.0128547400276049,0.760249153990339,0.81063973489855
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","mean_rmse",100,2.16378089869359,0.374125798509174,0.0374125798509174,2.09045224218579,2.23710955520138
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","f1_lasso",100,0.784,0.132360084312424,0.0132360084312424,0.758057423474765,0.809942576525235
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","f1_lar",100,0.784,0.132360084312424,0.0132360084312424,0.758057423474765,0.809942576525235
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","f1_glmnet",100,0.788333333333333,0.127262068293001,0.0127262068293001,0.763389967947905,0.813276698718762
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","rmse_lasso",100,2.15489346992791,0.372537934484197,0.0372537934484197,2.08187603476901,2.22791090508681
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","rmse_lar",100,2.15489346992791,0.372537934484197,0.0372537934484197,2.08187603476901,2.22791090508681
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","rmse_glmnet",100,2.18155575622494,0.380891567047881,0.0380891567047881,2.10690100908356,2.25621050336632
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","elapsed_seconds",100,0.254000000000001,0.0320037876546228,0.00320037876546228,0.247727257619695,0.260272742380307
100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","mean_entry_tau",100,0.992482327646375,0.00424874547165969,0.000424874547165969,0.99164957353393,0.993315081758821
