"dimension","correlation","scheme","metric","replications","mean","sd","se","ci_lower","ci_upper"
"n=500, p=100","independent","equal_width_4","delta_mean_jaccard_2s",100,-0.000981240981240981,0.0269986188935218,0.00269986188935218,-0.00627297028437125,0.00431048832188929
"n=500, p=100","ar1_rho_0.5","quantile_2","delta_mean_entry_tau",100,0.00944589741244136,0.00603424178730336,0.000603424178730336,0.0082631860221299,0.0106286088027528
"n=500, p=100","ar1_rho_0.5","quantile_2","delta_mean_jaccard_s",100,-0.00171717171717172,0.0175281257540841,0.00175281257540841,-0.0051526843649722,0.00171834093062877
"n=500, p=100","ar1_rho_0.5","quantile_2","delta_mean_jaccard_2s",100,0.000205784553610642,0.0227398327286272,0.00227398327286272,-0.00425122266120028,0.00466279176842157
"n=500, p=100","ar1_rho_0.5","quantile_4","delta_mean_entry_tau",100,0.00719832672877263,0.00860094983811374,0.000860094983811374,0.00551254056050233,0.00888411289704292
"n=500, p=100","ar1_rho_0.5","quantile_4","delta_mean_jaccard_s",100,-0.00353535353535354,0.0202211418534397,0.00202211418534397,-0.00749869733862771,0.000427990267920635
"n=500, p=100","ar1_rho_0.5","quantile_4","delta_mean_jaccard_2s",100,-0.00554112554112554,0.0273191123561381,0.00273191123561381,-0.0108956715629286,-0.000186579519322474
"n=500, p=100","ar1_rho_0.5","quantile_8","delta_mean_entry_tau",100,0.00667888009770231,0.00829583538668064,0.000829583538668064,0.0050528963619129,0.00830486383349171
"n=500, p=100","ar1_rho_0.5","quantile_8","delta_mean_jaccard_s",100,-0.0123232323232323,0.030032462115795,0.0030032462115795,-0.0182095948979281,-0.00643686974853651
"n=500, p=100","ar1_rho_0.5","quantile_8","delta_mean_jaccard_2s",100,-0.00158353723571115,0.0261722561094625,0.00261722561094625,-0.0067132994331658,0.0035462249617435
"n=500, p=100","ar1_rho_0.5","equal_width_4","delta_mean_entry_tau",100,0.00699921926139526,0.00720630097301665,0.000720630097301665,0.005586784270684,0.00841165425210653
