"path_specification","n","p","dimension","correlation","scheme","metric","replications","mean","sd","se","ci_lower","ci_upper"
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","mean_support_f1",100,0.857151515151515,0.123126164212857,0.0123126164212857,0.833018786965795,0.881284243337235
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","mean_rmse",100,1.99491011488144,0.383427638073516,0.0383427638073516,1.91975829781903,2.07006193194385
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","f1_lasso",100,0.856,0.124169971483374,0.0124169971483374,0.831662685589259,0.880337314410741
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","f1_lar",100,0.856,0.124169971483374,0.0124169971483374,0.831662685589259,0.880337314410741
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","f1_glmnet",100,0.859454545454546,0.122086515588694,0.0122086515588694,0.835525588399162,0.88338350250993
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","rmse_lasso",100,1.96626715273063,0.3854619091133,0.03854619091133,1.89071661854442,2.04181768691684
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","rmse_lar",100,1.96626715273063,0.3854619091133,0.03854619091133,1.89071661854442,2.04181768691684
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","rmse_glmnet",100,2.05219603918307,0.387080543605423,0.0387080543605424,1.9763282526364,2.12806382572973
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","elapsed_seconds",100,0.0216000000000003,0.00950491632490492,0.000950491632490492,0.0197370364003189,0.0234629635996816
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","mean_entry_tau",100,0.996535022482273,0.0050063417175242,0.00050063417175242,0.995553779505638,0.997516265458907
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","mean_jaccard_s",100,0.995555555555556,0.0218829317296591,0.00218829317296591,0.991266500936542,0.999844610174569
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","mean_jaccard_2s",100,0.991515151515151,0.0228234877985763,0.00228234877985763,0.98704174790663,0.995988555123672
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","mean_support_f1",100,0.784242424242424,0.130361743877993,0.0130361743877993,0.758691522442338,0.809793326042511
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","mean_rmse",100,2.17199450219702,0.376469914991668,0.0376469914991668,2.09820639885865,2.24578260553539
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","f1_lasso",100,0.784,0.132360084312424,0.0132360084312424,0.758057423474765,0.809942576525235
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","f1_lar",100,0.784,0.132360084312424,0.0132360084312424,0.758057423474765,0.809942576525235
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","f1_glmnet",100,0.784727272727273,0.127566759921676,0.0127566759921676,0.759724187782624,0.809730357671921
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","rmse_lasso",100,2.15489346992791,0.372537934484197,0.0372537934484197,2.08187603476901,2.22791090508681
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","rmse_lar",100,2.15489346992791,0.372537934484197,0.0372537934484197,2.08187603476901,2.22791090508681
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","rmse_glmnet",100,2.20619656673525,0.387960540626934,0.0387960540626934,2.13015630077237,2.28223683269812
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","elapsed_seconds",100,0.0606999999999999,0.0142314916131577,0.00142314916131577,0.057910627643821,0.0634893723561788
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","mean_entry_tau",100,0.995651889073751,0.00353904941441516,0.000353904941441516,0.994958235388525,0.996345542758976
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","mean_jaccard_s",100,0.989722222222222,0.0373836891837157,0.00373836891837157,0.982395019142214,0.997049425302231
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","mean_jaccard_2s",100,0.98979797979798,0.0240020992610695,0.00240020992610695,0.98509356834281,0.994502391253149
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","mean_support_f1",100,0.677109557109557,0.151946694286175,0.0151946694286175,0.647328005029467,0.706891109189648
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","mean_rmse",100,2.39546965448327,0.389951686602619,0.0389951686602619,2.31903912390916,2.47190018505739
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","f1_lasso",100,0.676,0.155127839102614,0.0155127839102614,0.645594943535888,0.706405056464112
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","f1_lar",100,0.676,0.155127839102614,0.0155127839102614,0.645594943535888,0.706405056464112
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","f1_glmnet",100,0.679328671328671,0.147912983360889,0.0147912983360889,0.650337726589937,0.708319616067406
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","rmse_lasso",100,2.38740231008066,0.388892065379062,0.0388892065379062,2.31117946526637,2.46362515489496
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","rmse_lar",100,2.38740231008066,0.388892065379062,0.0388892065379062,2.31117946526637,2.46362515489496
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","rmse_glmnet",100,2.41160434328849,0.393689182072854,0.0393689182072854,2.33444126360221,2.48876742297477
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","elapsed_seconds",100,0.1352,0.0345382235919699,0.00345382235919699,0.128430508175974,0.141969491824026
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","equal_width_4","mean_entry_tau",100,0.995794375954351,0.00545538746659051,0.000545538746659051,0.994725120010899,0.996863631897803
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","equal_width_4","mean_jaccard_s",100,0.987301587301587,0.0395942580610999,0.00395942580610999,0.979541112721612,0.995062061881563
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","equal_width_4","mean_jaccard_2s",100,0.991616161616162,0.0223367115025212,0.00223367115025212,0.987238166161667,0.995994157070656
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","equal_width_4","mean_support_f1",100,0.726444444444445,0.131587414953482,0.0131587414953482,0.700653311113562,0.752235577775327
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","equal_width_4","mean_rmse",100,2.34928364328996,0.396016604869842,0.0396016604869842,2.27166438873547,2.42690289784445
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","equal_width_4","f1_lasso",100,0.726,0.132283747675177,0.0132283747675177,0.700072385455665,0.751927614544335
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","equal_width_4","f1_lar",100,0.726,0.132283747675177,0.0132283747675177,0.700072385455665,0.751927614544335
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","equal_width_4","f1_glmnet",100,0.727333333333333,0.132670794568991,0.0132670794568991,0.701329857597811,0.753336809068856
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","equal_width_4","rmse_lasso",100,2.34145268115049,0.396492982441865,0.0396492982441865,2.26374005659188,2.41916530570909
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","equal_width_4","rmse_lar",100,2.34145268115049,0.396492982441865,0.0396492982441865,2.26374005659188,2.41916530570909
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","equal_width_4","rmse_glmnet",100,2.36494556756892,0.395962595906989,0.0395962595906989,2.28733689877115,2.44255423636669
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","equal_width_4","elapsed_seconds",100,0.0591999999999997,0.0146114663704569,0.00146114663704569,0.0563361525913902,0.0620638474086093
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","original","mean_entry_tau",100,0.973302234449967,0.022982778388618,0.0022982778388618,0.968797609885798,0.977806859014136
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","original","mean_jaccard_s",100,0.986269841269841,0.0555481682713068,0.00555481682713068,0.975382400288665,0.997157282251017
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","original","mean_jaccard_2s",100,0.943483682983683,0.0778415466810741,0.00778415466810741,0.928226739834192,0.958740626133174
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","original","mean_support_f1",100,0.655737373737374,0.170676089291276,0.0170676089291276,0.622284860236284,0.689189887238464
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","original","mean_rmse",100,1.56023436353897,0.543533775823623,0.0543533775823623,1.45370174347754,1.6667669836004
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","original","f1_lasso",100,0.66,0.176383420737639,0.0176383420737639,0.625428849535423,0.694571150464577
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","original","f1_lar",100,0.652,0.169658004184413,0.0169658004184413,0.618747031179855,0.685252968820145
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","original","f1_glmnet",100,0.655212121212121,0.169414463784168,0.0169414463784168,0.622006886310424,0.688417356113818
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","original","rmse_lasso",100,1.52606171256316,0.530263367352548,0.0530263367352548,1.42213009256206,1.62999333256426
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","original","rmse_lar",100,1.52630152485837,0.530086069111218,0.0530086069111218,1.42240465531257,1.63019839440417
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","original","rmse_glmnet",100,1.62833985319539,0.581010588796389,0.0581010588796389,1.5144617777913,1.74221792859948
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","original","elapsed_seconds",100,0.015500000000001,0.0191946436131107,0.00191946436131107,0.0117378498518313,0.0192621501481707
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_2","mean_entry_tau",100,0.985386270703333,0.0243486541728845,0.00243486541728845,0.980613934485448,0.990158606921218
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_2","mean_jaccard_s",100,0.987777777777778,0.0443742430983891,0.00443742430983891,0.979080426130494,0.996475129425062
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_2","mean_jaccard_2s",100,0.938883893883894,0.0816027061622712,0.00816027061622712,0.922889763476089,0.954878024291699
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_2","mean_support_f1",100,0.571212121212121,0.163699553603195,0.0163699553603195,0.539127008705895,0.603297233718348
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_2","mean_rmse",100,1.77382110539152,0.629757774764856,0.0629757774764856,1.65038858153761,1.89725362924543
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_2","f1_lasso",100,0.57,0.164224532179869,0.0164224532179869,0.537811991692746,0.602188008307254
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_2","f1_lar",100,0.57,0.164224532179869,0.0164224532179869,0.537811991692746,0.602188008307254
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_2","f1_glmnet",100,0.573636363636364,0.164873904214228,0.0164873904214228,0.541321078410375,0.605951648862352
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_2","rmse_lasso",100,1.74973802725631,0.619857986848292,0.0619857986848292,1.62824586183405,1.87123019267858
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_2","rmse_lar",100,1.74940350160147,0.620276319957738,0.0620276319957738,1.62782934288975,1.87097766031318
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_2","rmse_glmnet",100,1.82232178731678,0.653086432450764,0.0653086432450764,1.69431684655643,1.95032672807713
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_2","elapsed_seconds",100,0.0255000000000004,0.00967919772950473,0.000967919772950473,0.0236028772450175,0.0273971227549833
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","mean_entry_tau",100,0.989068269789016,0.0149221355804879,0.00149221355804879,0.98614353121524,0.991993008362792
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","mean_jaccard_s",100,0.985555555555556,0.0407407407407407,0.00407407407407407,0.97757037037037,0.993540740740741
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","mean_jaccard_2s",100,0.977171717171717,0.0476732915989609,0.00476732915989609,0.967827752018321,0.986515682325113
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","mean_support_f1",100,0.488969696969697,0.142730018423547,0.0142730018423547,0.460994613358682,0.516944780580712
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","mean_rmse",100,1.94975041471946,0.671848329907625,0.0671848329907625,1.81806814205757,2.08143268738136
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","f1_lasso",100,0.49,0.143195846675281,0.0143195846675281,0.461933614051645,0.518066385948355
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","f1_lar",100,0.49,0.143195846675281,0.0143195846675281,0.461933614051645,0.518066385948355
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","f1_glmnet",100,0.486909090909091,0.142780282950526,0.0142780282950526,0.458924155450788,0.514894026367394
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","rmse_lasso",100,1.92973018764022,0.661022189236901,0.0661022189236901,1.80016983854978,2.05929053673065
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","rmse_lar",100,1.9298393928982,0.660961010614591,0.0660961010614591,1.80029103481774,2.05938775097866
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","rmse_glmnet",100,1.98968166361997,0.695831879807521,0.0695831879807521,1.85329861517769,2.12606471206224
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","elapsed_seconds",100,0.0733999999999992,0.0217988972012806,0.00217988972012806,0.0691274161485482,0.0776725838514502
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_8","mean_entry_tau",100,0.992132936635451,0.00953719193053045,0.000953719193053045,0.990263647017067,0.994002226253835
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_8","mean_jaccard_s",100,0.984444444444444,0.0387483431133085,0.00387483431133085,0.976849769194236,0.992039119694653
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_8","mean_jaccard_2s",100,0.977070707070707,0.0435196804063152,0.00435196804063152,0.968540849711069,0.985600564430345
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_8","mean_support_f1",100,0.438484848484849,0.15534761243532,0.015534761243532,0.408036716447526,0.468932980522171
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_8","mean_rmse",100,2.14177553135332,0.739207060204621,0.0739207060204621,1.99689094755321,2.28666011515342
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_8","f1_lasso",100,0.436,0.159240622196649,0.0159240622196649,0.404788838049457,0.467211161950543
