"path_specification","n","p","dimension","correlation","scheme","metric","replications","original_mean","original_sd","original_se","original_ci_lower","original_ci_upper","sparsified_mean","sparsified_sd","sparsified_se","sparsified_ci_lower","sparsified_ci_upper","paired_difference_mean","paired_difference_sd","paired_difference_se","paired_difference_ci_lower","paired_difference_ci_upper"
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","F1",100,0.922484848484849,0.105551869215642,0.0105551869215642,0.901796682118583,0.943173014851114,0.857151515151515,0.123126164212857,0.0123126164212857,0.833018786965795,0.881284243337235,-0.0653333333333333,0.101243367019133,0.0101243367019133,-0.0851770332690834,-0.0454896333975832
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","RMSE",100,1.74743840814662,0.321944996000791,0.0321944996000791,1.68433718893046,1.81053962736277,1.99491011488144,0.383427638073516,0.0383427638073516,1.91975829781903,2.07006193194385,0.247471706734825,0.17897719561023,0.017897719561023,0.21239217639522,0.28255123707443
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","A_entry",100,0.995343532979227,0.00861488652569396,0.000861488652569396,0.993655015220191,0.997032050738263,0.996535022482273,0.0050063417175242,0.00050063417175242,0.995553779505638,0.997516265458907,0.00119148950304607,0.00669656534910508,0.000669656534910508,-0.000121037305378521,0.00250401631147067
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","A_set_s",100,0.996666666666667,0.0190496231108628,0.00190496231108628,0.992932940536938,1.0004003927964,0.995555555555556,0.0218829317296591,0.00218829317296591,0.991266500936542,0.999844610174569,-0.00111111111111111,0.0295242232847648,0.00295242232847648,-0.00689785887492501,0.00467563665270279
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","A_set_2s",100,0.992727272727273,0.0262414267761128,0.00262414267761128,0.987583953079155,0.997870592375391,0.991515151515151,0.0228234877985763,0.00228234877985763,0.98704174790663,0.995988555123672,-0.00121212121212122,0.0298154841117806,0.00298154841117806,-0.00705595609803022,0.00463171367378779
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","F1",100,0.922484848484849,0.105551869215642,0.0105551869215642,0.901796682118583,0.943173014851114,0.784242424242424,0.130361743877993,0.0130361743877993,0.758691522442338,0.809793326042511,-0.138242424242424,0.144589035492934,0.0144589035492934,-0.166581875199039,-0.109902973285809
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","RMSE",100,1.74743840814662,0.321944996000791,0.0321944996000791,1.68433718893046,1.81053962736277,2.17199450219702,0.376469914991668,0.0376469914991668,2.09820639885865,2.24578260553539,0.424556094050403,0.188443439316196,0.0188443439316196,0.387621179944428,0.461491008156377
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","A_entry",100,0.995343532979227,0.00861488652569396,0.000861488652569396,0.993655015220191,0.997032050738263,0.995651889073751,0.00353904941441516,0.000353904941441516,0.994958235388525,0.996345542758976,0.000308356094524259,0.00930437802400445,0.000930437802400445,-0.00151530199818061,0.00213201418722913
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","A_set_s",100,0.996666666666667,0.0190496231108628,0.00190496231108628,0.992932940536938,1.0004003927964,0.989722222222222,0.0373836891837157,0.00373836891837157,0.982395019142214,0.997049425302231,-0.00694444444444444,0.0356156111078115,0.00356156111078115,-0.0139251042215755,3.62153326866075e-05
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","A_set_2s",100,0.992727272727273,0.0262414267761128,0.00262414267761128,0.987583953079155,0.997870592375391,0.98979797979798,0.0240020992610695,0.00240020992610695,0.98509356834281,0.994502391253149,-0.00292929292929293,0.0345252573610994,0.00345252573610994,-0.00969624337206841,0.00383765751348254
