"path_specification","n","p","dimension","correlation","scheme","method","target","evaluated_replications","reached_target_percent","mean_selected_size"
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.5","equal_width_4","lasso","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.5","equal_width_4","lar","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.5","equal_width_4","lar","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.5","equal_width_4","glmnet","s",100,100,20.5
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.5","equal_width_4","glmnet","2s",100,100,40.35
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","original","lasso","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","original","lasso","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","original","lar","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","original","lar","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","original","glmnet","s",100,100,20.26
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","original","glmnet","2s",100,100,40.3
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_2","lasso","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_2","lasso","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_2","lar","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_2","lar","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_2","glmnet","s",100,100,20.26
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_2","glmnet","2s",100,100,40.28
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_4","lasso","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_4","lasso","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_4","lar","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_4","lar","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_4","glmnet","s",100,100,20.43
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_4","glmnet","2s",100,100,40.39
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_8","lasso","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_8","lasso","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_8","lar","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_8","lar","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_8","glmnet","s",100,100,20.41
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","quantile_8","glmnet","2s",100,100,40.4
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","equal_width_4","lasso","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","equal_width_4","lasso","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","equal_width_4","lar","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","equal_width_4","lar","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","equal_width_4","glmnet","s",100,100,20.43
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9","equal_width_4","glmnet","2s",100,100,40.42
"primary_controlled",100,200,"n=100, p=200","block","original","lasso","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","block","original","lasso","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","block","original","lar","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","block","original","lar","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","block","original","glmnet","s",100,100,20.19
"primary_controlled",100,200,"n=100, p=200","block","original","glmnet","2s",100,100,40.32
"primary_controlled",100,200,"n=100, p=200","block","quantile_2","lasso","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","block","quantile_2","lasso","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","block","quantile_2","lar","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","block","quantile_2","lar","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","block","quantile_2","glmnet","s",100,100,20.21
"primary_controlled",100,200,"n=100, p=200","block","quantile_2","glmnet","2s",100,100,40.33
"primary_controlled",100,200,"n=100, p=200","block","quantile_4","lasso","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","block","quantile_4","lasso","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","block","quantile_4","lar","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","block","quantile_4","lar","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","block","quantile_4","glmnet","s",100,100,20.53
"primary_controlled",100,200,"n=100, p=200","block","quantile_4","glmnet","2s",100,100,40.34
"primary_controlled",100,200,"n=100, p=200","block","quantile_8","lasso","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","block","quantile_8","lasso","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","block","quantile_8","lar","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","block","quantile_8","lar","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","block","quantile_8","glmnet","s",100,100,20.33
"primary_controlled",100,200,"n=100, p=200","block","quantile_8","glmnet","2s",100,100,40.41
"primary_controlled",100,200,"n=100, p=200","block","equal_width_4","lasso","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","block","equal_width_4","lasso","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","block","equal_width_4","lar","s",100,100,20
"primary_controlled",100,200,"n=100, p=200","block","equal_width_4","lar","2s",100,100,40
"primary_controlled",100,200,"n=100, p=200","block","equal_width_4","glmnet","s",100,100,20.38
"primary_controlled",100,200,"n=100, p=200","block","equal_width_4","glmnet","2s",100,100,40.49
"primary_controlled",500,100,"n=500, p=100","independent","original","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","independent","original","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","independent","original","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","independent","original","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","independent","original","glmnet","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","independent","original","glmnet","2s",100,100,20.29
"primary_controlled",500,100,"n=500, p=100","independent","quantile_2","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","independent","quantile_2","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","independent","quantile_2","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","independent","quantile_2","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","independent","quantile_2","glmnet","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","independent","quantile_2","glmnet","2s",100,100,20.35
"primary_controlled",500,100,"n=500, p=100","independent","quantile_4","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","independent","quantile_4","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","independent","quantile_4","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","independent","quantile_4","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","independent","quantile_4","glmnet","s",100,100,10.02
"primary_controlled",500,100,"n=500, p=100","independent","quantile_4","glmnet","2s",100,100,20.34
"primary_controlled",500,100,"n=500, p=100","independent","quantile_8","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","independent","quantile_8","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","independent","quantile_8","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","independent","quantile_8","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","independent","quantile_8","glmnet","s",100,100,10.12
"primary_controlled",500,100,"n=500, p=100","independent","quantile_8","glmnet","2s",100,100,20.32
"primary_controlled",500,100,"n=500, p=100","independent","equal_width_4","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","independent","equal_width_4","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","independent","equal_width_4","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","independent","equal_width_4","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","independent","equal_width_4","glmnet","s",100,100,10.09
"primary_controlled",500,100,"n=500, p=100","independent","equal_width_4","glmnet","2s",100,100,20.32
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","original","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","original","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","original","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","original","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","original","glmnet","s",100,100,10.02
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","original","glmnet","2s",100,100,20.31
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_2","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_2","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_2","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_2","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_2","glmnet","s",100,100,10.05
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_2","glmnet","2s",100,100,20.3
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_4","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_4","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_4","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_4","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_4","glmnet","s",100,100,10.08
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_4","glmnet","2s",100,100,20.49
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_8","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_8","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_8","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_8","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_8","glmnet","s",100,100,10.23
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","quantile_8","glmnet","2s",100,100,20.36
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","equal_width_4","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","equal_width_4","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","equal_width_4","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","equal_width_4","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","equal_width_4","glmnet","s",100,100,10.1
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5","equal_width_4","glmnet","2s",100,100,20.29
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","original","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","original","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","original","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","original","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","original","glmnet","s",100,100,10.18
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","original","glmnet","2s",100,100,20.12
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_2","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_2","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_2","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_2","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_2","glmnet","s",100,100,10.16
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_2","glmnet","2s",100,100,20.13
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_4","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_4","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_4","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_4","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_4","glmnet","s",100,100,10.2
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_4","glmnet","2s",100,100,20.19
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_8","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_8","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_8","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_8","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_8","glmnet","s",100,100,10.2
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","quantile_8","glmnet","2s",100,100,20.26
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","equal_width_4","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","equal_width_4","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","equal_width_4","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","equal_width_4","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","equal_width_4","glmnet","s",100,100,10.19
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9","equal_width_4","glmnet","2s",100,100,20.24
"primary_controlled",500,100,"n=500, p=100","block","original","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","block","original","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","block","original","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","block","original","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","block","original","glmnet","s",100,100,10.07
"primary_controlled",500,100,"n=500, p=100","block","original","glmnet","2s",100,100,20.15
"primary_controlled",500,100,"n=500, p=100","block","quantile_2","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","block","quantile_2","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","block","quantile_2","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","block","quantile_2","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","block","quantile_2","glmnet","s",100,100,10.11
"primary_controlled",500,100,"n=500, p=100","block","quantile_2","glmnet","2s",100,100,20.18
"primary_controlled",500,100,"n=500, p=100","block","quantile_4","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","block","quantile_4","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","block","quantile_4","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","block","quantile_4","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","block","quantile_4","glmnet","s",100,100,10.21
"primary_controlled",500,100,"n=500, p=100","block","quantile_4","glmnet","2s",100,100,20.2
"primary_controlled",500,100,"n=500, p=100","block","quantile_8","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","block","quantile_8","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","block","quantile_8","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","block","quantile_8","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","block","quantile_8","glmnet","s",100,100,10.32
"primary_controlled",500,100,"n=500, p=100","block","quantile_8","glmnet","2s",100,100,20.28
"primary_controlled",500,100,"n=500, p=100","block","equal_width_4","lasso","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","block","equal_width_4","lasso","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","block","equal_width_4","lar","s",100,100,10
"primary_controlled",500,100,"n=500, p=100","block","equal_width_4","lar","2s",100,100,20
"primary_controlled",500,100,"n=500, p=100","block","equal_width_4","glmnet","s",100,100,10.32
"primary_controlled",500,100,"n=500, p=100","block","equal_width_4","glmnet","2s",100,100,20.38
