"n","p","dimension","correlation","scheme","metric","paired_difference_mean_primary","paired_difference_ci_lower_primary","paired_difference_ci_upper_primary","paired_difference_mean_sensitivity","paired_difference_ci_lower_sensitivity","paired_difference_ci_upper_sensitivity","absolute_difference","same_sign","primary_direction","sensitivity_direction","same_ci_direction"
100,20,"n=100, p=20","independent","quantile_8","F1",-0.230313131313131,-0.260504029214939,-0.200122233411323,-0.229878787878788,-0.260304386099347,-0.199453189658229,0.000434343434343426,TRUE,"negative","negative",TRUE
100,20,"n=100, p=20","independent","quantile_8","RMSE",0.722512637163652,0.682980860839261,0.762044413488044,0.722013622747482,0.682614399063106,0.761412846431858,0.000499014416170063,TRUE,"positive","positive",TRUE
100,20,"n=100, p=20","independent","equal_width_4","A_entry",-0.000102523983340371,-0.000986234321883315,0.000781186355202572,-0.00153095329459653,-0.00222708192637705,-0.000834824662816007,0.00142842931125616,TRUE,"includes_zero","negative",FALSE
100,20,"n=100, p=20","independent","equal_width_4","A_set_s",-0.00444444444444444,-0.00973379545086157,0.000844906561972687,-0.00666666666666666,-0.0118646575876538,-0.00146867574567948,0.00222222222222222,TRUE,"includes_zero","negative",FALSE
100,20,"n=100, p=20","independent","equal_width_4","A_set_2s",0.000101010101010104,-0.00566929391766216,0.00587131411968237,0.000606060606060608,-0.0040162097771159,0.00522833098923711,0.000505050505050504,TRUE,"includes_zero","includes_zero",TRUE
100,20,"n=100, p=20","independent","equal_width_4","F1",-0.160848484848485,-0.185274830548638,-0.136422139148332,-0.159575757575758,-0.18374849612217,-0.135403019029345,0.00127272727272726,TRUE,"negative","negative",TRUE
100,20,"n=100, p=20","independent","equal_width_4","RMSE",0.604784149464241,0.5714507855154,0.638117513413082,0.604202873396498,0.57096763982348,0.637438106969517,0.000581276067742387,TRUE,"positive","positive",TRUE
100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","A_entry",0.0016678280710261,0.000191156313115336,0.00314449982893686,-0.00079229087119832,-0.0022425995737587,0.000658017831362059,0.00246011894222442,FALSE,"positive","includes_zero",FALSE
100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","A_set_s",0,-0.00536131827376649,0.00536131827376649,0,-0.00536131827376649,0.00536131827376649,0,TRUE,"includes_zero","includes_zero",TRUE
100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","A_set_2s",-0.00424242424242424,-0.0118410604275516,0.00335621194270316,-0.00545454545454546,-0.0128323876017175,0.00192329669262656,0.00121212121212121,TRUE,"includes_zero","includes_zero",TRUE
100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","F1",-0.0653333333333333,-0.0851770332690834,-0.0454896333975832,-0.0652727272727272,-0.0851367258490308,-0.0454087286964237,6.06060606060527e-05,TRUE,"negative","negative",TRUE
100,20,"n=100, p=20","ar1_rho_0.5","quantile_2","RMSE",0.247471706734825,0.21239217639522,0.28255123707443,0.2477541635404,0.212795529242684,0.282712797838116,0.000282456805575509,TRUE,"positive","positive",TRUE
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","A_entry",0.00119148950304607,-0.000121037305378521,0.00250401631147067,-0.000879897179383594,-0.00197867527253512,0.000218880913767932,0.00207138668242967,FALSE,"includes_zero","includes_zero",TRUE
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","A_set_s",-0.00111111111111111,-0.00689785887492501,0.00467563665270279,-0.00111111111111111,-0.00689785887492501,0.00467563665270279,0,TRUE,"includes_zero","includes_zero",TRUE
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","A_set_2s",-0.00121212121212122,-0.00705595609803022,0.00463171367378779,-3.33032755019114e-18,-0.00533911810273922,0.00533911810273921,0.00121212121212121,TRUE,"includes_zero","includes_zero",TRUE
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","F1",-0.138242424242424,-0.166581875199039,-0.109902973285809,-0.136848484848485,-0.165138345116633,-0.108558624580337,0.00139393939393939,TRUE,"negative","negative",TRUE
100,20,"n=100, p=20","ar1_rho_0.5","quantile_4","RMSE",0.424556094050403,0.387621179944428,0.461491008156377,0.424184202046321,0.387475236355196,0.460893167737447,0.00037189200408122,TRUE,"positive","positive",TRUE
100,20,"n=100, p=20","ar1_rho_0.5","quantile_8","A_entry",0.000308356094524259,-0.00151530199818061,0.00213201418722913,-0.00119801634210224,-0.00286994294414049,0.000473910259936001,0.0015063724366265,FALSE,"includes_zero","includes_zero",TRUE
