"stage","matched_rows","expected_current_rows","archived_partial_path_rows","current_retried_rows","all_checks_passed","max_abs_f1_difference","max_abs_rmse_difference","max_abs_parent_count_difference_s","max_abs_parent_count_difference_2s","max_relative_noise_sd_difference","max_component_dimension_difference","max_raw_density_difference","max_lambda_max_relative_difference","max_requested_points_difference","max_requested_ratio_difference"
"complete_run",40,40,0,0,TRUE,2.77555756156289e-16,5.32907051820075e-15,0,0,1.9643982641623e-15,0,0,3.33066907387547e-15,0,0
