"path_specification","scenario_id","replication","seed","n","p","dimension","correlation","active_s","snr","noise_sd","representation","scheme","p_representation","raw_density","fit_success_count","fit_error","elapsed_seconds","lars_max_steps","glmnet_requested_lambda_points","glmnet_returned_lambda_points","glmnet_requested_lambda_min_ratio","glmnet_requested_lambda_max","glmnet_requested_lambda_min","glmnet_returned_lambda_max","glmnet_returned_lambda_min","glmnet_returned_lambda_min_ratio","glmnet_thresh","glmnet_maxit","glmnet_disable_early_stopping","glmnet_fdev","glmnet_devmax","glmnet_mnlam","glmnet_dfmax","glmnet_pmax","glmnet_type_gaussian","glmnet_control_interface","glmnet_jerr","glmnet_first_lambda_active_features","glmnet_last_lambda_active_features","glmnet_complete_requested_grid","tau_lasso_lar","tau_lasso_glmnet","tau_lar_glmnet","mean_entry_tau","mean_jaccard_s","mean_jaccard_2s","precision_lasso","recall_lasso","f1_lasso","rmse_lasso","selected_size_lasso","reached_s_lasso","selected_size_2s_lasso","reached_2s_lasso","precision_lar","recall_lar","f1_lar","rmse_lar","selected_size_lar","reached_s_lar","selected_size_2s_lar","reached_2s_lar","precision_glmnet","recall_glmnet","f1_glmnet","rmse_glmnet","selected_size_glmnet","reached_s_glmnet","selected_size_2s_glmnet","reached_2s_glmnet","mean_support_f1","mean_rmse"
"sensitivity_dense_wide",3,37,20560748,100,20,"n=100, p=20","ar1_rho_0.9",5,3,0.975999702889771,"sparsified","equal_width_4",80,0.25,3,NA,0.890000000001237,320,400,385,0.001,0.97449395966744,0.00097449395966744,0.97449395966744,0.00126345886337215,0.00129652816298967,1e-10,100000,TRUE,0,1,400,80,80,"naive","legacy_arguments",-386,0,73,FALSE,1,1,1,1,1,0.878787878787879,0.2,0.2,0.2,1.67296184968203,5,TRUE,10,TRUE,0.2,0.2,0.2,1.67296184968203,5,TRUE,10,TRUE,0.2,0.2,0.2,1.67662060060019,5,TRUE,10,TRUE,0.2,1.67418143332141
