"scenario_id","replication","seed","n","p","dimension","correlation","active_s","snr","noise_sd","path_specification","method","group_weight_specification","scheme","delta_f1_s","delta_rmse_s","delta_f1_2s","delta_rmse_2s","entry_order_tau_original_vs_sparse","active_set_jaccard_s_original_vs_sparse","active_set_jaccard_2s_original_vs_sparse","original_parent_count_s","sparse_parent_count_s","original_component_count_s","original_target_reached_s","sparse_target_reached_s","original_target_exact_s","sparse_target_exact_s","df_definition","sparse_component_count_s","sparse_df_diagnostic_s"
11,1,21360712,100,200,"n=100, p=200","ar1_rho_0.9",20,3,3.08479218639384,"primary_controlled","parent_group_lasso_grpreg","equal_parent","quantile_4",-0.124418604651163,0.553078448209761,-0.0869112672391361,0.866097243952269,0.216162810371198,0.387096774193548,0.253731343283582,20,23,20,TRUE,TRUE,TRUE,FALSE,"grpreg_approximate_df_excluding_intercept",92,13.3248705242734
11,1,21360712,100,200,"n=100, p=200","ar1_rho_0.9",20,3,3.08479218639384,"primary_controlled","parent_group_lasso_grpreg","sqrt_group_size","quantile_4",-0.20609756097561,0.566878939693741,-0.0825396825396826,0.872389686905907,0.215491476201319,0.32258064516129,0.238805970149254,20,21,20,TRUE,TRUE,TRUE,FALSE,"grpreg_approximate_df_excluding_intercept",84,12.7039063799628
11,1,21360712,100,200,"n=100, p=200","ar1_rho_0.9",20,3,3.08479218639384,"primary_controlled","component_lasso_glmnet","not_applicable","quantile_8",-0.2,1.02884619057287,-0.115873015873016,1.34482428597968,0.181458729217229,0.25,0.202898550724638,20,20,20,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",23,23
11,1,21360712,100,200,"n=100, p=200","ar1_rho_0.9",20,3,3.08479218639384,"primary_controlled","parent_group_lasso_grpreg","equal_parent","quantile_8",-0.303658536585366,0.714578504647716,-0.182539682539683,1.03012090921012,0.181207439379128,0.242424242424242,0.220588235294118,20,21,20,TRUE,TRUE,TRUE,FALSE,"grpreg_approximate_df_excluding_intercept",168,21.7846928094987
11,1,21360712,100,200,"n=100, p=200","ar1_rho_0.9",20,3,3.08479218639384,"primary_controlled","parent_group_lasso_grpreg","sqrt_group_size","quantile_8",-0.303658536585366,0.714579334553672,-0.182539682539683,1.03012090921012,0.161179579492717,0.242424242424242,0.220588235294118,20,21,20,TRUE,TRUE,TRUE,FALSE,"grpreg_approximate_df_excluding_intercept",168,21.7847225839248
11,1,21360712,100,200,"n=100, p=200","ar1_rho_0.9",20,3,3.08479218639384,"primary_controlled","component_lasso_glmnet","not_applicable","equal_width_4",-0.35,0.81710933205231,-0.115873015873016,1.02461501579073,0.273484439617072,0.25,0.296875,20,20,20,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",22,22
11,1,21360712,100,200,"n=100, p=200","ar1_rho_0.9",20,3,3.08479218639384,"primary_controlled","parent_group_lasso_grpreg","equal_parent","equal_width_4",-0.15,0.472089415283333,-0.152485037730939,0.810109353124014,0.30670407686467,0.428571428571429,0.292307692307692,20,20,20,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",80,15.0322942775117
11,1,21360712,100,200,"n=100, p=200","ar1_rho_0.9",20,3,3.08479218639384,"primary_controlled","parent_group_lasso_grpreg","sqrt_group_size","equal_width_4",-0.1,0.496937920298743,-0.152485037730939,0.810107058691059,0.313742894715172,0.428571428571429,0.292307692307692,20,20,20,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",80,13.3336582717794
11,2,21360713,100,200,"n=100, p=200","ar1_rho_0.9",20,3,2.54075384703566,"primary_controlled","component_lasso_glmnet","not_applicable","quantile_2",-0.0500000000000001,0.25621699456428,-0.0204301075268816,0.348096240146739,0.434008580034801,0.428571428571429,0.464285714285714,20,20,20,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",20,20
11,2,21360713,100,200,"n=100, p=200","ar1_rho_0.9",20,3,2.54075384703566,"primary_controlled","parent_group_lasso_grpreg","equal_parent","quantile_2",-0.0500000000000001,0.269491355363777,0.00634584875727134,0.4507633789605,0.343265353095885,0.379310344827586,0.338709677419355,20,20,20,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",40,9.558394402665
11,2,21360713,100,200,"n=100, p=200","ar1_rho_0.9",20,3,2.54075384703566,"primary_controlled","parent_group_lasso_grpreg","sqrt_group_size","quantile_2",-0.0500000000000001,0.269491355363777,0.00634584875727134,0.450763378960496,0.343265353095885,0.379310344827586,0.338709677419355,20,20,20,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",40,9.55839440266499
11,2,21360713,100,200,"n=100, p=200","ar1_rho_0.9",20,3,2.54075384703566,"primary_controlled","component_lasso_glmnet","not_applicable","quantile_4",-0.2,0.536746969256461,-0.153763440860215,0.89552166835316,0.261187665389392,0.212121212121212,0.188405797101449,20,20,20,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",23,23
11,2,21360713,100,200,"n=100, p=200","ar1_rho_0.9",20,3,2.54075384703566,"primary_controlled","parent_group_lasso_grpreg","equal_parent","quantile_4",-0.25,0.441104983299961,-0.0920148069804336,0.828289524873998,0.283034084619958,0.212121212121212,0.257575757575758,20,20,20,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",80,19.3370751598102
11,2,21360713,100,200,"n=100, p=200","ar1_rho_0.9",20,3,2.54075384703566,"primary_controlled","parent_group_lasso_grpreg","sqrt_group_size","quantile_4",-0.253658536585366,0.436736695143104,-0.0870967741935483,0.82814888648683,0.254552230911994,0.171428571428571,0.261538461538462,20,21,20,TRUE,TRUE,TRUE,FALSE,"grpreg_approximate_df_excluding_intercept",84,18.8039371939638
11,2,21360713,100,200,"n=100, p=200","ar1_rho_0.9",20,3,2.54075384703566,"primary_controlled","component_lasso_glmnet","not_applicable","quantile_8",-0.2,0.805218055668268,-0.220430107526882,1.22434505596723,0.0941526707834754,0.142857142857143,0.108108108108108,20,20,20,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",24,24
11,2,21360713,100,200,"n=100, p=200","ar1_rho_0.9",20,3,2.54075384703566,"primary_controlled","parent_group_lasso_grpreg","equal_parent","quantile_8",-0.25,0.639547380246975,-0.153763440860215,0.970992164352753,0.189461846044565,0.176470588235294,0.171428571428571,20,20,20,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",160,24.623487178097
11,2,21360713,100,200,"n=100, p=200","ar1_rho_0.9",20,3,2.54075384703566,"primary_controlled","parent_group_lasso_grpreg","sqrt_group_size","quantile_8",-0.2,0.644820866663573,-0.153763440860215,0.970992164352746,0.172816493458122,0.212121212121212,0.171428571428571,20,20,20,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",160,23.5222476947764
11,2,21360713,100,200,"n=100, p=200","ar1_rho_0.9",20,3,2.54075384703566,"primary_controlled","component_lasso_glmnet","not_applicable","equal_width_4",-0.25,0.661809925325945,-0.157588577472237,0.934759341402513,0.233492053869832,0.176470588235294,0.220588235294118,20,20,20,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",21,21
11,2,21360713,100,200,"n=100, p=200","ar1_rho_0.9",20,3,2.54075384703566,"primary_controlled","parent_group_lasso_grpreg","equal_parent","equal_width_4",-0.2,0.428850977122486,-0.190375462718138,0.83845041666873,0.204138567302583,0.25,0.169014084507042,20,20,20,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",80,18.0860859290051
11,2,21360713,100,200,"n=100, p=200","ar1_rho_0.9",20,3,2.54075384703566,"primary_controlled","parent_group_lasso_grpreg","sqrt_group_size","equal_width_4",-0.2,0.438700418819161,-0.187096774193548,0.850005790100496,0.203903815766462,0.25,0.171428571428571,20,20,20,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",80,15.9904935179324
1,1,20360712,100,20,"n=100, p=20","independent",5,3,1.46944737056992,"sensitivity_dense_wide","component_lasso_glmnet","not_applicable","quantile_2",-0.2,0.0888091942456581,0,0.129777559688097,0.774538533796397,0.666666666666667,0.818181818181818,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",8,8
1,1,20360712,100,20,"n=100, p=20","independent",5,3,1.46944737056992,"sensitivity_dense_wide","parent_group_lasso_grpreg","equal_parent","quantile_2",0,-0.00556075274001788,0,0.0869890173022676,0.735449735449735,1,0.818181818181818,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",10,2.79724743429633
1,1,20360712,100,20,"n=100, p=20","independent",5,3,1.46944737056992,"sensitivity_dense_wide","parent_group_lasso_grpreg","sqrt_group_size","quantile_2",0,-0.00556075274001744,0,0.0869890173022683,0.735449735449735,1,0.818181818181818,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",10,2.79724743429633
1,1,20360712,100,20,"n=100, p=20","independent",5,3,1.46944737056992,"sensitivity_dense_wide","component_lasso_glmnet","not_applicable","quantile_4",-0.2,0.188856685692496,0,0.306734779008939,0.560846560846561,0.666666666666667,0.818181818181818,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",8,8
1,1,20360712,100,20,"n=100, p=20","independent",5,3,1.46944737056992,"sensitivity_dense_wide","parent_group_lasso_grpreg","equal_parent","quantile_4",-0.2,-0.181534359671998,0,0.236391280376609,0.522429259160575,0.666666666666667,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",20,9.51548373752576
1,1,20360712,100,20,"n=100, p=20","independent",5,3,1.46944737056992,"sensitivity_dense_wide","parent_group_lasso_grpreg","sqrt_group_size","quantile_4",0,-0.024828050585683,0,0.242345627596449,0.585114660462868,1,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",20,6.52946376041041
1,1,20360712,100,20,"n=100, p=20","independent",5,3,1.46944737056992,"sensitivity_dense_wide","component_lasso_glmnet","not_applicable","quantile_8",-0.4,0.592725372554991,0,0.943355713767641,0.338624338624339,0.428571428571429,0.538461538461538,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",6,6
1,1,20360712,100,20,"n=100, p=20","independent",5,3,1.46944737056992,"sensitivity_dense_wide","parent_group_lasso_grpreg","equal_parent","quantile_8",-0.4,0.113522372990841,0,0.523931286462569,0.323608565490275,0.428571428571429,0.538461538461538,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",40,13.1362911269971
1,1,20360712,100,20,"n=100, p=20","independent",5,3,1.46944737056992,"sensitivity_dense_wide","parent_group_lasso_grpreg","sqrt_group_size","quantile_8",-0.2,0.169747712886054,0,0.536059622705843,0.343009109549873,0.666666666666667,0.538461538461538,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",40,10.1971255651593
1,1,20360712,100,20,"n=100, p=20","independent",5,3,1.46944737056992,"sensitivity_dense_wide","component_lasso_glmnet","not_applicable","equal_width_4",-0.2,0.234157595815209,0,0.476464221202024,0.564645764951329,0.666666666666667,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",9,9
1,1,20360712,100,20,"n=100, p=20","independent",5,3,1.46944737056992,"sensitivity_dense_wide","parent_group_lasso_grpreg","equal_parent","equal_width_4",-0.0909090909090909,0.00366653074473922,0,0.282548075230227,0.4137945591515,0.833333333333333,0.428571428571429,5,6,5,TRUE,TRUE,TRUE,FALSE,"grpreg_approximate_df_excluding_intercept",24,6.59628607272276
1,1,20360712,100,20,"n=100, p=20","independent",5,3,1.46944737056992,"sensitivity_dense_wide","parent_group_lasso_grpreg","sqrt_group_size","equal_width_4",-0.2,0.0778133630442683,0,0.282548075230227,0.417989417989418,0.666666666666667,0.428571428571429,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",20,5.42794673705923
1,2,20360713,100,20,"n=100, p=20","independent",5,3,1.22580087702912,"sensitivity_dense_wide","component_lasso_glmnet","not_applicable","quantile_2",0,0.171312013032519,0,0.166892161181101,0.778947368421053,1,0.818181818181818,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",9,9
1,2,20360713,100,20,"n=100, p=20","independent",5,3,1.22580087702912,"sensitivity_dense_wide","parent_group_lasso_grpreg","equal_parent","quantile_2",0,0.048302472215201,0,0.0521480326218811,0.786282420352785,1,0.818181818181818,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",10,3.91270435466817
1,2,20360713,100,20,"n=100, p=20","independent",5,3,1.22580087702912,"sensitivity_dense_wide","parent_group_lasso_grpreg","sqrt_group_size","quantile_2",0,0.0483024722152001,0,0.0521480326218804,0.786282420352785,1,0.818181818181818,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",10,3.91270435466817
1,2,20360713,100,20,"n=100, p=20","independent",5,3,1.22580087702912,"sensitivity_dense_wide","component_lasso_glmnet","not_applicable","quantile_4",0,0.236869339311336,0,0.329525057483258,0.557894736842105,1,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",9,9
1,2,20360713,100,20,"n=100, p=20","independent",5,3,1.22580087702912,"sensitivity_dense_wide","parent_group_lasso_grpreg","equal_parent","quantile_4",-0.2,0.106099602995929,0,0.215936436327614,0.469658626922133,0.666666666666667,0.538461538461538,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",20,7.60955333513161
1,2,20360713,100,20,"n=100, p=20","independent",5,3,1.22580087702912,"sensitivity_dense_wide","parent_group_lasso_grpreg","sqrt_group_size","quantile_4",-0.2,0.184570560747761,0,0.215936436327572,0.543537512055952,0.666666666666667,0.538461538461538,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",20,6.31248774790572
1,2,20360713,100,20,"n=100, p=20","independent",5,3,1.22580087702912,"sensitivity_dense_wide","component_lasso_glmnet","not_applicable","quantile_8",-0.4,0.597236624831423,-0.133333333333333,0.927867423257587,0.273684210526316,0.428571428571429,0.333333333333333,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",6,6
1,2,20360713,100,20,"n=100, p=20","independent",5,3,1.22580087702912,"sensitivity_dense_wide","parent_group_lasso_grpreg","equal_parent","quantile_8",-0.2,0.146910794360284,-0.133333333333333,0.455677881142412,0.294736842105263,0.666666666666667,0.333333333333333,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",40,15.1288953050533
1,2,20360713,100,20,"n=100, p=20","independent",5,3,1.22580087702912,"sensitivity_dense_wide","parent_group_lasso_grpreg","sqrt_group_size","quantile_8",-0.2,0.206517479121039,0,0.430572687637299,0.317464761162664,0.666666666666667,0.428571428571429,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",40,12.9271625427431
1,2,20360713,100,20,"n=100, p=20","independent",5,3,1.22580087702912,"sensitivity_dense_wide","component_lasso_glmnet","not_applicable","equal_width_4",-0.272727272727273,0.5748222695768,0,0.713597555799556,0.416887994683692,0.571428571428571,0.538461538461538,5,6,5,TRUE,TRUE,TRUE,FALSE,"active_coefficient_count_proxy_excluding_intercept",7,7
1,2,20360713,100,20,"n=100, p=20","independent",5,3,1.22580087702912,"sensitivity_dense_wide","parent_group_lasso_grpreg","equal_parent","equal_width_4",-0.2,0.0382519770955783,0,0.153296207690349,0.511875132712887,0.666666666666667,0.538461538461538,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",20,7.9628623161856
1,2,20360713,100,20,"n=100, p=20","independent",5,3,1.22580087702912,"sensitivity_dense_wide","parent_group_lasso_grpreg","sqrt_group_size","equal_width_4",0,0.0474474414635337,0,0.159571705518906,0.554091638503641,1,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",20,7.84547075136417
11,1,21360712,100,200,"n=100, p=200","ar1_rho_0.9",20,3,3.08479218639384,"sensitivity_dense_wide","component_lasso_glmnet","not_applicable","quantile_2",-0.2,0.494510971252914,0,0.351567766852732,0.413844065897213,0.428571428571429,0.454545454545455,20,20,20,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",22,22
11,1,21360712,100,200,"n=100, p=200","ar1_rho_0.9",20,3,3.08479218639384,"sensitivity_dense_wide","parent_group_lasso_grpreg","equal_parent","quantile_2",-0.1,0.320763059380293,0,0.335954400102461,0.350175705708364,0.428571428571429,0.379310344827586,20,20,20,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",40,10.7272868962741
11,1,21360712,100,200,"n=100, p=200","ar1_rho_0.9",20,3,3.08479218639384,"sensitivity_dense_wide","parent_group_lasso_grpreg","sqrt_group_size","quantile_2",-0.1,0.320763059380301,0,0.33595440010246,0.350175705708364,0.428571428571429,0.379310344827586,20,20,20,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",40,10.7272868962741
