"path_specification","scenario_id","representation","scheme","method","group_weight_specification","df_definition","replications","target_reached_s_mean","target_exact_s_mean","target_reached_2s_mean","target_exact_2s_mean","selected_parent_count_s_mean","selected_component_count_s_mean","selected_parent_count_2s_mean","selected_component_count_2s_mean"
"primary_controlled",10,"sparsified","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.69,1,0.77,20.39,81.56,40.27,161.08
"primary_controlled",10,"sparsified","equal_width_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.7,1,0.78,20.38,81.52,40.26,161.04
"primary_controlled",10,"sparsified","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.71,1,0.72,20.36,23,40.34,46.09
"primary_controlled",10,"sparsified","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.75,1,0.72,20.32,40.64,40.39,80.78
"primary_controlled",10,"sparsified","quantile_2","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.75,1,0.72,20.32,40.64,40.39,80.78
"primary_controlled",10,"sparsified","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.64,1,0.68,20.49,22.75,40.39,46.2
"primary_controlled",10,"sparsified","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.7,1,0.69,20.36,81.44,40.36,161.44
"primary_controlled",10,"sparsified","quantile_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.74,1,0.7,20.3,81.2,40.35,161.4
"primary_controlled",10,"sparsified","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.66,1,0.7,20.48,21.82,40.44,45.36
"primary_controlled",10,"sparsified","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.8,1,0.94,20.24,161.92,40.06,320.48
"primary_controlled",10,"sparsified","quantile_8","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.8,1,0.94,20.21,161.68,40.06,320.48
"primary_controlled",11,"original","original","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.79,1,0.79,20.26,20.26,40.3,40.3
"primary_controlled",11,"original","original","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.77,1,0.77,20.29,20.29,40.32,40.32
"primary_controlled",11,"original","original","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.77,1,0.77,20.29,20.29,40.32,40.32
"primary_controlled",11,"sparsified","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.67,1,0.66,20.43,22.07,40.42,45.45
"primary_controlled",11,"sparsified","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.75,1,0.73,20.32,81.28,40.29,161.16
"primary_controlled",11,"sparsified","equal_width_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.76,1,0.77,20.32,81.28,40.24,160.96
"primary_controlled",11,"sparsified","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.76,1,0.76,20.26,21.6,40.28,43.85
"primary_controlled",11,"sparsified","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.85,1,0.73,20.16,40.32,40.35,80.7
"primary_controlled",11,"sparsified","quantile_2","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.85,1,0.72,20.16,40.32,40.36,80.72
"primary_controlled",11,"sparsified","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.64,1,0.68,20.43,22.03,40.39,45.05
"primary_controlled",11,"sparsified","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.8,1,0.75,20.23,80.92,40.31,161.24
"primary_controlled",11,"sparsified","quantile_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.8,1,0.76,20.21,80.84,40.26,161.04
"primary_controlled",11,"sparsified","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.67,1,0.68,20.41,22.12,40.4,45.77
"primary_controlled",11,"sparsified","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.8,1,0.86,20.25,162,40.16,321.28
"primary_controlled",11,"sparsified","quantile_8","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.81,1,0.86,20.25,162,40.16,321.28
"primary_controlled",12,"original","original","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.85,1,0.76,20.19,20.19,40.32,40.32
"primary_controlled",12,"original","original","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.86,1,0.74,20.18,20.18,40.34,40.34
"primary_controlled",12,"original","original","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.86,1,0.74,20.18,20.18,40.34,40.34
"primary_controlled",12,"sparsified","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.73,1,0.62,20.38,21.99,40.49,44.81
"primary_controlled",12,"sparsified","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.74,1,0.68,20.32,81.28,40.42,161.68
"primary_controlled",12,"sparsified","equal_width_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.77,1,0.69,20.3,81.2,40.45,161.8
"primary_controlled",12,"sparsified","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.82,1,0.75,20.21,21.84,40.33,44.35
"primary_controlled",12,"sparsified","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.81,1,0.83,20.25,40.5,40.19,80.38
"primary_controlled",12,"sparsified","quantile_2","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.8,1,0.83,20.26,40.52,40.19,80.38
"primary_controlled",12,"sparsified","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.65,1,0.71,20.53,21.99,40.34,44.91
"primary_controlled",12,"sparsified","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.75,1,0.78,20.33,81.32,40.3,161.2
"primary_controlled",12,"sparsified","quantile_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.76,1,0.74,20.32,81.28,40.28,161.12
"primary_controlled",12,"sparsified","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.71,1,0.68,20.33,21.67,40.41,45.01
"primary_controlled",12,"sparsified","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.68,1,0.87,20.41,163.28,40.16,321.28
"primary_controlled",12,"sparsified","quantile_8","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.75,1,0.88,20.31,162.48,40.15,321.2
"primary_controlled",13,"original","original","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,1,1,0.77,10,10,20.29,20.29
"primary_controlled",13,"original","original","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,1,1,0.77,10,10,20.29,20.29
"primary_controlled",13,"original","original","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,1,1,0.77,10,10,20.29,20.29
"primary_controlled",13,"sparsified","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.93,1,0.73,10.09,25.79,20.32,47.25
"primary_controlled",13,"sparsified","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,1,1,0.61,10,40,20.46,81.84
"primary_controlled",13,"sparsified","equal_width_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,1,1,0.61,10,40,20.46,81.84
"primary_controlled",13,"sparsified","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,1,1,0.71,10,17.41,20.35,30.82
"primary_controlled",13,"sparsified","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,1,1,0.71,10,20,20.37,40.74
"primary_controlled",13,"sparsified","quantile_2","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,1,1,0.71,10,20,20.37,40.74
"primary_controlled",13,"sparsified","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.98,1,0.75,10.02,17.89,20.34,38.59
"primary_controlled",13,"sparsified","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.98,1,0.66,10.02,40.08,20.45,81.8
"primary_controlled",13,"sparsified","quantile_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.98,1,0.66,10.02,40.08,20.45,81.8
"primary_controlled",13,"sparsified","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.89,1,0.79,10.12,21.23,20.32,45.31
"primary_controlled",13,"sparsified","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.94,1,0.69,10.06,80.48,20.49,163.92
"primary_controlled",13,"sparsified","quantile_8","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.95,1,0.59,10.05,80.4,20.56,164.48
"primary_controlled",14,"original","original","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.98,1,0.73,10.02,10.02,20.31,20.31
"primary_controlled",14,"original","original","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.98,1,0.73,10.02,10.02,20.31,20.31
"primary_controlled",14,"original","original","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.98,1,0.73,10.02,10.02,20.31,20.31
"primary_controlled",14,"sparsified","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.91,1,0.75,10.1,20.64,20.29,45.06
"primary_controlled",14,"sparsified","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.97,1,0.69,10.03,40.12,20.34,81.36
"primary_controlled",14,"sparsified","equal_width_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.96,1,0.68,10.04,40.16,20.36,81.44
"primary_controlled",14,"sparsified","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.96,1,0.71,10.05,17.18,20.3,30.82
"primary_controlled",14,"sparsified","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.98,1,0.67,10.02,20.04,20.4,40.8
"primary_controlled",14,"sparsified","quantile_2","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.98,1,0.67,10.02,20.04,20.4,40.8
"primary_controlled",14,"sparsified","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.93,1,0.61,10.08,17.2,20.49,37.08
"primary_controlled",14,"sparsified","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.95,1,0.7,10.06,40.24,20.35,81.4
"primary_controlled",14,"sparsified","quantile_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.96,1,0.71,10.04,40.16,20.34,81.36
"primary_controlled",14,"sparsified","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.81,1,0.69,10.23,18.65,20.36,41.73
"primary_controlled",14,"sparsified","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.85,1,0.66,10.16,81.28,20.45,163.6
"primary_controlled",14,"sparsified","quantile_8","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.95,1,0.65,10.05,80.4,20.46,163.68
"primary_controlled",15,"original","original","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.84,1,0.88,10.18,10.18,20.12,20.12
"primary_controlled",15,"original","original","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.83,1,0.88,10.19,10.19,20.12,20.12
"primary_controlled",15,"original","original","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.83,1,0.88,10.19,10.19,20.12,20.12
"primary_controlled",15,"sparsified","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.82,1,0.79,10.19,13.67,20.24,29.87
"primary_controlled",15,"sparsified","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.86,1,0.73,10.16,40.64,20.32,81.28
"primary_controlled",15,"sparsified","equal_width_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.94,1,0.77,10.07,40.28,20.3,81.2
"primary_controlled",15,"sparsified","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.86,1,0.87,10.16,13.78,20.13,27.55
"primary_controlled",15,"sparsified","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.94,1,0.84,10.06,20.12,20.19,40.38
"primary_controlled",15,"sparsified","quantile_2","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.94,1,0.84,10.06,20.12,20.19,40.38
"primary_controlled",15,"sparsified","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.84,1,0.83,10.2,13.38,20.19,27.98
"primary_controlled",15,"sparsified","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.87,1,0.74,10.15,40.6,20.37,81.48
"primary_controlled",15,"sparsified","quantile_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.88,1,0.81,10.13,40.52,20.22,80.88
"primary_controlled",15,"sparsified","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.82,1,0.79,10.2,13.44,20.26,29.73
"primary_controlled",15,"sparsified","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.73,1,0.73,10.31,82.48,20.33,162.64
"primary_controlled",15,"sparsified","quantile_8","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.93,1,0.71,10.08,80.64,20.39,163.1
"primary_controlled",16,"original","original","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.93,1,0.86,10.07,10.07,20.15,20.15
"primary_controlled",16,"original","original","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.94,1,0.86,10.06,10.06,20.16,20.16
"primary_controlled",16,"original","original","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.94,1,0.86,10.06,10.06,20.16,20.16
"primary_controlled",16,"sparsified","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.72,1,0.71,10.32,13.54,20.38,29.78
"primary_controlled",16,"sparsified","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.8,1,0.77,10.2,40.8,20.24,80.96
"primary_controlled",16,"sparsified","equal_width_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.84,1,0.75,10.19,40.76,20.3,81.2
"primary_controlled",16,"sparsified","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.9,1,0.83,10.11,14.69,20.18,28.53
"primary_controlled",16,"sparsified","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.91,1,0.83,10.1,20.2,20.19,40.38
"primary_controlled",16,"sparsified","quantile_2","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.91,1,0.83,10.1,20.2,20.19,40.38
"primary_controlled",16,"sparsified","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.81,1,0.81,10.21,13.59,20.2,27.7
"primary_controlled",16,"sparsified","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.87,1,0.72,10.15,40.6,20.3,81.2
"primary_controlled",16,"sparsified","quantile_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.91,1,0.77,10.09,40.36,20.27,81.08
"primary_controlled",16,"sparsified","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.72,1,0.75,10.32,13.32,20.28,29.41
"primary_controlled",16,"sparsified","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.85,1,0.77,10.17,81.36,20.29,162.32
"primary_controlled",16,"sparsified","quantile_8","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.83,1,0.83,10.18,81.44,20.25,162
"sensitivity_dense_wide",1,"original","original","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,1,1,0.93,5,5,10.07,10.07
"sensitivity_dense_wide",1,"original","original","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,1,1,0.93,5,5,10.07,10.07
"sensitivity_dense_wide",1,"original","original","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,1,1,0.93,5,5,10.07,10.07
"sensitivity_dense_wide",1,"sparsified","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.94,1,0.96,5.06,8.68,10.04,19.94
"sensitivity_dense_wide",1,"sparsified","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.95,1,0.92,5.05,20.2,10.08,40.32
"sensitivity_dense_wide",1,"sparsified","equal_width_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.96,1,0.93,5.04,20.16,10.07,40.28
"sensitivity_dense_wide",1,"sparsified","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.99,1,0.96,5.01,7.59,10.04,15.11
"sensitivity_dense_wide",1,"sparsified","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.99,1,0.9,5.01,10.02,10.1,20.2
"sensitivity_dense_wide",1,"sparsified","quantile_2","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.99,1,0.9,5.01,10.02,10.1,20.2
"sensitivity_dense_wide",1,"sparsified","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.94,1,0.92,5.06,7.7,10.09,17.59
"sensitivity_dense_wide",1,"sparsified","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.98,1,0.89,5.02,20.08,10.13,40.52
"sensitivity_dense_wide",1,"sparsified","quantile_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.99,1,0.9,5.01,20.04,10.11,40.44
"sensitivity_dense_wide",1,"sparsified","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.92,1,0.95,5.08,7.67,10.05,18.28
"sensitivity_dense_wide",1,"sparsified","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.91,1,0.89,5.09,40.72,10.12,80.96
"sensitivity_dense_wide",1,"sparsified","quantile_8","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.96,1,0.89,5.04,40.32,10.12,80.96
"sensitivity_dense_wide",2,"original","original","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.97,1,0.99,5.03,5.03,10.01,10.01
"sensitivity_dense_wide",2,"original","original","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.97,1,0.99,5.03,5.03,10.01,10.01
"sensitivity_dense_wide",2,"original","original","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.97,1,0.99,5.03,5.03,10.01,10.01
"sensitivity_dense_wide",2,"sparsified","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.91,1,0.91,5.09,8.04,10.09,19.1
"sensitivity_dense_wide",2,"sparsified","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.98,1,0.96,5.02,20.08,10.04,40.16
"sensitivity_dense_wide",2,"sparsified","equal_width_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.97,1,0.96,5.03,20.12,10.04,40.16
"sensitivity_dense_wide",2,"sparsified","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.97,1,0.94,5.03,7.63,10.06,15.02
"sensitivity_dense_wide",2,"sparsified","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.98,1,0.95,5.02,10.04,10.05,20.1
"sensitivity_dense_wide",2,"sparsified","quantile_2","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.98,1,0.94,5.02,10.04,10.06,20.12
"sensitivity_dense_wide",2,"sparsified","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.96,1,0.93,5.04,7.54,10.07,17
"sensitivity_dense_wide",2,"sparsified","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.93,1,0.92,5.07,20.28,10.09,40.36
"sensitivity_dense_wide",2,"sparsified","quantile_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.99,1,0.94,5.01,20.04,10.06,40.24
"sensitivity_dense_wide",2,"sparsified","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.92,1,0.89,5.09,7.63,10.12,17.8
"sensitivity_dense_wide",2,"sparsified","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.97,1,0.87,5.03,40.24,10.14,81.12
"sensitivity_dense_wide",2,"sparsified","quantile_8","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.94,1,0.93,5.06,40.48,10.07,80.56
"sensitivity_dense_wide",3,"original","original","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.99,1,0.99,5.02,5.02,10.01,10.01
"sensitivity_dense_wide",3,"original","original","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.99,1,0.99,5.02,5.02,10.01,10.01
"sensitivity_dense_wide",3,"original","original","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.99,1,0.99,5.02,5.02,10.01,10.01
"sensitivity_dense_wide",3,"sparsified","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.9,1,0.98,5.1,6.47,10.02,15.27
"sensitivity_dense_wide",3,"sparsified","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.92,1,0.88,5.09,20.36,10.13,40.52
"sensitivity_dense_wide",3,"sparsified","equal_width_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.95,1,0.93,5.05,20.2,10.09,40.36
"sensitivity_dense_wide",3,"sparsified","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.95,1,0.97,5.05,6.59,10.03,13.91
"sensitivity_dense_wide",3,"sparsified","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.96,1,0.86,5.05,10.1,10.16,20.32
"sensitivity_dense_wide",3,"sparsified","quantile_2","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.95,1,0.91,5.05,10.1,10.09,20.18
"sensitivity_dense_wide",3,"sparsified","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.96,1,0.95,5.04,6.38,10.05,14.44
"sensitivity_dense_wide",3,"sparsified","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.93,1,0.95,5.07,20.28,10.05,40.2
"sensitivity_dense_wide",3,"sparsified","quantile_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.94,1,0.97,5.06,20.24,10.03,40.12
"sensitivity_dense_wide",3,"sparsified","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.88,1,0.9,5.13,6.7,10.1,16.02
"sensitivity_dense_wide",3,"sparsified","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.94,1,0.91,5.06,40.48,10.1,80.8
"sensitivity_dense_wide",3,"sparsified","quantile_8","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.94,1,0.86,5.07,40.56,10.14,81.12
"sensitivity_dense_wide",4,"original","original","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.97,1,0.9,5.04,5.04,10.1,10.1
"sensitivity_dense_wide",4,"original","original","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.97,1,0.9,5.04,5.04,10.1,10.1
"sensitivity_dense_wide",4,"original","original","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",100,1,0.97,1,0.9,5.04,5.04,10.1,10.1
"sensitivity_dense_wide",4,"sparsified","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",100,1,0.94,1,0.88,5.06,6.02,10.12,14.62
"sensitivity_dense_wide",4,"sparsified","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",100,1,0.95,1,0.94,5.05,20.2,10.07,40.28
