"path_specification","scenario_id","replication","seed","n","p","dimension","correlation","active_s","scheme","snr_component_lasso","noise_sd_component_lasso","method_component_lasso","group_weight_specification_component_lasso","delta_f1_s_component_lasso","delta_rmse_s_component_lasso","delta_f1_2s_component_lasso","delta_rmse_2s_component_lasso","entry_order_tau_original_vs_sparse_component_lasso","active_set_jaccard_s_original_vs_sparse_component_lasso","active_set_jaccard_2s_original_vs_sparse_component_lasso","original_parent_count_s_component_lasso","sparse_parent_count_s_component_lasso","original_component_count_s_component_lasso","original_target_reached_s_component_lasso","sparse_target_reached_s_component_lasso","original_target_exact_s_component_lasso","sparse_target_exact_s_component_lasso","df_definition_component_lasso","sparse_component_count_s_component_lasso","sparse_df_diagnostic_s_component_lasso","snr_group_lasso","noise_sd_group_lasso","method_group_lasso","group_weight_specification_group_lasso","delta_f1_s_group_lasso","delta_rmse_s_group_lasso","delta_f1_2s_group_lasso","delta_rmse_2s_group_lasso","entry_order_tau_original_vs_sparse_group_lasso","active_set_jaccard_s_original_vs_sparse_group_lasso","active_set_jaccard_2s_original_vs_sparse_group_lasso","original_parent_count_s_group_lasso","sparse_parent_count_s_group_lasso","original_component_count_s_group_lasso","original_target_reached_s_group_lasso","sparse_target_reached_s_group_lasso","original_target_exact_s_group_lasso","sparse_target_exact_s_group_lasso","df_definition_group_lasso","sparse_component_count_s_group_lasso","sparse_df_diagnostic_s_group_lasso","penalty_sensitivity_delta_f1_s","penalty_sensitivity_delta_rmse_s","penalty_sensitivity_delta_f1_2s","penalty_sensitivity_delta_rmse_2s","penalty_sensitivity_entry_tau"
"primary_controlled",1,13,20360724,100,20,"n=100, p=20","independent",5,"equal_width_4",3,1.16027726784242,"component_lasso_glmnet","not_applicable",0,0.24932887239036,0,0.86767040669826,0.317464761162664,1,0.428571428571429,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",5,5,3,1.16027726784242,"parent_group_lasso_grpreg","equal_parent",-0.2,0.18719512514236,0,0.294021346114613,0.491985644272951,0.666666666666667,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",20,1.63435476662619,-0.2,-0.0621337472480006,0,-0.573649060583647,0.174520883110287
"primary_controlled",1,13,20360724,100,20,"n=100, p=20","independent",5,"quantile_2",3,1.16027726784242,"component_lasso_glmnet","not_applicable",0,0.199334540884157,0,0.0946499292322811,0.829787234042553,1,1,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",6,6,3,1.16027726784242,"parent_group_lasso_grpreg","equal_parent",0,0.191655175083334,0,0.0639437953620312,0.866322547524109,1,1,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",10,0.774287624487707,0,-0.0076793658008234,0,-0.0307061338702499,0.0365353134815556
"primary_controlled",1,13,20360724,100,20,"n=100, p=20","independent",5,"quantile_4",3,1.16027726784242,"component_lasso_glmnet","not_applicable",0,0.169962409488392,0,0.439277718062041,0.525200786615365,1,0.428571428571429,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",9,9,3,1.16027726784242,"parent_group_lasso_grpreg","equal_parent",0,0.105020448382561,0,0.249707919261376,0.595744680851064,1,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",20,2.78804119556273,0,-0.0649419611058315,0,-0.189569798800665,0.0705438942356987
"primary_controlled",1,13,20360724,100,20,"n=100, p=20","independent",5,"quantile_8",3,1.16027726784242,"component_lasso_glmnet","not_applicable",-0.454545454545455,0.310303986368592,0,1.06656268907822,0.304001080894654,0.375,0.428571428571429,5,6,5,TRUE,TRUE,TRUE,FALSE,"active_coefficient_count_proxy_excluding_intercept",6,6,3,1.16027726784242,"parent_group_lasso_grpreg","equal_parent",0,-0.0586042437579803,0,0.584031340824207,0.412704189511463,1,0.428571428571429,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",40,11.9009516164612,0.454545454545455,-0.368908230126573,0,-0.482531348254014,0.108703108616809
"primary_controlled",1,14,20360725,100,20,"n=100, p=20","independent",5,"equal_width_4",3,1.22209412864585,"component_lasso_glmnet","not_applicable",-0.2,0.260915193456075,0,0.438609731927471,0.576719576719577,0.666666666666667,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",10,10,3,1.22209412864585,"parent_group_lasso_grpreg","equal_parent",0,-0.204894586096892,0,0.10990873433151,0.679047481684512,1,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",20,10.4638534307139,0.2,-0.465809779552966,0,-0.328700997595961,0.102327904964935
"primary_controlled",1,14,20360725,100,20,"n=100, p=20","independent",5,"quantile_2",3,1.22209412864585,"component_lasso_glmnet","not_applicable",0,0.0249599988184894,0,0.0582911554156791,0.81794479969585,1,0.818181818181818,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",8,8,3,1.22209412864585,"parent_group_lasso_grpreg","equal_parent",0,-0.00529560694106723,0,0.0368712532557667,0.774538533796397,1,0.818181818181818,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",10,3.07432829461766,0,-0.0302556057595567,0,-0.0214199021599124,-0.0434062658994536
"primary_controlled",1,14,20360725,100,20,"n=100, p=20","independent",5,"quantile_4",3,1.22209412864585,"component_lasso_glmnet","not_applicable",0,0.186521991039829,0,0.209659656667664,0.645502645502645,1,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",8,8,3,1.22209412864585,"parent_group_lasso_grpreg","equal_parent",0,-0.100469723663251,0,0.0706832772263375,0.571428571428571,1,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",20,8.23335724818843,0,-0.28699171470308,0,-0.138976379441327,-0.0740740740740741
"primary_controlled",1,14,20360725,100,20,"n=100, p=20","independent",5,"quantile_8",3,1.22209412864585,"component_lasso_glmnet","not_applicable",-0.2,0.306794363391551,0,0.553866941302462,0.453347840696357,0.666666666666667,0.428571428571429,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",10,10,3,1.22209412864585,"parent_group_lasso_grpreg","equal_parent",0,-0.0761720959944658,0,0.222152528754645,0.476190476190476,1,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",40,16.331410522424,0.2,-0.382966459386017,0,-0.331714412547817,0.022842635494119
"primary_controlled",1,15,20360726,100,20,"n=100, p=20","independent",5,"equal_width_4",3,1.57016169746577,"component_lasso_glmnet","not_applicable",-0.2,0.586615887817911,0,0.973915807493659,0.442706020062012,0.666666666666667,0.538461538461538,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",7,7,3,1.57016169746577,"parent_group_lasso_grpreg","equal_parent",-0.0909090909090909,0.164873677080786,0,0.318755073592348,0.550272252681951,0.833333333333333,0.538461538461538,5,6,5,TRUE,TRUE,TRUE,FALSE,"grpreg_approximate_df_excluding_intercept",24,5.21212783239599,0.109090909090909,-0.421742210737125,0,-0.655160733901311,0.107566232619939
"primary_controlled",1,15,20360726,100,20,"n=100, p=20","independent",5,"quantile_2",3,1.57016169746577,"component_lasso_glmnet","not_applicable",0,0.136148815612859,0,0.150650821189656,0.751333268084971,1,1,5,5,5,TRUE,TRUE,TRUE,TRUE,"active_coefficient_count_proxy_excluding_intercept",8,8,3,1.57016169746577,"parent_group_lasso_grpreg","equal_parent",0,0.0591586207165045,0,0.0916866154041041,0.663157894736842,1,0.666666666666667,5,5,5,TRUE,TRUE,TRUE,TRUE,"grpreg_approximate_df_excluding_intercept",10,2.8813935929628,0,-0.0769901948963545,0,-0.0589642057855517,-0.088175373348129
