"path_specification","n","p","dimension","correlation","active_s","scheme","penalty_sensitivity_delta_f1_s_mean","penalty_sensitivity_delta_f1_s_n","penalty_sensitivity_delta_f1_s_ci_low","penalty_sensitivity_delta_f1_s_ci_high","penalty_sensitivity_delta_rmse_s_mean","penalty_sensitivity_delta_rmse_s_n","penalty_sensitivity_delta_rmse_s_ci_low","penalty_sensitivity_delta_rmse_s_ci_high","penalty_sensitivity_delta_f1_2s_mean","penalty_sensitivity_delta_f1_2s_n","penalty_sensitivity_delta_f1_2s_ci_low","penalty_sensitivity_delta_f1_2s_ci_high","penalty_sensitivity_delta_rmse_2s_mean","penalty_sensitivity_delta_rmse_2s_n","penalty_sensitivity_delta_rmse_2s_ci_low","penalty_sensitivity_delta_rmse_2s_ci_high","penalty_sensitivity_entry_tau_mean","penalty_sensitivity_entry_tau_n","penalty_sensitivity_entry_tau_ci_low","penalty_sensitivity_entry_tau_ci_high"
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.5",20,"quantile_2",-0.01651393728223,100,-0.0270496125976735,-0.00597826196678643,-0.0299554783619307,100,-0.0453015193035036,-0.0146094374203578,-0.0164989056348787,100,-0.0242182737117343,-0.008779537558023,0.0343953489184582,100,0.0117140267801314,0.057076671056785,-0.0693231396265707,100,-0.0786899381128631,-0.0599563411402784
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.5",20,"quantile_4",0.00262210427752118,100,-0.0122091250040238,0.0174533335590661,-0.0489044510750549,100,-0.0683100877419421,-0.0294988144081677,0.00150159905315907,100,-0.011256591073451,0.0142597891797692,-0.0377149056625224,100,-0.0689879681602789,-0.00644184316476588,-0.0030973748368008,100,-0.0140955455132284,0.00790079583962679
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.5",20,"quantile_8",0.0169879583453038,100,0.000400949391430792,0.0335749672991768,-0.0870439685314775,100,-0.109966536898802,-0.0641214001641529,0.0193907119563849,100,0.00752937975150019,0.0312520441612696,-0.0800379069612274,100,-0.113385229170973,-0.0466905847514818,0.0371781201722805,100,0.0270939033437101,0.047262337000851
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9",20,"equal_width_4",0.0385789374172812,100,0.0235968594118825,0.0535610154226798,-0.35940445038322,100,-0.400072703919401,-0.318736196847039,0.0158810363207508,100,0.0035970556714336,0.0281650169700679,-0.246011754849984,100,-0.280060388726225,-0.211963120973742,0.0408840510706914,100,0.0311063267298176,0.0506617754115651
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9",20,"quantile_2",-0.00151858304297328,100,-0.0129220795650844,0.00988491347913784,-0.113568026137845,100,-0.137380959267586,-0.0897550930081043,-0.0128378713286831,100,-0.0221384543838973,-0.00353728827346884,0.0333800020025974,100,0.0127508544372814,0.0540091495679135,-0.0226783191072787,100,-0.0308558881076281,-0.0145007501069294
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9",20,"quantile_4",-0.00131044215757772,100,-0.0179011387351435,0.0152802544199881,-0.122713349427161,100,-0.149695966529216,-0.0957307323251062,-0.00372712430644741,100,-0.0154205698262946,0.00796632121339979,-0.0362563082683854,100,-0.0637830259137904,-0.00872959062298044,0.00305684234773256,100,-0.00632834682029046,0.0124420315157556
"primary_controlled",100,200,"n=100, p=200","ar1_rho_0.9",20,"quantile_8",0.019926410609621,100,0.00368207474127408,0.036170746477968,-0.256449276683356,100,-0.288401756326763,-0.22449679703995,0.00494145618762224,100,-0.008442376110505,0.0183252884857495,-0.235436125959286,100,-0.268485352844582,-0.20238689907399,0.0258576338904627,100,0.0141853967220209,0.0375298710589045
"primary_controlled",100,200,"n=100, p=200","block",20,"equal_width_4",0.0348378035275369,100,0.0204941106781169,0.0491814963769569,-0.32201618041808,100,-0.358631259920614,-0.285401100915546,0.0215232471271604,100,0.0102699030390403,0.0327765912152805,-0.233950722598725,100,-0.267378844291585,-0.200522600905865,0.0430187790430143,100,0.0318108694653671,0.0542266886206615
"primary_controlled",100,200,"n=100, p=200","block",20,"quantile_2",0.0134317721416417,100,0.00158335775551556,0.0252801865277678,-0.123442035591707,100,-0.146425920619393,-0.100458150564021,-0.00113658316755223,100,-0.00914557902401256,0.0068724126889081,0.0217658299662905,100,-0.000924157552718474,0.0444558174852994,-0.0389515042247897,100,-0.0484625559610119,-0.0294404524885674
"primary_controlled",100,200,"n=100, p=200","block",20,"quantile_4",0.00880316780969078,100,-0.00682404817422286,0.0244303837936044,-0.148605144232303,100,-0.175444819305013,-0.121765469159593,-0.0018229625712439,100,-0.0135091063624354,0.00986318121994761,-0.0731384743731551,100,-0.0999327746668341,-0.0463441740794761,0.00194147140375298,100,-0.00988446502105153,0.0137674078285575
"primary_controlled",100,200,"n=100, p=200","block",20,"quantile_8",0.0366767144747859,100,0.0198521897543692,0.0535012391952027,-0.257226813199564,100,-0.291236986528654,-0.223216639870474,0.0102286771927174,100,-0.00271214923550023,0.023169503620935,-0.225765885626039,100,-0.258121037979648,-0.193410733272429,0.037262859826024,100,0.024730986417018,0.04979473323503
"primary_controlled",100,200,"n=100, p=200","independent",20,"equal_width_4",0.0389636970138955,100,0.0227674875137558,0.0551599065140353,-0.187874562308639,100,-0.209196490274706,-0.166552634342572,0.0181998270840153,100,0.00589753959507701,0.0305021145729537,-0.244737066922646,100,-0.275377512841587,-0.214096621003706,0.0315145358820737,100,0.0219779726722375,0.0410510990919099
"primary_controlled",100,200,"n=100, p=200","independent",20,"quantile_2",-0.049272411744051,100,-0.0597441284228215,-0.0388006950652805,-0.00889170794316114,100,-0.0235163176848673,0.00573290179854497,-0.0265841538448625,100,-0.0349039162934511,-0.0182643913962738,0.028260227977814,100,0.00408720843765744,0.0524332475179706,-0.0782026161817816,100,-0.0872190227454517,-0.0691862096181114
"primary_controlled",100,200,"n=100, p=200","independent",20,"quantile_4",0.0176635285682365,100,0.00324348267734527,0.0320835744591276,-0.0668692087919139,100,-0.0862020508626056,-0.0475363667212221,0.00109158671400871,100,-0.0094080016338658,0.0115911750618832,-0.0587240006585515,100,-0.0871829972758408,-0.0302650040412621,0.00345660339053193,100,-0.00525086268865528,0.0121640694697191
"primary_controlled",100,200,"n=100, p=200","independent",20,"quantile_8",0.0420545336682603,100,0.0262506538642739,0.0578584134722467,-0.0981430228976937,100,-0.121252284910194,-0.0750337608851932,0.021336917562724,100,0.0100346422530909,0.0326391928723572,-0.106504615235456,100,-0.140799310072152,-0.0722099203987591,0.0298877721670454,100,0.0202931831915567,0.039482361142534
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5",10,"equal_width_4",0.135670995670996,100,0.117934617796925,0.153407373545066,-0.586285627380472,100,-0.628493075717869,-0.544078179043074,0.00486827956989247,100,-0.000574320192754003,0.0103108793325389,-0.399181473873237,100,-0.425699969350457,-0.372662978396017,0.0234277913486707,100,0.0165394290400617,0.0303161536572798
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5",10,"quantile_2",0.0222467532467532,100,0.014135797755586,0.0303577087379205,-0.117072103369897,100,-0.137838126630716,-0.0963060801090789,-0.00205767350928641,100,-0.00536397983621011,0.00124863281763729,-0.0288994322117855,100,-0.0328594119473613,-0.0249394524762096,-0.0810213855715026,100,-0.0856535424208071,-0.076389228722198
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5",10,"quantile_4",0.0488008658008658,100,0.0363706301651361,0.0612311014365954,-0.276600616820918,100,-0.308046725377053,-0.245154508264783,0.00361950146627566,100,-0.00124799599031939,0.0084869989228707,-0.166977343230763,100,-0.179240407445779,-0.154714279015747,-0.0109166634883296,100,-0.0188664145899544,-0.0029669123867048
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.5",10,"quantile_8",0.0421341991341991,100,0.0277655047926711,0.0565028934757272,-0.640329141327105,100,-0.671658319625037,-0.608999963029173,-0.00433993157380254,100,-0.0112356975683005,0.00255583442069543,-0.488781440016056,100,-0.512056602468574,-0.465506277563539,0.0234728366066979,100,0.0135102603825112,0.0334354128308845
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9",10,"equal_width_4",0.193787878787879,100,0.168170521046833,0.219405236528924,-0.651727065601455,100,-0.702666197414884,-0.600787933788026,0.090091275659824,100,0.073715821351507,0.106466729968141,-0.611485448173893,100,-0.663927201940048,-0.559043694407737,0.0714587790428299,100,0.0597711973888445,0.0831463606968154
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9",10,"quantile_2",0.0962380952380952,100,0.0798097146607093,0.112666475815481,-0.259762574747046,100,-0.300494848523644,-0.219030300970447,0.0339086021505376,100,0.0232288385544745,0.0445883657466008,-0.168533529620737,100,-0.193547587765283,-0.143519471476191,-0.00510090446339448,100,-0.0142355383128687,0.00403372938607975
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9",10,"quantile_4",0.0719032561641257,100,0.0509732100753391,0.0928333022529123,-0.421110169034067,100,-0.467137162922147,-0.375083175145987,0.0241799853372434,100,0.00868301833359651,0.0396769523408903,-0.268838687235903,100,-0.301978620735286,-0.235698753736519,0.00587782074497086,100,-0.0051345534754985,0.0168901949654402
"primary_controlled",500,100,"n=500, p=100","ar1_rho_0.9",10,"quantile_8",0.103650291737248,100,0.0833572810166038,0.123943302457893,-0.53629333493821,100,-0.579918871685146,-0.492667798191275,0.0551590909090909,100,0.0413825772602486,0.0689356045579333,-0.481286435564017,100,-0.523864406894387,-0.438708464233647,0.036254203286311,100,0.0245382384229973,0.0479701681496247
"primary_controlled",500,100,"n=500, p=100","block",10,"equal_width_4",0.238264069264069,100,0.215893846100322,0.260634292427816,-0.762334618330304,100,-0.812623282030932,-0.712045954629676,0.105655913978495,100,0.0912573108115051,0.120054517145484,-0.70958540121048,100,-0.761528315102075,-0.657642487318886,0.0851458853879302,100,0.0740929134680804,0.09619885730778
"primary_controlled",500,100,"n=500, p=100","block",10,"quantile_2",0.0803896103896104,100,0.0644125066730418,0.0963667141061791,-0.245906521301227,100,-0.274050904816468,-0.217762137785986,0.0285376344086021,100,0.0193509073488067,0.0377243614683976,-0.123761065250078,100,-0.147324020446184,-0.100198110053972,-0.0362287541827673,100,-0.0445435425265934,-0.0279139658389413
"primary_controlled",500,100,"n=500, p=100","block",10,"quantile_4",0.0962943722943723,100,0.0746183622413475,0.117970382347397,-0.48236724566073,100,-0.519954397868375,-0.444780093453084,0.0177163978494624,100,0.00370313053628946,0.0317296651626353,-0.331203144333609,100,-0.367436745337928,-0.29496954332929,0.0119756945421537,100,0.00261852795423623,0.0213328611300711
"primary_controlled",500,100,"n=500, p=100","block",10,"quantile_8",0.100639751552795,100,0.0782154597542621,0.123064043351328,-0.597135994441025,100,-0.636098192733778,-0.558173796148272,0.0505811339198436,100,0.0380732599972329,0.0630890078424543,-0.545873028715589,100,-0.583271505035981,-0.508474552395197,0.0471718713156588,100,0.0352462573144067,0.0590974853169109
"primary_controlled",500,100,"n=500, p=100","independent",10,"equal_width_4",0.047060606060606,100,0.0358657736411459,0.0582554384800662,-0.368421654746637,100,-0.397936629860637,-0.338906679632638,-0.0016505376344086,100,-0.00555815785716757,0.00225708258835037,-0.268361758267809,100,-0.281363024446739,-0.255360492088879,-0.00366293603042414,100,-0.0104220100588228,0.0030961379979745
"primary_controlled",500,100,"n=500, p=100","independent",10,"quantile_2",0.002,100,-0.000757823765071278,0.00475782376507128,-0.0957795873991582,100,-0.107192503608298,-0.0843666711900187,-0.000378787878787878,100,-0.00394134982092904,0.00318377406335328,-0.0190166251723456,100,-0.0214145550480111,-0.0166186952966801,-0.102147876113349,100,-0.10731430884501,-0.0969814433816877
"primary_controlled",500,100,"n=500, p=100","independent",10,"quantile_4",0.00795238095238095,100,0.00180835002396086,0.014096411880801,-0.19692780912186,100,-0.217878936505644,-0.175976681738076,-0.00235092864125122,100,-0.00669825825449895,0.00199640097199651,-0.138225041157571,100,-0.147698763907267,-0.128751318407876,-0.0164930071349866,100,-0.0235780967638993,-0.00940791750607389
"primary_controlled",500,100,"n=500, p=100","independent",10,"quantile_8",0.0126709956709957,100,-0.00144878280856288,0.0267907741505542,-0.639730681239436,100,-0.665602688716899,-0.613858673761973,-0.00954533235581622,100,-0.0154870563344788,-0.00360360837715367,-0.44226450685176,100,-0.460342347324053,-0.424186666379466,0.0125573666951891,100,0.00382691309831374,0.0212878202920644
"sensitivity_dense_wide",100,20,"n=100, p=20","ar1_rho_0.5",5,"equal_width_4",0.0712727272727273,100,0.044362237288499,0.0981832172569556,-0.447801928123502,100,-0.483134916136915,-0.412468940110089,0.000666666666666664,100,-0.0110694782367573,0.0124028115700906,-0.308919711419389,100,-0.336813566821757,-0.28102585601702,0.0383103603755371,100,0.0196810258258379,0.0569396949252362
"sensitivity_dense_wide",100,20,"n=100, p=20","ar1_rho_0.5",5,"quantile_2",0.0325454545454545,100,0.0161458815747284,0.0489450275161807,-0.103148280396015,100,-0.122913684337613,-0.0833828764544184,-0.00225,100,-0.00683378015575287,0.00233378015575287,-0.0342860754649948,100,-0.045610559670502,-0.0229615912594875,-0.0319691414216097,100,-0.043498128753836,-0.0204401540893835
"sensitivity_dense_wide",100,20,"n=100, p=20","ar1_rho_0.5",5,"quantile_4",-0.00800000000000001,100,-0.0314002528085731,0.0154002528085731,-0.277258988391956,100,-0.307405291791548,-0.247112684992364,-0.00587745098039215,100,-0.0180148985116049,0.00625999655082057,-0.124582734359123,100,-0.145163595822398,-0.104001872895849,-0.0342023322269176,100,-0.0526879889459026,-0.0157166755079327
"sensitivity_dense_wide",100,20,"n=100, p=20","ar1_rho_0.5",5,"quantile_8",0.0573333333333333,100,0.029929860413795,0.0847368062528716,-0.333990441367338,100,-0.362342361428954,-0.305638521305722,0.0109901960784314,100,-0.00516322921064888,0.0271436213675116,-0.291235070791568,100,-0.320064223890499,-0.262405917692637,0.0301765161196069,100,0.00702292285781494,0.0533301093813989
"sensitivity_dense_wide",100,20,"n=100, p=20","ar1_rho_0.9",5,"equal_width_4",0.0780909090909091,100,0.0422847816772391,0.113897036504579,-0.416539233072286,100,-0.467953309049368,-0.365125157095203,0.0204558823529412,100,0.000152083955488894,0.0407596807503935,-0.247316634159785,100,-0.284704096186798,-0.209929172132772,0.101941667826049,100,0.0765831064053173,0.127300229246781
"sensitivity_dense_wide",100,20,"n=100, p=20","ar1_rho_0.9",5,"quantile_2",0.0140606060606061,100,-0.0131845322494243,0.0413057443706364,-0.183330446060468,100,-0.218726466408738,-0.147934425712198,-0.0179117647058823,100,-0.034117646056954,-0.00170588335481072,-0.0218034173449821,100,-0.0324933191690412,-0.0111135155209229,-0.0182315460683429,100,-0.0407033967962455,0.00424030465955968
"sensitivity_dense_wide",100,20,"n=100, p=20","ar1_rho_0.9",5,"quantile_4",0.0301818181818182,100,0.00323065018581826,0.0571329861778181,-0.270912455144173,100,-0.312882694797629,-0.228942215490718,-0.01575,100,-0.0362910415016089,0.0047910415016089,-0.11914941988112,100,-0.143320477035348,-0.0949783627268925,0.0168687029708233,100,-0.00477241407737011,0.0385098200190167
"sensitivity_dense_wide",100,20,"n=100, p=20","ar1_rho_0.9",5,"quantile_8",0.0331818181818182,100,-0.000802137756346404,0.0671657741199828,-0.348363643784743,100,-0.395080311464315,-0.301646976105171,0.00920588235294118,100,-0.0104226909520714,0.0288344556579537,-0.229100541979116,100,-0.260106086460216,-0.198094997498015,0.0562837689576693,100,0.0317303531674209,0.0808371847479177
"sensitivity_dense_wide",100,20,"n=100, p=20","block",5,"equal_width_4",0.119454545454545,100,0.0898105159480368,0.149098574961054,-0.490814913076968,100,-0.553736935736993,-0.427892890416944,0.0392058823529412,100,0.0187631154543254,0.0596486492515569,-0.301743024660625,100,-0.355309628099412,-0.248176421221839,0.138091642037962,100,0.114307647308904,0.16187563676702
