"stage","matched_rows","expected_current_rows","archived_partial_path_rows","current_retried_rows","all_checks_passed","max_abs_f1_difference","max_abs_rmse_difference","max_abs_parent_count_difference_s","max_abs_parent_count_difference_2s","max_relative_noise_sd_difference","max_component_dimension_difference","max_raw_density_difference","max_lambda_max_relative_difference","max_requested_points_difference","max_requested_ratio_difference"
"complete_run",16000,16000,1,1,TRUE,4.9960036108132e-16,5.32907051820075e-15,0,0,4.67598500377076e-15,0,0,4.88498130835069e-15,0,0
