"path_specification","n","p","dimension","correlation","active_s","scheme","method","group_weight_specification","df_definition","delta_f1_s_mean","delta_f1_s_sd","delta_f1_s_n","delta_f1_s_ci_low","delta_f1_s_ci_high","delta_rmse_s_mean","delta_rmse_s_sd","delta_rmse_s_n","delta_rmse_s_ci_low","delta_rmse_s_ci_high","delta_f1_2s_mean","delta_f1_2s_sd","delta_f1_2s_n","delta_f1_2s_ci_low","delta_f1_2s_ci_high","delta_rmse_2s_mean","delta_rmse_2s_sd","delta_rmse_2s_n","delta_rmse_2s_ci_low","delta_rmse_2s_ci_high","entry_order_tau_original_vs_sparse_mean","entry_order_tau_original_vs_sparse_sd","entry_order_tau_original_vs_sparse_n","entry_order_tau_original_vs_sparse_ci_low","entry_order_tau_original_vs_sparse_ci_high","active_set_jaccard_s_original_vs_sparse_mean","active_set_jaccard_s_original_vs_sparse_sd","active_set_jaccard_s_original_vs_sparse_n","active_set_jaccard_s_original_vs_sparse_ci_low","active_set_jaccard_s_original_vs_sparse_ci_high","active_set_jaccard_2s_original_vs_sparse_mean","active_set_jaccard_2s_original_vs_sparse_sd","active_set_jaccard_2s_original_vs_sparse_n","active_set_jaccard_2s_original_vs_sparse_ci_low","active_set_jaccard_2s_original_vs_sparse_ci_high","original_parent_count_s_mean","original_parent_count_s_sd","original_parent_count_s_n","original_parent_count_s_ci_low","original_parent_count_s_ci_high","sparse_parent_count_s_mean","sparse_parent_count_s_sd","sparse_parent_count_s_n","sparse_parent_count_s_ci_low","sparse_parent_count_s_ci_high","original_component_count_s_mean","original_component_count_s_sd","original_component_count_s_n","original_component_count_s_ci_low","original_component_count_s_ci_high","sparse_component_count_s_mean","sparse_component_count_s_sd","sparse_component_count_s_n","sparse_component_count_s_ci_low","sparse_component_count_s_ci_high","sparse_df_diagnostic_s_mean","sparse_df_diagnostic_s_sd","sparse_df_diagnostic_s_n","sparse_df_diagnostic_s_ci_low","sparse_df_diagnostic_s_ci_high","original_target_reached_s_mean","original_target_reached_s_sd","original_target_reached_s_n","original_target_reached_s_ci_low","original_target_reached_s_ci_high","sparse_target_reached_s_mean","sparse_target_reached_s_sd","sparse_target_reached_s_n","sparse_target_reached_s_ci_low","sparse_target_reached_s_ci_high","original_target_exact_s_mean","original_target_exact_s_sd","original_target_exact_s_n","original_target_exact_s_ci_low","original_target_exact_s_ci_high","sparse_target_exact_s_mean","sparse_target_exact_s_sd","sparse_target_exact_s_n","sparse_target_exact_s_ci_low","sparse_target_exact_s_ci_high"
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5",5,"quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.187818181818182,0.15425738831004,100,-0.21805262992695,-0.157583733709414,0.159514235836817,0.187740721874919,100,0.122717054349333,0.196311417324301,-0.0582941176470588,0.0729096039809678,100,-0.0725844000273285,-0.0440038352667891,0.443711616629021,0.146442337293466,100,0.415008918519501,0.47241431473854,0.442106698529663,0.130747352131031,100,0.416480217511981,0.467733179547345,0.639166666666667,0.189643479528679,100,0.601996544679046,0.676336788654288,0.542057525807526,0.137604262341648,100,0.515087090388563,0.569027961226489,5.03,0.171446607997765,100,4.99639646483244,5.06360353516756,5.06,0.238683256575942,100,5.01321808171112,5.10678191828888,5.03,0.171446607997765,100,4.99639646483244,5.06360353516756,40.48,1.90946605260754,100,40.1057446536889,40.8542553463111,13.3997600961627,3.23496725673493,100,12.7657065138427,14.0338136784828,1,0,100,1,1,1,0,100,1,1,0.97,0.171446607997765,100,0.936396464832438,1.00360353516756,0.94,0.238683256575942,100,0.893218081711115,0.986781918288885
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.5",5,"quantile_8","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",-0.142909090909091,0.145294218343207,100,-0.17138675770436,-0.114431424113822,0.255526206906971,0.17698908413178,100,0.220836346417142,0.2902160673968,-0.0383333333333333,0.0614544989673019,100,-0.0503784151309245,-0.0262882515357422,0.459418216720695,0.143480720968073,100,0.431295995410953,0.487540438030438,0.465797054360473,0.125569119425599,100,0.441185506953055,0.49040860176789,0.692678571428571,0.186126946147591,100,0.656197689983644,0.729159452873499,0.559873126873127,0.138396487776574,100,0.532747415268918,0.586998838477335,5.03,0.171446607997765,100,4.99639646483244,5.06360353516756,5.07,0.256432399976243,100,5.01973924960466,5.12026075039534,5.03,0.171446607997765,100,4.99639646483244,5.06360353516756,40.56,2.05145919980994,100,40.1579139968373,40.9620860031628,9.37458862820785,3.05213718002469,100,8.77636974092301,9.97280751549269,1,0,100,1,1,1,0,100,1,1,0.97,0.171446607997765,100,0.936396464832438,1.00360353516756,0.93,0.256432399976243,100,0.879739249604656,0.980260750395344
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9",5,"equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.232212121212121,0.205634633713042,100,-0.272516509419877,-0.191907733004365,0.507726437203135,0.273229795009728,100,0.454173397381229,0.561279477025042,-0.133297619047619,0.117075347921171,100,-0.156244387240169,-0.110350850855069,0.46167963974545,0.19524959377555,100,0.423410719365442,0.499948560125458,0.314546618402431,0.14387319326375,100,0.286347472522736,0.342745764282126,0.396710678210678,0.168936894663087,100,0.363599046856713,0.429822309564643,0.45538887338152,0.114073255893896,100,0.433030515226317,0.477747231536724,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,5.11,0.34509550720186,100,5.04236128058844,5.17763871941156,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,6.48,1.37422154272332,100,6.21065257762623,6.74934742237377,6.48,1.37422154272332,100,6.21065257762623,6.74934742237377,1,0,100,1,1,1,0,100,1,1,0.96,0.196946385566932,100,0.921398508428881,0.998601491571119,0.9,0.301511344577764,100,0.840903776462758,0.959096223537242
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9",5,"equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.156848484848485,0.171703731986347,100,-0.190502416317809,-0.123194553379161,0.0891620908500588,0.147901033259075,100,0.0601734883312801,0.118150693368838,-0.114273109243697,0.1209456136837,100,-0.137978449525703,-0.0905677689616922,0.215541675894564,0.106272312807106,100,0.194712302584371,0.236371049204757,0.415330038770957,0.15755258518371,100,0.38444973207495,0.446210345466964,0.568706349206349,0.202736439212924,100,0.528970007120616,0.608442691292082,0.504162212787213,0.134007711112322,100,0.477896701409198,0.530427724165228,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,5.11,0.31446603773522,100,5.0483646566039,5.1716353433961,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,20.44,1.25786415094088,100,20.1934586264156,20.6865413735844,6.84102518514819,2.4219651061939,100,6.36632002433419,7.3157303459622,1,0,100,1,1,1,0,100,1,1,0.96,0.196946385566932,100,0.921398508428881,0.998601491571119,0.89,0.31446603773522,100,0.828364656603897,0.951635343396103
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9",5,"equal_width_4","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",-0.119515151515152,0.168413265188353,100,-0.152524151492069,-0.0865061515382343,0.157084897349949,0.168616547679125,100,0.12403605400484,0.190133740695057,-0.0909789915966386,0.102215557060799,100,-0.111013240780555,-0.070944742412722,0.224509695185893,0.109663338098999,100,0.20301568091849,0.246003709453297,0.451677926735174,0.145417477039,100,0.42317610123553,0.480179752234818,0.611166666666667,0.206957822904336,100,0.570602933377417,0.651730399955916,0.516236471861472,0.124538244319455,100,0.491826975974859,0.540645967748085,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,5.08,0.307482445914323,100,5.01973344060079,5.14026655939921,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,20.32,1.22992978365729,100,20.0789337624032,20.5610662375968,5.00130610757145,1.71449456218346,100,4.66526517338349,5.33734704175941,1,0,100,1,1,1,0,100,1,1,0.96,0.196946385566932,100,0.921398508428881,0.998601491571119,0.93,0.256432399976243,100,0.879739249604656,0.980260750395344
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9",5,"quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.0815757575757576,0.158927170975811,100,-0.112725483087017,-0.0504260320644987,0.193981934121389,0.171738459192442,100,0.160321196119671,0.227642672123108,-0.037797619047619,0.0861828780078424,100,-0.0546894631371562,-0.0209057749580819,0.0933548874825071,0.0637553896798856,100,0.0808588311052496,0.105850943859765,0.608642628578032,0.128620957668486,100,0.583432920875009,0.633852336281055,0.703293650793651,0.21565814974191,100,0.661024653444236,0.745562648143065,0.64987345987346,0.135081916480331,100,0.623397404243315,0.676349515503605,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,5.05,0.21904291355759,100,5.00706758894271,5.09293241105729,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,6.6,1.11010055054632,100,6.38242029209292,6.81757970790708,6.6,1.11010055054632,100,6.38242029209292,6.81757970790708,1,0,100,1,1,1,0,100,1,1,0.96,0.196946385566932,100,0.921398508428881,0.998601491571119,0.95,0.21904291355759,100,0.907067588942712,0.992932411057288
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9",5,"quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.0666969696969697,0.138373780575962,100,-0.0938182306898582,-0.0395757087040812,0.0112777231335001,0.126439700025472,100,-0.0135044580714924,0.0360599043384927,-0.0517093837535014,0.100589336194618,100,-0.0714248936476466,-0.0319938738593562,0.0708406504979921,0.0540310325633867,100,0.0602505681155683,0.0814307328804159,0.590568626841422,0.146178899164525,100,0.561917562605175,0.619219691077669,0.752380952380952,0.215863201118027,100,0.710071764961819,0.794690139800086,0.620864635364635,0.150369776468721,100,0.591392159176766,0.650337111552505,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,5.07,0.325824517434794,100,5.00613839458278,5.13386160541722,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,10.14,0.651649034869587,100,10.0122767891656,10.2677232108344,3.9038825583259,1.53983774297744,100,3.60207436070232,4.20569075594948,1,0,100,1,1,1,0,100,1,1,0.96,0.196946385566932,100,0.921398508428881,0.998601491571119,0.95,0.21904291355759,100,0.907067588942712,0.992932411057288
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9",5,"quantile_2","parent_group_lasso_grpreg","sqrt_group_size","grpreg_approximate_df_excluding_intercept",-0.0416666666666667,0.127038844528094,100,-0.0665662801941732,-0.0167670531391602,0.052875145847419,0.127481998962584,100,0.0278886740507526,0.0778616176440854,-0.0377142857142857,0.0877787497760806,100,-0.0549189206703975,-0.0205096507581739,0.0698790700547932,0.0531175346523937,100,0.059468033262924,0.0802901068466624,0.637893611739763,0.123302069938738,100,0.613726406031771,0.662060817447756,0.787261904761905,0.209909723473022,100,0.746119598961192,0.828404210562617,0.649198301698302,0.137386338303541,100,0.622270579390808,0.676126024005796,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,5.07,0.293188669562103,100,5.01253502076583,5.12746497923417,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,10.14,0.586377339124206,100,10.0250700415317,10.2549299584683,3.3289546808542,1.29726913326351,100,3.07468993073455,3.58321943097384,1,0,100,1,1,1,0,100,1,1,0.96,0.196946385566932,100,0.921398508428881,0.998601491571119,0.94,0.238683256575942,100,0.893218081711115,0.986781918288885
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9",5,"quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.16830303030303,0.173717843308263,100,-0.20235172759145,-0.134254333014611,0.361341810424576,0.22379177841802,100,0.317478621854644,0.405204998994508,-0.097297619047619,0.117257690438306,100,-0.120280126373527,-0.0743151117217111,0.326974089940663,0.150635538219844,100,0.297449524449573,0.356498655431752,0.390256309950146,0.138305370314565,100,0.363148457368491,0.4173641625318,0.521369047619048,0.19767577093354,100,0.482624596516074,0.560113498722021,0.491854936729937,0.121055889419967,100,0.468127982403623,0.51558189105625,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,5.11,0.31446603773522,100,5.0483646566039,5.1716353433961,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,6.46,1.15836875899611,100,6.23295972323676,6.68704027676324,6.46,1.15836875899611,100,6.23295972323676,6.68704027676324,1,0,100,1,1,1,0,100,1,1,0.96,0.196946385566932,100,0.921398508428881,0.998601491571119,0.89,0.31446603773522,100,0.828364656603897,0.951635343396103
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9",5,"quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.134666666666667,0.166931820135259,100,-0.167385303413178,-0.101948029920156,0.0903924361353319,0.147968218062755,100,0.0613906653950318,0.119394206875632,-0.111130952380952,0.108632340190256,100,-0.132422891058243,-0.0898390137036622,0.206734312613004,0.0983323045584442,100,0.187461180919549,0.226007444306459,0.403274282368513,0.153411342439834,100,0.373205659250306,0.433342905486721,0.586384920634921,0.231887458843117,100,0.54093497870167,0.631834862568172,0.480719946719947,0.127934814275291,100,0.45564472312199,0.505795170317904,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,5.07,0.256432399976243,100,5.01973924960466,5.12026075039534,5.05,0.261116483933547,100,4.99882116914902,5.10117883085097,20.28,1.02572959990497,100,20.0789569984186,20.4810430015814,6.59107854739154,2.36742178286577,100,6.12706387794985,7.05509321683323,1,0,100,1,1,1,0,100,1,1,0.96,0.196946385566932,100,0.921398508428881,0.998601491571119,0.93,0.256432399976243,100,0.879739249604656,0.980260750395344
