"path_specification","scenario_id","replication","seed","n","p","correlation","representation","scheme","abs_f1_difference","abs_rmse_difference","abs_parent_count_difference_s","abs_parent_count_difference_2s","relative_noise_sd_difference","component_dimension_difference","raw_density_difference","lambda_max_relative_difference","requested_points_difference","requested_ratio_difference","archived_returned_points","current_returned_points","archived_jerr"
"primary_controlled",2,63,20460774,100,20,"ar1_rho_0.5","original","original",1.11022302462516e-16,2.22044604925031e-16,0,0,3.32736825466393e-15,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,63,20460774,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,3.5527136788005e-15,0,0,3.32736825466393e-15,0,0,1.11022302462516e-15,0,0,200,200,0
"primary_controlled",2,63,20460774,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,4.44089209850063e-15,0,0,3.32736825466393e-15,0,0,1.11022302462516e-15,0,0,200,200,0
"primary_controlled",2,63,20460774,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,4.44089209850063e-16,0,0,3.32736825466393e-15,0,0,1.88737914186277e-15,0,0,200,200,0
"primary_controlled",2,63,20460774,100,20,"ar1_rho_0.5","sparsified","equal_width_4",0,3.5527136788005e-15,0,0,3.32736825466393e-15,0,0,2.22044604925031e-15,0,0,200,200,0
"primary_controlled",2,64,20460775,100,20,"ar1_rho_0.5","original","original",1.11022302462516e-16,4.44089209850063e-15,0,0,7.53917048560343e-16,0,0,3.33066907387547e-15,0,0,200,200,0
"primary_controlled",2,64,20460775,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,3.77475828372553e-15,0,0,7.53917048560343e-16,0,0,2.44249065417534e-15,0,0,200,200,0
"primary_controlled",2,64,20460775,100,20,"ar1_rho_0.5","sparsified","quantile_4",0,3.10862446895044e-15,0,0,7.53917048560343e-16,0,0,3.5527136788005e-15,0,0,200,200,0
"primary_controlled",2,64,20460775,100,20,"ar1_rho_0.5","sparsified","quantile_8",5.55111512312578e-17,1.77635683940025e-15,0,0,7.53917048560343e-16,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,64,20460775,100,20,"ar1_rho_0.5","sparsified","equal_width_4",0,4.44089209850063e-16,0,0,7.53917048560343e-16,0,0,1.11022302462516e-16,0,0,200,200,0
"primary_controlled",2,65,20460776,100,20,"ar1_rho_0.5","original","original",0,3.99680288865056e-15,0,0,8.21502402735734e-16,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,65,20460776,100,20,"ar1_rho_0.5","sparsified","quantile_2",0,2.66453525910038e-15,0,0,8.21502402735734e-16,0,0,2.88657986402541e-15,0,0,200,200,0
"primary_controlled",2,65,20460776,100,20,"ar1_rho_0.5","sparsified","quantile_4",0,8.88178419700125e-16,0,0,8.21502402735734e-16,0,0,2.33146835171283e-15,0,0,200,200,0
"primary_controlled",2,65,20460776,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,3.5527136788005e-15,0,0,8.21502402735734e-16,0,0,5.55111512312578e-16,0,0,200,200,0
"primary_controlled",2,65,20460776,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,4.44089209850063e-16,0,0,8.21502402735734e-16,0,0,2.22044604925031e-15,0,0,200,200,0
"primary_controlled",2,66,20460777,100,20,"ar1_rho_0.5","original","original",0,6.66133814775094e-16,0,0,3.57827574249179e-15,0,0,3.10862446895044e-15,0,0,200,200,0
"primary_controlled",2,66,20460777,100,20,"ar1_rho_0.5","sparsified","quantile_2",0,3.5527136788005e-15,0,0,3.57827574249179e-15,0,0,2.44249065417534e-15,0,0,200,200,0
"primary_controlled",2,66,20460777,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,4.44089209850063e-16,0,0,3.57827574249179e-15,0,0,3.33066907387547e-15,0,0,200,200,0
"primary_controlled",2,66,20460777,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,3.10862446895044e-15,0,0,3.57827574249179e-15,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,66,20460777,100,20,"ar1_rho_0.5","sparsified","equal_width_4",2.22044604925031e-16,1.33226762955019e-15,0,0,3.57827574249179e-15,0,0,3.33066907387547e-16,0,0,200,200,0
"primary_controlled",2,67,20460778,100,20,"ar1_rho_0.5","original","original",0,4.88498130835069e-15,0,0,1.7584396110141e-15,0,0,1.77635683940025e-15,0,0,200,200,0
"primary_controlled",2,67,20460778,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,4.44089209850063e-16,0,0,1.7584396110141e-15,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,67,20460778,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,4.44089209850063e-16,0,0,1.7584396110141e-15,0,0,1.55431223447522e-15,0,0,200,200,0
"primary_controlled",2,67,20460778,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,0,0,0,1.7584396110141e-15,0,0,3.10862446895044e-15,0,0,200,200,0
"primary_controlled",2,67,20460778,100,20,"ar1_rho_0.5","sparsified","equal_width_4",2.22044604925031e-16,4.88498130835069e-15,0,0,1.7584396110141e-15,0,0,2.77555756156289e-15,0,0,200,200,0
"primary_controlled",2,68,20460779,100,20,"ar1_rho_0.5","original","original",0,2.22044604925031e-15,0,0,4.35676115053469e-16,0,0,1.55431223447522e-15,0,0,200,200,0
"primary_controlled",2,68,20460779,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,3.10862446895044e-15,0,0,4.35676115053469e-16,0,0,1.55431223447522e-15,0,0,200,200,0
"primary_controlled",2,68,20460779,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,3.99680288865056e-15,0,0,4.35676115053469e-16,0,0,1.66533453693773e-15,0,0,200,200,0
"primary_controlled",2,68,20460779,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,4.88498130835069e-15,0,0,4.35676115053469e-16,0,0,2.66453525910038e-15,0,0,200,200,0
"primary_controlled",2,68,20460779,100,20,"ar1_rho_0.5","sparsified","equal_width_4",2.22044604925031e-16,4.44089209850063e-16,0,0,4.35676115053469e-16,0,0,2.55351295663786e-15,0,0,200,200,0
"primary_controlled",2,69,20460780,100,20,"ar1_rho_0.5","original","original",0,3.99680288865056e-15,0,0,3.84528167124559e-16,0,0,0,0,0,200,200,0
"primary_controlled",2,69,20460780,100,20,"ar1_rho_0.5","sparsified","quantile_2",0,4.44089209850063e-16,0,0,3.84528167124559e-16,0,0,2.88657986402541e-15,0,0,200,200,0
"primary_controlled",2,69,20460780,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,1.77635683940025e-15,0,0,3.84528167124559e-16,0,0,2.99760216648792e-15,0,0,200,200,0
"primary_controlled",2,69,20460780,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,1.77635683940025e-15,0,0,3.84528167124559e-16,0,0,2.44249065417534e-15,0,0,200,200,0
"primary_controlled",2,69,20460780,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,2.66453525910038e-15,0,0,3.84528167124559e-16,0,0,8.88178419700125e-16,0,0,200,200,0
"primary_controlled",2,70,20460781,100,20,"ar1_rho_0.5","original","original",0,1.33226762955019e-15,0,0,1.38533616947275e-15,0,0,3.10862446895044e-15,0,0,200,200,0
"primary_controlled",2,70,20460781,100,20,"ar1_rho_0.5","sparsified","quantile_2",0,8.88178419700125e-16,0,0,1.38533616947275e-15,0,0,3.33066907387547e-15,0,0,200,200,0
"primary_controlled",2,70,20460781,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,1.77635683940025e-15,0,0,1.38533616947275e-15,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,70,20460781,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,3.10862446895044e-15,0,0,1.38533616947275e-15,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,70,20460781,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,4.88498130835069e-15,0,0,1.38533616947275e-15,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,71,20460782,100,20,"ar1_rho_0.5","original","original",0,4.66293670342566e-15,0,0,3.36494346166272e-16,0,0,2.22044604925031e-15,0,0,200,200,0
"primary_controlled",2,71,20460782,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,3.5527136788005e-15,0,0,3.36494346166272e-16,0,0,2.77555756156289e-15,0,0,200,200,0
"primary_controlled",2,71,20460782,100,20,"ar1_rho_0.5","sparsified","quantile_4",0,4.88498130835069e-15,0,0,3.36494346166272e-16,0,0,1.55431223447522e-15,0,0,200,200,0
"primary_controlled",2,71,20460782,100,20,"ar1_rho_0.5","sparsified","quantile_8",0,3.99680288865056e-15,0,0,3.36494346166272e-16,0,0,5.55111512312578e-16,0,0,200,200,0
"primary_controlled",2,71,20460782,100,20,"ar1_rho_0.5","sparsified","equal_width_4",0,4.21884749357559e-15,0,0,3.36494346166272e-16,0,0,2.88657986402541e-15,0,0,200,200,0
"primary_controlled",2,72,20460783,100,20,"ar1_rho_0.5","original","original",1.11022302462516e-16,1.33226762955019e-15,0,0,2.50047688002067e-16,0,0,8.88178419700125e-16,0,0,200,200,0
"primary_controlled",2,72,20460783,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,2.66453525910038e-15,0,0,2.50047688002067e-16,0,0,5.55111512312578e-16,0,0,200,200,0
"primary_controlled",2,72,20460783,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,4.88498130835069e-15,0,0,2.50047688002067e-16,0,0,3.33066907387547e-16,0,0,200,200,0
"primary_controlled",2,72,20460783,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,1.33226762955019e-15,0,0,2.50047688002067e-16,0,0,1.33226762955019e-15,0,0,200,200,0
"primary_controlled",2,72,20460783,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,1.33226762955019e-15,0,0,2.50047688002067e-16,0,0,7.7715611723761e-16,0,0,200,200,0
"primary_controlled",2,73,20460784,100,20,"ar1_rho_0.5","original","original",0,1.99840144432528e-15,0,0,4.30579856125428e-16,0,0,1.33226762955019e-15,0,0,200,200,0
"primary_controlled",2,73,20460784,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,3.5527136788005e-15,0,0,4.30579856125428e-16,0,0,3.33066907387547e-15,0,0,200,200,0
"primary_controlled",2,73,20460784,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,3.10862446895044e-15,0,0,4.30579856125428e-16,0,0,2.77555756156289e-15,0,0,200,200,0
"primary_controlled",2,73,20460784,100,20,"ar1_rho_0.5","sparsified","quantile_8",0,8.88178419700125e-16,0,0,4.30579856125428e-16,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,73,20460784,100,20,"ar1_rho_0.5","sparsified","equal_width_4",2.22044604925031e-16,1.33226762955019e-15,0,0,4.30579856125428e-16,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,74,20460785,100,20,"ar1_rho_0.5","original","original",0,1.77635683940025e-15,0,0,1.96393499341227e-15,0,0,2.66453525910038e-15,0,0,200,200,0
"primary_controlled",2,74,20460785,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,4.44089209850063e-15,0,0,1.96393499341227e-15,0,0,2.77555756156289e-15,0,0,200,200,0
"primary_controlled",2,74,20460785,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,3.5527136788005e-15,0,0,1.96393499341227e-15,0,0,3.10862446895044e-15,0,0,200,200,0
"primary_controlled",2,74,20460785,100,20,"ar1_rho_0.5","sparsified","quantile_8",4.44089209850063e-16,1.77635683940025e-15,0,0,1.96393499341227e-15,0,0,2.22044604925031e-15,0,0,200,200,0
"primary_controlled",2,74,20460785,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,4.44089209850063e-15,0,0,1.96393499341227e-15,0,0,4.10782519111308e-15,0,0,200,200,0
"primary_controlled",2,75,20460786,100,20,"ar1_rho_0.5","original","original",0,3.5527136788005e-15,0,0,1.43884672911518e-15,0,0,1.11022302462516e-16,0,0,200,200,0
"primary_controlled",2,75,20460786,100,20,"ar1_rho_0.5","sparsified","quantile_2",0,3.10862446895044e-15,0,0,1.43884672911518e-15,0,0,2.88657986402541e-15,0,0,200,200,0
"primary_controlled",2,75,20460786,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,8.88178419700125e-16,0,0,1.43884672911518e-15,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,75,20460786,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,1.77635683940025e-15,0,0,1.43884672911518e-15,0,0,1.11022302462516e-16,0,0,200,200,0
"primary_controlled",2,75,20460786,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,4.44089209850063e-15,0,0,1.43884672911518e-15,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,76,20460787,100,20,"ar1_rho_0.5","original","original",1.11022302462516e-16,3.33066907387547e-15,0,0,1.68395061384984e-15,0,0,1.33226762955019e-15,0,0,200,200,0
"primary_controlled",2,76,20460787,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,1.33226762955019e-15,0,0,1.68395061384984e-15,0,0,1.11022302462516e-15,0,0,200,200,0
"primary_controlled",2,76,20460787,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,2.22044604925031e-16,0,0,1.68395061384984e-15,0,0,2.1094237467878e-15,0,0,200,200,0
"primary_controlled",2,76,20460787,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,3.5527136788005e-15,0,0,1.68395061384984e-15,0,0,1.33226762955019e-15,0,0,200,200,0
"primary_controlled",2,76,20460787,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,1.77635683940025e-15,0,0,1.68395061384984e-15,0,0,3.33066907387547e-15,0,0,200,200,0
"primary_controlled",2,77,20460788,100,20,"ar1_rho_0.5","original","original",1.11022302462516e-16,8.88178419700125e-16,0,0,2.07048022401664e-15,0,0,1.77635683940025e-15,0,0,200,200,0
"primary_controlled",2,77,20460788,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,8.88178419700125e-16,0,0,2.07048022401664e-15,0,0,1.77635683940025e-15,0,0,200,200,0
"primary_controlled",2,77,20460788,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,2.66453525910038e-15,0,0,2.07048022401664e-15,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,77,20460788,100,20,"ar1_rho_0.5","sparsified","quantile_8",0,1.33226762955019e-15,0,0,2.07048022401664e-15,0,0,2.66453525910038e-15,0,0,200,200,0
"primary_controlled",2,77,20460788,100,20,"ar1_rho_0.5","sparsified","equal_width_4",5.55111512312578e-17,3.99680288865056e-15,0,0,2.07048022401664e-15,0,0,1.99840144432528e-15,0,0,200,200,0
"primary_controlled",2,78,20460789,100,20,"ar1_rho_0.5","original","original",1.11022302462516e-16,3.5527136788005e-15,0,0,3.57461945289557e-15,0,0,3.5527136788005e-15,0,0,200,200,0
"primary_controlled",2,78,20460789,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,1.77635683940025e-15,0,0,3.57461945289557e-15,0,0,2.44249065417534e-15,0,0,200,200,0
"primary_controlled",2,78,20460789,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,2.66453525910038e-15,0,0,3.57461945289557e-15,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,78,20460789,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,3.99680288865056e-15,0,0,3.57461945289557e-15,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,78,20460789,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,4.44089209850063e-15,0,0,3.57461945289557e-15,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,79,20460790,100,20,"ar1_rho_0.5","original","original",1.11022302462516e-16,1.77635683940025e-15,0,0,3.02440611306505e-16,0,0,1.77635683940025e-15,0,0,200,200,0
"primary_controlled",2,79,20460790,100,20,"ar1_rho_0.5","sparsified","quantile_2",0,3.5527136788005e-15,0,0,3.02440611306505e-16,0,0,1.77635683940025e-15,0,0,200,200,0
"primary_controlled",2,79,20460790,100,20,"ar1_rho_0.5","sparsified","quantile_4",0,1.33226762955019e-15,0,0,3.02440611306505e-16,0,0,3.44169137633799e-15,0,0,200,200,0
"primary_controlled",2,79,20460790,100,20,"ar1_rho_0.5","sparsified","quantile_8",5.55111512312578e-17,4.88498130835069e-15,0,0,3.02440611306505e-16,0,0,3.33066907387547e-16,0,0,200,200,0
"primary_controlled",2,79,20460790,100,20,"ar1_rho_0.5","sparsified","equal_width_4",5.55111512312578e-17,4.44089209850063e-16,0,0,3.02440611306505e-16,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,80,20460791,100,20,"ar1_rho_0.5","original","original",0,3.99680288865056e-15,0,0,1.90043628621239e-16,0,0,2.22044604925031e-15,0,0,200,200,0
"primary_controlled",2,80,20460791,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,1.55431223447522e-15,0,0,1.90043628621239e-16,0,0,1.11022302462516e-15,0,0,200,200,0
"primary_controlled",2,80,20460791,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,3.5527136788005e-15,0,0,1.90043628621239e-16,0,0,2.33146835171283e-15,0,0,200,200,0
"primary_controlled",2,80,20460791,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,2.88657986402541e-15,0,0,1.90043628621239e-16,0,0,4.77395900588817e-15,0,0,200,200,0
"primary_controlled",2,80,20460791,100,20,"ar1_rho_0.5","sparsified","equal_width_4",0,4.44089209850063e-15,0,0,1.90043628621239e-16,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,81,20460792,100,20,"ar1_rho_0.5","original","original",0,1.55431223447522e-15,0,0,9.7301347711899e-16,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,81,20460792,100,20,"ar1_rho_0.5","sparsified","quantile_2",0,4.88498130835069e-15,0,0,9.7301347711899e-16,0,0,3.33066907387547e-16,0,0,200,200,0
"primary_controlled",2,81,20460792,100,20,"ar1_rho_0.5","sparsified","quantile_4",0,2.22044604925031e-16,0,0,9.7301347711899e-16,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,81,20460792,100,20,"ar1_rho_0.5","sparsified","quantile_8",5.55111512312578e-17,4.88498130835069e-15,0,0,9.7301347711899e-16,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,81,20460792,100,20,"ar1_rho_0.5","sparsified","equal_width_4",0,3.10862446895044e-15,0,0,9.7301347711899e-16,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,82,20460793,100,20,"ar1_rho_0.5","original","original",1.11022302462516e-16,3.5527136788005e-15,0,0,2.53646610899929e-15,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,82,20460793,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,1.33226762955019e-15,0,0,2.53646610899929e-15,0,0,1.11022302462516e-15,0,0,200,200,0
"primary_controlled",2,82,20460793,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,3.99680288865056e-15,0,0,2.53646610899929e-15,0,0,8.88178419700125e-16,0,0,200,200,0
"primary_controlled",2,82,20460793,100,20,"ar1_rho_0.5","sparsified","quantile_8",0,4.88498130835069e-15,0,0,2.53646610899929e-15,0,0,2.44249065417534e-15,0,0,200,200,0
"primary_controlled",2,82,20460793,100,20,"ar1_rho_0.5","sparsified","equal_width_4",0,3.10862446895044e-15,0,0,2.53646610899929e-15,0,0,1.77635683940025e-15,0,0,200,200,0
"primary_controlled",2,83,20460794,100,20,"ar1_rho_0.5","original","original",0,2.66453525910038e-15,0,0,3.88729187992197e-15,0,0,1.66533453693773e-15,0,0,200,200,0
"primary_controlled",2,83,20460794,100,20,"ar1_rho_0.5","sparsified","quantile_2",0,4.66293670342566e-15,0,0,3.88729187992197e-15,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,83,20460794,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,3.99680288865056e-15,0,0,3.88729187992197e-15,0,0,2.22044604925031e-15,0,0,200,200,0
"primary_controlled",2,83,20460794,100,20,"ar1_rho_0.5","sparsified","quantile_8",0,4.44089209850063e-15,0,0,3.88729187992197e-15,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,83,20460794,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,8.88178419700125e-16,0,0,3.88729187992197e-15,0,0,1.55431223447522e-15,0,0,200,200,0
"primary_controlled",2,84,20460795,100,20,"ar1_rho_0.5","original","original",0,4.66293670342566e-15,0,0,1.27119599705745e-15,0,0,1.33226762955019e-15,0,0,200,200,0
"primary_controlled",2,84,20460795,100,20,"ar1_rho_0.5","sparsified","quantile_2",0,3.99680288865056e-15,0,0,1.27119599705745e-15,0,0,1.11022302462516e-15,0,0,200,200,0
"primary_controlled",2,84,20460795,100,20,"ar1_rho_0.5","sparsified","quantile_4",0,3.10862446895044e-15,0,0,1.27119599705745e-15,0,0,7.7715611723761e-16,0,0,200,200,0
"primary_controlled",2,84,20460795,100,20,"ar1_rho_0.5","sparsified","quantile_8",0,3.5527136788005e-15,0,0,1.27119599705745e-15,0,0,1.77635683940025e-15,0,0,200,200,0
"primary_controlled",2,84,20460795,100,20,"ar1_rho_0.5","sparsified","equal_width_4",0,4.88498130835069e-15,0,0,1.27119599705745e-15,0,0,2.99760216648792e-15,0,0,200,200,0
"primary_controlled",2,85,20460796,100,20,"ar1_rho_0.5","original","original",0,2.88657986402541e-15,0,0,2.74440863799423e-15,0,0,3.21964677141295e-15,0,0,200,200,0
"primary_controlled",2,85,20460796,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,8.88178419700125e-16,0,0,2.74440863799423e-15,0,0,3.5527136788005e-15,0,0,200,200,0
"primary_controlled",2,85,20460796,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,1.33226762955019e-15,0,0,2.74440863799423e-15,0,0,2.88657986402541e-15,0,0,200,200,0
"primary_controlled",2,85,20460796,100,20,"ar1_rho_0.5","sparsified","quantile_8",0,3.10862446895044e-15,0,0,2.74440863799423e-15,0,0,2.22044604925031e-15,0,0,200,200,0
"primary_controlled",2,85,20460796,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,3.99680288865056e-15,0,0,2.74440863799423e-15,0,0,8.88178419700125e-16,0,0,200,200,0
"primary_controlled",2,86,20460797,100,20,"ar1_rho_0.5","original","original",0,0,0,0,6.29364067149275e-16,0,0,2.22044604925031e-15,0,0,200,200,0
"primary_controlled",2,86,20460797,100,20,"ar1_rho_0.5","sparsified","quantile_2",0,1.11022302462516e-15,0,0,6.29364067149275e-16,0,0,3.33066907387547e-15,0,0,200,200,0
"primary_controlled",2,86,20460797,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,2.66453525910038e-15,0,0,6.29364067149275e-16,0,0,0,0,0,200,200,0
"primary_controlled",2,86,20460797,100,20,"ar1_rho_0.5","sparsified","quantile_8",1.11022302462516e-16,3.77475828372553e-15,0,0,6.29364067149275e-16,0,0,4.44089209850063e-16,0,0,200,200,0
"primary_controlled",2,86,20460797,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,3.33066907387547e-15,0,0,6.29364067149275e-16,0,0,2.22044604925031e-16,0,0,200,200,0
"primary_controlled",2,87,20460798,100,20,"ar1_rho_0.5","original","original",1.11022302462516e-16,0,0,0,2.60023132686005e-15,0,0,2.22044604925031e-15,0,0,200,200,0
"primary_controlled",2,87,20460798,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,3.10862446895044e-15,0,0,2.60023132686005e-15,0,0,2.44249065417534e-15,0,0,200,200,0
"primary_controlled",2,87,20460798,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,8.88178419700125e-16,0,0,2.60023132686005e-15,0,0,1.11022302462516e-15,0,0,200,200,0
"primary_controlled",2,87,20460798,100,20,"ar1_rho_0.5","sparsified","quantile_8",0,3.5527136788005e-15,0,0,2.60023132686005e-15,0,0,3.44169137633799e-15,0,0,200,200,0
"primary_controlled",2,87,20460798,100,20,"ar1_rho_0.5","sparsified","equal_width_4",0,3.10862446895044e-15,0,0,2.60023132686005e-15,0,0,2.88657986402541e-15,0,0,200,200,0
"primary_controlled",2,88,20460799,100,20,"ar1_rho_0.5","original","original",1.11022302462516e-16,4.44089209850063e-16,0,0,2.83383395419898e-15,0,0,8.88178419700125e-16,0,0,200,200,0
"primary_controlled",2,88,20460799,100,20,"ar1_rho_0.5","sparsified","quantile_2",1.11022302462516e-16,1.77635683940025e-15,0,0,2.83383395419898e-15,0,0,1.55431223447522e-15,0,0,200,200,0
"primary_controlled",2,88,20460799,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,3.10862446895044e-15,0,0,2.83383395419898e-15,0,0,2.88657986402541e-15,0,0,200,200,0
"primary_controlled",2,88,20460799,100,20,"ar1_rho_0.5","sparsified","quantile_8",0,2.22044604925031e-15,0,0,2.83383395419898e-15,0,0,2.33146835171283e-15,0,0,200,200,0
"primary_controlled",2,88,20460799,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,4.44089209850063e-16,0,0,2.83383395419898e-15,0,0,3.33066907387547e-16,0,0,200,200,0
"primary_controlled",2,89,20460800,100,20,"ar1_rho_0.5","original","original",0,3.10862446895044e-15,0,0,1.1814121386008e-15,0,0,1.55431223447522e-15,0,0,200,200,0
"primary_controlled",2,89,20460800,100,20,"ar1_rho_0.5","sparsified","quantile_2",0,3.10862446895044e-15,0,0,1.1814121386008e-15,0,0,7.7715611723761e-16,0,0,200,200,0
"primary_controlled",2,89,20460800,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,4.44089209850063e-15,0,0,1.1814121386008e-15,0,0,2.44249065417534e-15,0,0,200,200,0
"primary_controlled",2,89,20460800,100,20,"ar1_rho_0.5","sparsified","quantile_8",0,2.66453525910038e-15,0,0,1.1814121386008e-15,0,0,2.66453525910038e-15,0,0,200,200,0
"primary_controlled",2,89,20460800,100,20,"ar1_rho_0.5","sparsified","equal_width_4",1.11022302462516e-16,3.10862446895044e-15,0,0,1.1814121386008e-15,0,0,8.88178419700125e-16,0,0,200,200,0
"primary_controlled",2,90,20460801,100,20,"ar1_rho_0.5","original","original",0,4.44089209850063e-16,0,0,6.65941980159508e-16,0,0,3.33066907387547e-16,0,0,200,200,0
"primary_controlled",2,90,20460801,100,20,"ar1_rho_0.5","sparsified","quantile_2",0,3.33066907387547e-15,0,0,6.65941980159508e-16,0,0,3.21964677141295e-15,0,0,200,200,0
"primary_controlled",2,90,20460801,100,20,"ar1_rho_0.5","sparsified","quantile_4",1.11022302462516e-16,1.77635683940025e-15,0,0,6.65941980159508e-16,0,0,4.44089209850063e-16,0,0,200,200,0
