"dimension","correlation","scheme","method","group_weight_specification","df_definition","delta_f1_s_mean","delta_f1_s_ci_low","delta_f1_s_ci_high","delta_rmse_s_mean","delta_rmse_s_ci_low","delta_rmse_s_ci_high","entry_order_tau_original_vs_sparse_mean","active_set_jaccard_s_original_vs_sparse_mean","sparse_component_count_s_mean","sparse_df_diagnostic_s_mean"
"n=100, p=200","block","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.147020986954056,-0.166166249913203,-0.127875723994908,0.79051806453511,0.745682599416649,0.83535352965357,0.161441085944919,0.229179855292607,163.28,24.3654631268652
"n=100, p=200","independent","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.222575723199092,-0.244834460242395,-0.20031698615579,0.687905875998314,0.647182482770693,0.728629269225935,0.239098330241355,0.282384492379104,22.3,22.3
"n=100, p=200","independent","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.183612026185197,-0.203273038500597,-0.163951013869797,0.500031313689675,0.463241791836382,0.536820835542969,0.270612866123429,0.342875423802553,81.76,13.5255384335822
"n=100, p=200","independent","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.050577181751884,-0.0649645894378899,-0.036189774065878,0.281997139444118,0.254911139057638,0.309083139830599,0.475370954555394,0.603575592723119,23.07,23.07
"n=100, p=200","independent","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.0998495934959349,-0.11551305688005,-0.0841861301118197,0.273105431500957,0.246424011740317,0.299786851261598,0.397168338373612,0.507900638117617,40.76,8.41747292372431
"n=100, p=200","independent","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.208778299975691,-0.229594835522494,-0.187961764428888,0.572270764200123,0.533474462402366,0.611067065997879,0.269425186864564,0.332521039527194,22.37,22.37
"n=100, p=200","independent","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.191114771407454,-0.211014637372244,-0.171214905442665,0.505401555408209,0.46763170411959,0.543171406696828,0.272881790255096,0.338257401947046,81.36,13.6176351911483
"n=100, p=200","independent","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.316268819382546,-0.339071648905356,-0.293465989859736,0.778537267226992,0.732266819122572,0.824807715331412,0.160313631614817,0.195580350076443,21.98,21.98
"n=100, p=200","independent","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.274214285714286,-0.296387791372869,-0.252040780055702,0.680394244329299,0.637111205684818,0.723677282973779,0.190201403781862,0.242025657722641,162.64,22.9981935932631
"n=500, p=100","ar1_rho_0.5","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.165099567099567,-0.182103968380775,-0.148095165818359,0.665234315154355,0.615108488836485,0.715360141472225,0.350974269617264,0.716759074259074,20.64,20.64
"n=500, p=100","ar1_rho_0.5","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.0294285714285714,-0.0398474202720543,-0.0190097225850885,0.0789486877738836,0.0554179644279051,0.102479411119862,0.374402060965934,0.941223776223776,40.12,16.2854331729677
"n=500, p=100","ar1_rho_0.5","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.0252467532467532,-0.0341720431214299,-0.0163214633720766,0.149924241138419,0.122290127236032,0.177558355040807,0.598485370919432,0.943409090909091,17.18,17.18
"n=500, p=100","ar1_rho_0.5","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.003,-0.00734474415768467,0.00134474415768468,0.0328521377685222,0.0214444075353324,0.044259868001712,0.517463985347929,0.985454545454545,20.04,8.35487086948691
"n=500, p=100","ar1_rho_0.5","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.0834805194805194,-0.0969016986979568,-0.0700593402630821,0.346496510499695,0.307850627800477,0.385142393198914,0.381994535867342,0.848921911421911,17.2,17.2
"n=500, p=100","ar1_rho_0.5","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.0346796536796537,-0.0452721256750458,-0.0240871816842616,0.0698958936787773,0.0459745378707002,0.0938172494868545,0.371077872379012,0.931093073593074,40.24,16.5349322774678
"n=500, p=100","ar1_rho_0.5","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.173857142857143,-0.190468264310653,-0.157246021403632,0.702450936765454,0.652221381517337,0.752680492013571,0.273185494632004,0.703032467532468,18.65,18.65
"n=500, p=100","ar1_rho_0.5","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.131722943722944,-0.146427745101864,-0.117018142344023,0.0621217954383491,0.0287230273156675,0.0955205635610308,0.296658331238702,0.764277389277389,81.28,35.6452896158888
"n=500, p=100","ar1_rho_0.9","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.305714285714286,-0.330870279193769,-0.280558292234802,0.730228270632658,0.674557952675122,0.785898588590194,0.266363258781767,0.351060286935287,13.67,13.67
"n=500, p=100","ar1_rho_0.9","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.111926406926407,-0.13249933690861,-0.0913534769442043,0.0785012050312031,0.0498873647543422,0.107115045308064,0.337822037824597,0.651235930735931,40.64,12.10863881535
"n=500, p=100","ar1_rho_0.9","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.111731601731602,-0.12989079340725,-0.0935724100559534,0.281362662432542,0.239939639277028,0.322785685588055,0.540821410556617,0.644221278721279,13.78,13.78
"n=500, p=100","ar1_rho_0.9","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.0154935064935065,-0.0267368292821852,-0.00425018370482784,0.0216000876854958,0.00665554084766954,0.0365446345233221,0.535720506093223,0.863362470862471,20.12,6.42185029505326
"n=500, p=100","ar1_rho_0.9","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.189574251835121,-0.211009203152481,-0.168139300517762,0.5029296838776,0.457569653960757,0.548289713794443,0.311023433429503,0.50152836379307,13.38,13.38
"n=500, p=100","ar1_rho_0.9","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.117670995670996,-0.138608661908556,-0.096733329433435,0.0818195148435329,0.0517938450007288,0.111845184686337,0.316901254174474,0.636487764686294,40.6,11.9107154709858
"n=500, p=100","ar1_rho_0.9","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.293649350649351,-0.316291141182002,-0.271007560116699,0.729790398765918,0.675507334884963,0.784073462646874,0.227473940315544,0.371377962723551,13.44,13.44
"n=500, p=100","ar1_rho_0.9","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.189999058912102,-0.214133035762642,-0.165865082061563,0.193497063827708,0.156663275692468,0.230330851962948,0.263728143601855,0.527334111966465,82.48,21.0664255075804
"n=500, p=100","block","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.348883116883117,-0.370069056653422,-0.327697177112812,0.875338097504958,0.826194159130736,0.924482035879181,0.239868733485567,0.335834913452561,13.54,13.54
"n=500, p=100","block","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.110619047619048,-0.129350583725128,-0.0918875115129677,0.113003479174654,0.0830487383446182,0.14295822000469,0.325014618873497,0.690519480519481,40.8,13.2261010726966
"n=500, p=100","block","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.0940259740259741,-0.110138500482915,-0.0779134475690329,0.297187510921971,0.265915135243989,0.328459886599953,0.550771784419837,0.68475357975358,14.69,14.69
"n=500, p=100","block","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.0136363636363636,-0.0238843919082251,-0.00338833536450221,0.0512809896207437,0.0363760311751151,0.0661859480663723,0.514543030237069,0.891824009324009,20.2,7.09753561691023
"n=500, p=100","block","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.211813852813853,-0.232706458121488,-0.190921247506218,0.595170573647634,0.551957070992057,0.638384076303212,0.29946532391604,0.505388981116922,13.59,13.59
"n=500, p=100","block","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.115519480519481,-0.134825068633785,-0.096213892405176,0.112803327986905,0.0848492288711073,0.140757427102702,0.311441018458194,0.685361305361305,40.6,13.3187779257889
"n=500, p=100","block","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.316648409561453,-0.338467626080643,-0.294829193042263,0.859700926476914,0.812723721774199,0.906678131179628,0.205108650905243,0.36544537815126,13.32,13.32
"n=500, p=100","block","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.216008658008658,-0.236253653622013,-0.195763662395303,0.262564932035889,0.229769820888166,0.295360043183612,0.252280522220901,0.52073402088108,81.36,21.9270170028679
"n=500, p=100","independent","equal_width_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.053060606060606,-0.0648676637773459,-0.0412535483438662,0.425822471909517,0.393210000892553,0.458434942926482,0.389787654874735,0.905180652680653,25.79,25.79
"n=500, p=100","independent","equal_width_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.006,-0.0106781918288885,-0.00132180817111154,0.0574008171628804,0.0476008578741554,0.0672007764516054,0.386124718844311,0.989090909090909,40,15.8599957771416
"n=500, p=100","independent","quantile_2","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.005,-0.00929324110572877,-0.00070675889427123,0.118306306314328,0.10170024082523,0.134912371803426,0.641209009212185,0.990909090909091,17.41,17.41
"n=500, p=100","independent","quantile_2","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.003,-0.0063603535167562,0.0003603535167562,0.0225267189151696,0.0151254196543819,0.0299280181759574,0.539061133098837,0.994545454545455,20,8.10217428516282
"n=500, p=100","independent","quantile_4","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.0149047619047619,-0.0220198137169107,-0.00778971009261308,0.252650638984181,0.228835519416324,0.276465758552039,0.404656252581408,0.972954545454545,17.89,17.89
"n=500, p=100","independent","quantile_4","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.00695238095238095,-0.0117655533010883,-0.00213920860367356,0.0557228298623212,0.0447299409554564,0.066715718769186,0.388163245446422,0.987272727272727,40.08,15.8931813452183
"n=500, p=100","independent","quantile_8","component_lasso_glmnet","not_applicable","active_coefficient_count_proxy_excluding_intercept",-0.0933852813852813,-0.107115787951696,-0.0796547748188669,0.567586343668127,0.534783888582849,0.600388798753405,0.282872400213705,0.836538461538462,21.23,21.23
"n=500, p=100","independent","quantile_8","parent_group_lasso_grpreg","equal_parent","grpreg_approximate_df_excluding_intercept",-0.0807142857142857,-0.0949831407653012,-0.0664454306632702,-0.0721443375713091,-0.100660241315319,-0.0436284338272992,0.295429766908894,0.858735431235431,80.48,39.4490422222739
