"scenario_id","replication","seed","n","p","dimension","correlation","active_s","snr","noise_sd","path_specification","group_weight_specification","lambda_scale_relative_error","max_training_prediction_rms_over_sd_y","f1_difference_group_minus_glmnet_s","rmse_difference_group_minus_glmnet_s","f1_difference_group_minus_glmnet_2s","rmse_difference_group_minus_glmnet_2s","entry_order_tau_glmnet_vs_group","active_set_jaccard_s_glmnet_vs_group","active_set_jaccard_2s_glmnet_vs_group"
9,54,21160765,100,200,"n=100, p=200","independent",20,3,2.64240769970922,"primary_controlled","equal_parent",4.44089209850063e-16,0.00232070089520858,0,-1.44241305655157e-05,0,0.000200707438280823,0.990793168822655,1,1
9,54,21160765,100,200,"n=100, p=200","independent",20,3,2.64240769970922,"primary_controlled","sqrt_group_size",4.44089209850063e-16,0.00232070089520858,0,-1.44241305655157e-05,0,0.000200707438280823,0.990793168822655,1,1
9,55,21160766,100,200,"n=100, p=200","independent",20,3,2.23275640739552,"primary_controlled","equal_parent",1.33226762955019e-15,0.00237298353367708,0,2.62949448393002e-05,0,-0.000104701497139814,0.995082687512784,1,1
9,55,21160766,100,200,"n=100, p=200","independent",20,3,2.23275640739552,"primary_controlled","sqrt_group_size",1.33226762955019e-15,0.00237298353367708,0,2.62949448393002e-05,0,-0.000104701497139814,0.995082687512784,1,1
9,56,21160767,100,200,"n=100, p=200","independent",20,3,2.49554021690272,"primary_controlled","equal_parent",1.66533453693773e-15,0.00154573040748663,0,-2.44411830117031e-05,0,-0.000234710963009199,0.996013703249128,1,1
9,56,21160767,100,200,"n=100, p=200","independent",20,3,2.49554021690272,"primary_controlled","sqrt_group_size",1.66533453693773e-15,0.00154573040748663,0,-2.44411830117031e-05,0,-0.000234710963009199,0.996013703249128,1,1
9,57,21160768,100,200,"n=100, p=200","independent",20,3,2.67276130687121,"primary_controlled","equal_parent",1.77635683940025e-15,0.00255375774365686,0,-3.08328599922802e-05,0,-0.00037176159137875,0.992120027737503,1,1
9,57,21160768,100,200,"n=100, p=200","independent",20,3,2.67276130687121,"primary_controlled","sqrt_group_size",1.77635683940025e-15,0.00255375774365686,0,-3.08328599922802e-05,0,-0.00037176159137875,0.992120027737503,1,1
9,58,21160769,100,200,"n=100, p=200","independent",20,3,2.53599113241524,"primary_controlled","equal_parent",1.99840144432528e-15,0.00279739418166378,0,-0.000165239962974795,-0.00874316939890707,-8.45711235282209e-05,0.991933937870576,1,0.975609756097561
9,58,21160769,100,200,"n=100, p=200","independent",20,3,2.53599113241524,"primary_controlled","sqrt_group_size",1.99840144432528e-15,0.00279739418166378,0,-0.000165239962974795,-0.00874316939890707,-8.45711235282209e-05,0.991933937870576,1,0.975609756097561
9,59,21160770,100,200,"n=100, p=200","independent",20,3,2.93193239666743,"primary_controlled","equal_parent",1.11022302462516e-15,0.00128481946272533,0,-1.17852375209893e-05,0,0.000229573249806769,0.995726414696449,1,1
9,59,21160770,100,200,"n=100, p=200","independent",20,3,2.93193239666743,"primary_controlled","sqrt_group_size",1.11022302462516e-15,0.00128481946272533,0,-1.17852375209893e-05,0,0.000229573249806769,0.995726414696449,1,1
9,60,21160771,100,200,"n=100, p=200","independent",20,3,2.68284469017802,"primary_controlled","equal_parent",1.88737914186277e-15,0.00240587556693817,0,3.99982882441918e-05,0,-0.0002024070283424,0.992275436379312,1,1
9,60,21160771,100,200,"n=100, p=200","independent",20,3,2.68284469017802,"primary_controlled","sqrt_group_size",1.88737914186277e-15,0.00240587556693817,0,3.99982882441918e-05,0,-0.0002024070283424,0.992275436379312,1,1
9,61,21160772,100,200,"n=100, p=200","independent",20,3,2.81897091808121,"primary_controlled","equal_parent",1.22124532708767e-15,0.00182396965541648,0,-8.62588397687603e-06,0,0.000134385906657819,0.987854095268678,1,1
9,61,21160772,100,200,"n=100, p=200","independent",20,3,2.81897091808121,"primary_controlled","sqrt_group_size",1.22124532708767e-15,0.00182396965541648,0,-8.62588397687603e-06,0,0.000134385906657819,0.987854095268678,1,1
9,62,21160773,100,200,"n=100, p=200","independent",20,3,2.3590653531149,"primary_controlled","equal_parent",2.1094237467878e-15,0.00192099741626921,0,1.67671831308169e-05,0,-0.000428853411733154,0.996969134013122,1,1
9,62,21160773,100,200,"n=100, p=200","independent",20,3,2.3590653531149,"primary_controlled","sqrt_group_size",2.1094237467878e-15,0.00192099741626921,0,1.67671831308169e-05,0,-0.000428853411733154,0.996969134013122,1,1
9,63,21160774,100,200,"n=100, p=200","independent",20,3,3.34831194487975,"primary_controlled","equal_parent",1.22124532708767e-15,0.00216442975260963,0,3.52279077793227e-05,0,-6.55784556480299e-05,0.996378620635683,1,1
9,63,21160774,100,200,"n=100, p=200","independent",20,3,3.34831194487975,"primary_controlled","sqrt_group_size",1.22124532708767e-15,0.00216442975260963,0,3.52279077793227e-05,0,-6.55784556480299e-05,0.996378620635683,1,1
9,64,21160775,100,200,"n=100, p=200","independent",20,3,2.27469267356117,"primary_controlled","equal_parent",1.88737914186277e-15,0.00153761229796959,0,1.6644006844313e-05,0,0.00022005622989596,0.996474690228183,1,1
9,64,21160775,100,200,"n=100, p=200","independent",20,3,2.27469267356117,"primary_controlled","sqrt_group_size",1.88737914186277e-15,0.00153761229796959,0,1.6644006844313e-05,0,0.00022005622989596,0.996474690228183,1,1
9,65,21160776,100,200,"n=100, p=200","independent",20,3,2.85330557177056,"primary_controlled","equal_parent",5.55111512312578e-16,0.00185855650724999,0,3.60732446136325e-05,0,-0.000318985101438685,0.98940129156274,1,1
9,65,21160776,100,200,"n=100, p=200","independent",20,3,2.85330557177056,"primary_controlled","sqrt_group_size",5.55111512312578e-16,0.00185855650724999,0,3.60732446136325e-05,0,-0.000318985101438685,0.98940129156274,1,1
9,66,21160777,100,200,"n=100, p=200","independent",20,3,2.50461929649207,"primary_controlled","equal_parent",1.99840144432528e-15,0.00178775945919545,0,1.1974707068596e-05,0,0.000272702536886271,0.988699961886352,1,1
9,66,21160777,100,200,"n=100, p=200","independent",20,3,2.50461929649207,"primary_controlled","sqrt_group_size",1.99840144432528e-15,0.00178775945919545,0,1.1974707068596e-05,0,0.000272702536886271,0.988699961886352,1,1
9,67,21160778,100,200,"n=100, p=200","independent",20,3,2.763169940351,"primary_controlled","equal_parent",2.22044604925031e-15,0.00284523860913398,0,-2.38163690742255e-05,0,-0.000200030714927912,0.990857661690101,1,1
9,67,21160778,100,200,"n=100, p=200","independent",20,3,2.763169940351,"primary_controlled","sqrt_group_size",2.22044604925031e-15,0.00284523860913398,0,-2.38163690742255e-05,0,-0.000200030714927912,0.990857661690101,1,1
9,68,21160779,100,200,"n=100, p=200","independent",20,3,2.50649998906535,"primary_controlled","equal_parent",8.88178419700125e-16,0.0020637508918035,0,2.13374107094211e-05,0,0.000324006374464503,0.982175290249124,1,1
9,68,21160779,100,200,"n=100, p=200","independent",20,3,2.50649998906535,"primary_controlled","sqrt_group_size",8.88178419700125e-16,0.0020637508918035,0,2.13374107094211e-05,0,0.000324006374464503,0.982175290249124,1,1
9,69,21160780,100,200,"n=100, p=200","independent",20,3,2.71482116937397,"primary_controlled","equal_parent",2.22044604925031e-15,0.00219086741845237,0,2.47260632271207e-05,0,6.89242663254319e-05,0.99615524830598,1,1
9,69,21160780,100,200,"n=100, p=200","independent",20,3,2.71482116937397,"primary_controlled","sqrt_group_size",2.22044604925031e-15,0.00219086741845237,0,2.47260632271207e-05,0,6.89242663254319e-05,0.99615524830598,1,1
9,70,21160781,100,200,"n=100, p=200","independent",20,3,2.96117202344196,"primary_controlled","equal_parent",1.77635683940025e-15,0.0025035935930259,0,-2.69031558373101e-05,0,-0.000425089883217211,0.999049196669264,1,1
9,70,21160781,100,200,"n=100, p=200","independent",20,3,2.96117202344196,"primary_controlled","sqrt_group_size",1.77635683940025e-15,0.0025035935930259,0,-2.69031558373101e-05,0,-0.000425089883217211,0.999049196669264,1,1
9,71,21160782,100,200,"n=100, p=200","independent",20,3,2.62021691420171,"primary_controlled","equal_parent",2.1094237467878e-15,0.0016660777082542,0,1.18511454916259e-05,0,0.000175679032902387,0.996111905354671,1,1
9,71,21160782,100,200,"n=100, p=200","independent",20,3,2.62021691420171,"primary_controlled","sqrt_group_size",2.1094237467878e-15,0.0016660777082542,0,1.18511454916259e-05,0,0.000175679032902387,0.996111905354671,1,1
9,72,21160783,100,200,"n=100, p=200","independent",20,3,2.73393414959411,"primary_controlled","equal_parent",1.4432899320127e-15,0.00140819058415424,0,3.73226965244555e-06,0,-0.000137956976950626,0.999221133251119,1,1
9,72,21160783,100,200,"n=100, p=200","independent",20,3,2.73393414959411,"primary_controlled","sqrt_group_size",1.4432899320127e-15,0.00140819058415424,0,3.73226965244555e-06,0,-0.000137956976950626,0.999221133251119,1,1
9,73,21160784,100,200,"n=100, p=200","independent",20,3,2.05871471935545,"primary_controlled","equal_parent",7.7715611723761e-16,0.00206917678941054,0,3.01225704628649e-05,0,-0.000291505405589199,0.989836733052673,1,1
9,73,21160784,100,200,"n=100, p=200","independent",20,3,2.05871471935545,"primary_controlled","sqrt_group_size",7.7715611723761e-16,0.00206917678941054,0,3.01225704628649e-05,0,-0.000291505405589199,0.989836733052673,1,1
9,74,21160785,100,200,"n=100, p=200","independent",20,3,2.63539530208091,"primary_controlled","equal_parent",4.44089209850063e-16,0.00217773956197946,0,3.19606944305662e-05,0,-5.57634258129269e-05,0.994758448657286,1,1
9,74,21160785,100,200,"n=100, p=200","independent",20,3,2.63539530208091,"primary_controlled","sqrt_group_size",4.44089209850063e-16,0.00217773956197946,0,3.19606944305662e-05,0,-5.57634258129269e-05,0.994758448657286,1,1
9,75,21160786,100,200,"n=100, p=200","independent",20,3,3.0257326026283,"primary_controlled","equal_parent",4.44089209850063e-16,0.00199758580389477,0,-4.63685129226121e-06,0,-1.36908707482064e-06,0.992919749878389,1,1
9,75,21160786,100,200,"n=100, p=200","independent",20,3,3.0257326026283,"primary_controlled","sqrt_group_size",4.44089209850063e-16,0.00199758580389477,0,-4.63685129226121e-06,0,-1.36908707482064e-06,0.992919749878389,1,1
9,76,21160787,100,200,"n=100, p=200","independent",20,3,2.35159731200155,"primary_controlled","equal_parent",8.88178419700125e-16,0.0014848784275466,0,6.51768270776287e-06,0,-5.16486733928012e-05,0.986050657776237,1,1
9,76,21160787,100,200,"n=100, p=200","independent",20,3,2.35159731200155,"primary_controlled","sqrt_group_size",8.88178419700125e-16,0.0014848784275466,0,6.51768270776287e-06,0,-5.16486733928012e-05,0.986050657776237,1,1
9,77,21160788,100,200,"n=100, p=200","independent",20,3,3.28618830471904,"primary_controlled","equal_parent",1.88737914186277e-15,0.00158877576227791,0,-7.19330979643829e-05,0,2.51590711508598e-05,0.994765388496468,1,1
9,77,21160788,100,200,"n=100, p=200","independent",20,3,3.28618830471904,"primary_controlled","sqrt_group_size",1.88737914186277e-15,0.00158877576227791,0,-7.19330979643829e-05,0,2.51590711508598e-05,0.994765388496468,1,1
9,78,21160789,100,200,"n=100, p=200","independent",20,3,2.70724637235256,"primary_controlled","equal_parent",1.33226762955019e-15,0.0019075616716254,0,-2.99166540642659e-05,0,-0.000330655071941521,0.984741443784749,1,1
9,78,21160789,100,200,"n=100, p=200","independent",20,3,2.70724637235256,"primary_controlled","sqrt_group_size",1.33226762955019e-15,0.0019075616716254,0,-2.99166540642659e-05,0,-0.000330655071941521,0.984741443784749,1,1
9,79,21160790,100,200,"n=100, p=200","independent",20,3,2.96954517803247,"primary_controlled","equal_parent",2.1094237467878e-15,0.00230121449170916,0,-9.03382359487281e-05,0,-0.000233723267633934,0.978170958966447,1,1
9,79,21160790,100,200,"n=100, p=200","independent",20,3,2.96954517803247,"primary_controlled","sqrt_group_size",2.1094237467878e-15,0.00230121449170916,0,-9.03382359487281e-05,0,-0.000233723267633934,0.978170958966447,1,1
9,80,21160791,100,200,"n=100, p=200","independent",20,3,2.38048003819275,"primary_controlled","equal_parent",1.66533453693773e-15,0.00208263125672793,0,-5.50185456749119e-05,0,-0.000274902504532104,0.996463538417616,1,1
9,80,21160791,100,200,"n=100, p=200","independent",20,3,2.38048003819275,"primary_controlled","sqrt_group_size",1.66533453693773e-15,0.00208263125672793,0,-5.50185456749119e-05,0,-0.000274902504532104,0.996463538417616,1,1
9,81,21160792,100,200,"n=100, p=200","independent",20,3,2.40851576812817,"primary_controlled","equal_parent",9.99200722162641e-16,0.00218840940254134,0,-4.98023831712047e-05,0,-0.000205112459688017,0.993149711922244,1,1
9,81,21160792,100,200,"n=100, p=200","independent",20,3,2.40851576812817,"primary_controlled","sqrt_group_size",9.99200722162641e-16,0.00218840940254134,0,-4.98023831712047e-05,0,-0.000205112459688017,0.993149711922244,1,1
9,82,21160793,100,200,"n=100, p=200","independent",20,3,2.74235056681554,"primary_controlled","equal_parent",1.88737914186277e-15,0.00165221675949455,0,-6.61251912639216e-05,0,-3.12503049157975e-05,0.999090970225045,1,1
9,82,21160793,100,200,"n=100, p=200","independent",20,3,2.74235056681554,"primary_controlled","sqrt_group_size",1.88737914186277e-15,0.00165221675949455,0,-6.61251912639216e-05,0,-3.12503049157975e-05,0.999090970225045,1,1
9,83,21160794,100,200,"n=100, p=200","independent",20,3,2.53901432202467,"primary_controlled","equal_parent",2.22044604925031e-15,0.00223907300641249,0,-5.28871402316611e-06,0,-0.000173615994313536,0.992627086822953,1,1
9,83,21160794,100,200,"n=100, p=200","independent",20,3,2.53901432202467,"primary_controlled","sqrt_group_size",2.22044604925031e-15,0.00223907300641249,0,-5.28871402316611e-06,0,-0.000173615994313536,0.992627086822953,1,1
9,84,21160795,100,200,"n=100, p=200","independent",20,3,2.46103872539105,"primary_controlled","equal_parent",2.55351295663786e-15,0.00165954669286563,0,-1.55350754305061e-06,0,0.000314398320860665,0.992646189265603,1,1
9,84,21160795,100,200,"n=100, p=200","independent",20,3,2.46103872539105,"primary_controlled","sqrt_group_size",2.55351295663786e-15,0.00165954669286563,0,-1.55350754305061e-06,0,0.000314398320860665,0.992646189265603,1,1
9,85,21160796,100,200,"n=100, p=200","independent",20,3,2.59390005727973,"primary_controlled","equal_parent",2.22044604925031e-15,0.00194570423082847,0,-3.95548224201292e-05,0,-8.10698758000328e-05,0.990125614402175,1,1
9,85,21160796,100,200,"n=100, p=200","independent",20,3,2.59390005727973,"primary_controlled","sqrt_group_size",2.22044604925031e-15,0.00194570423082847,0,-3.95548224201292e-05,0,-8.10698758000328e-05,0.990125614402175,1,1
9,86,21160797,100,200,"n=100, p=200","independent",20,3,2.48573065924106,"primary_controlled","equal_parent",2.33146835171283e-15,0.00228802462723294,0,1.05496934272864e-05,0,0.000101884626485305,0.990066524613988,1,1
9,86,21160797,100,200,"n=100, p=200","independent",20,3,2.48573065924106,"primary_controlled","sqrt_group_size",2.33146835171283e-15,0.00228802462723294,0,1.05496934272864e-05,0,0.000101884626485305,0.990066524613988,1,1
9,87,21160798,100,200,"n=100, p=200","independent",20,3,2.40772547075701,"primary_controlled","equal_parent",2.55351295663786e-15,0.0013796188474946,0,-5.42628835953352e-05,0,-3.91448287651031e-05,0.999444866501218,1,1
9,87,21160798,100,200,"n=100, p=200","independent",20,3,2.40772547075701,"primary_controlled","sqrt_group_size",2.55351295663786e-15,0.0013796188474946,0,-5.42628835953352e-05,0,-3.91448287651031e-05,0.999444866501218,1,1
9,88,21160799,100,200,"n=100, p=200","independent",20,3,2.91617860209771,"primary_controlled","equal_parent",5.55111512312578e-16,0.00227783310835869,0,-2.36784772216225e-05,0,-0.000281750596489161,0.995219508046252,1,1
9,88,21160799,100,200,"n=100, p=200","independent",20,3,2.91617860209771,"primary_controlled","sqrt_group_size",5.55111512312578e-16,0.00227783310835869,0,-2.36784772216225e-05,0,-0.000281750596489161,0.995219508046252,1,1
9,89,21160800,100,200,"n=100, p=200","independent",20,3,3.133552266983,"primary_controlled","equal_parent",2.44249065417534e-15,0.00136516212913094,0,1.5777662030203e-06,0,-5.29461449012558e-05,0.988419882092634,1,1
9,89,21160800,100,200,"n=100, p=200","independent",20,3,3.133552266983,"primary_controlled","sqrt_group_size",2.44249065417534e-15,0.00136516212913094,0,1.5777662030203e-06,0,-5.29461449012558e-05,0.988419882092634,1,1
9,90,21160801,100,200,"n=100, p=200","independent",20,3,2.68947462835746,"primary_controlled","equal_parent",8.88178419700125e-16,0.00120853035963936,0,-3.87724973709425e-05,0,9.34101300065215e-05,0.996145783780259,1,1
9,90,21160801,100,200,"n=100, p=200","independent",20,3,2.68947462835746,"primary_controlled","sqrt_group_size",8.88178419700125e-16,0.00120853035963936,0,-3.87724973709425e-05,0,9.34101300065215e-05,0.996145783780259,1,1
9,91,21160802,100,200,"n=100, p=200","independent",20,3,2.36596775056055,"primary_controlled","equal_parent",2.33146835171283e-15,0.00159448115590412,0,-0.00027658586676127,0.0182795698924731,0.00205230030871562,0.999183678263472,1,0.952380952380952
9,91,21160802,100,200,"n=100, p=200","independent",20,3,2.36596775056055,"primary_controlled","sqrt_group_size",2.33146835171283e-15,0.00159448115590412,0,-0.00027658586676127,0.0182795698924731,0.00205230030871562,0.999183678263472,1,0.952380952380952
9,92,21160803,100,200,"n=100, p=200","independent",20,3,3.02451989079305,"primary_controlled","equal_parent",5.55111512312578e-16,0.00149261810441076,0,9.1655888790676e-05,0,0.000129293331498026,0.999252878879331,1,1
9,92,21160803,100,200,"n=100, p=200","independent",20,3,3.02451989079305,"primary_controlled","sqrt_group_size",5.55111512312578e-16,0.00149261810441076,0,9.1655888790676e-05,0,0.000129293331498026,0.999252878879331,1,1
9,93,21160804,100,200,"n=100, p=200","independent",20,3,2.60897117486804,"primary_controlled","equal_parent",1.22124532708767e-15,0.00190710001466652,0,-1.76064417507504e-05,0,-0.000321174342417407,0.98907201988653,1,1
9,93,21160804,100,200,"n=100, p=200","independent",20,3,2.60897117486804,"primary_controlled","sqrt_group_size",1.22124532708767e-15,0.00190710001466652,0,-1.76064417507504e-05,0,-0.000321174342417407,0.98907201988653,1,1
9,94,21160805,100,200,"n=100, p=200","independent",20,3,2.64662080044053,"primary_controlled","equal_parent",8.88178419700125e-16,0.00264668755180791,0,9.56616004472721e-05,0,-6.9222387482526e-05,0.995879595392688,1,1
9,94,21160805,100,200,"n=100, p=200","independent",20,3,2.64662080044053,"primary_controlled","sqrt_group_size",8.88178419700125e-16,0.00264668755180791,0,9.56616004472721e-05,0,-6.9222387482526e-05,0.995879595392688,1,1
9,95,21160806,100,200,"n=100, p=200","independent",20,3,2.44640054426291,"primary_controlled","equal_parent",1.88737914186277e-15,0.00190395706296238,0,5.35895975133371e-05,0,-0.000170810989780001,0.996016910093359,1,1
9,95,21160806,100,200,"n=100, p=200","independent",20,3,2.44640054426291,"primary_controlled","sqrt_group_size",1.88737914186277e-15,0.00190395706296238,0,5.35895975133371e-05,0,-0.000170810989780001,0.996016910093359,1,1
9,96,21160807,100,200,"n=100, p=200","independent",20,3,2.82214901033472,"primary_controlled","equal_parent",1.11022302462516e-15,0.00218067899905896,0,-3.38597725706435e-05,0,-0.000168571487998648,0.974931715500982,1,1
9,96,21160807,100,200,"n=100, p=200","independent",20,3,2.82214901033472,"primary_controlled","sqrt_group_size",1.11022302462516e-15,0.00218067899905896,0,-3.38597725706435e-05,0,-0.000168571487998648,0.974931715500982,1,1
9,97,21160808,100,200,"n=100, p=200","independent",20,3,2.7000698459405,"primary_controlled","equal_parent",1.88737914186277e-15,0.00255968596211623,0,-1.59923204874346e-05,0,-0.000337371872018544,0.984858871623333,1,1
9,97,21160808,100,200,"n=100, p=200","independent",20,3,2.7000698459405,"primary_controlled","sqrt_group_size",1.88737914186277e-15,0.00255968596211623,0,-1.59923204874346e-05,0,-0.000337371872018544,0.984858871623333,1,1
9,98,21160809,100,200,"n=100, p=200","independent",20,3,2.94509717099622,"primary_controlled","equal_parent",2.22044604925031e-15,0.00204741096059844,0,-1.4812924852059e-05,0,0.000267071995000201,0.996297636729208,1,1
9,98,21160809,100,200,"n=100, p=200","independent",20,3,2.94509717099622,"primary_controlled","sqrt_group_size",2.22044604925031e-15,0.00204741096059844,0,-1.4812924852059e-05,0,0.000267071995000201,0.996297636729208,1,1
9,99,21160810,100,200,"n=100, p=200","independent",20,3,2.33497953827841,"primary_controlled","equal_parent",6.66133814775094e-16,0.00146846653163591,0,8.52047287658309e-06,0,0.000192122886952362,0.991644931472649,1,1
9,99,21160810,100,200,"n=100, p=200","independent",20,3,2.33497953827841,"primary_controlled","sqrt_group_size",6.66133814775094e-16,0.00146846653163591,0,8.52047287658309e-06,0,0.000192122886952362,0.991644931472649,1,1
9,100,21160811,100,200,"n=100, p=200","independent",20,3,2.36642724238191,"primary_controlled","equal_parent",1.77635683940025e-15,0.0023916106641704,0,4.2644184348184e-05,0,0.000367635617491757,0.984524523379352,1,1
9,100,21160811,100,200,"n=100, p=200","independent",20,3,2.36642724238191,"primary_controlled","sqrt_group_size",1.77635683940025e-15,0.0023916106641704,0,4.2644184348184e-05,0,0.000367635617491757,0.984524523379352,1,1
10,1,21260712,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.66773539407241,"primary_controlled","equal_parent",1.4432899320127e-15,0.00252857386825122,0,-2.71669191400647e-05,0,-0.000521924226326576,0.988664854111685,1,1
10,1,21260712,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.66773539407241,"primary_controlled","sqrt_group_size",1.4432899320127e-15,0.00252857386825122,0,-2.71669191400647e-05,0,-0.000521924226326576,0.988664854111685,1,1
10,2,21260713,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.42177669484568,"primary_controlled","equal_parent",1.77635683940025e-15,0.00265293358163299,0,3.04503118808697e-06,0,0.000225774382035304,0.990262710051619,1,1
10,2,21260713,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.42177669484568,"primary_controlled","sqrt_group_size",1.77635683940025e-15,0.00265293358163299,0,3.04503118808697e-06,0,0.000225774382035304,0.990262710051619,1,1
10,3,21260714,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.64552449170119,"primary_controlled","equal_parent",8.88178419700125e-16,0.0024342001936833,0,2.96011406195618e-05,0,0.000180623606626185,0.9985417275312,1,1
10,3,21260714,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.64552449170119,"primary_controlled","sqrt_group_size",8.88178419700125e-16,0.0024342001936833,0,2.96011406195618e-05,0,0.000180623606626185,0.9985417275312,1,1
10,4,21260715,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.60701498487148,"primary_controlled","equal_parent",1.55431223447522e-15,0.00271407845185726,0,-4.92520332295854e-05,0,-0.000294003571660539,0.996527161208157,1,1
10,4,21260715,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.60701498487148,"primary_controlled","sqrt_group_size",1.55431223447522e-15,0.00271407845185726,0,-4.92520332295854e-05,0,-0.000294003571660539,0.996527161208157,1,1
10,5,21260716,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.60484112834404,"primary_controlled","equal_parent",4.44089209850063e-16,0.00178340764399753,0,4.501521532152e-05,0,-0.000228440290571008,0.985391175572948,1,1
10,5,21260716,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.60484112834404,"primary_controlled","sqrt_group_size",4.44089209850063e-16,0.00178340764399753,0,4.501521532152e-05,0,-0.000228440290571008,0.985391175572948,1,1
10,6,21260717,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.68049951340462,"primary_controlled","equal_parent",7.7715611723761e-16,0.00188577726653986,0,-1.98664674213589e-05,0,0.0109503389510199,0.989291079572711,1,1
10,6,21260717,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.68049951340462,"primary_controlled","sqrt_group_size",7.7715611723761e-16,0.00188577726653986,0,-1.98664674213589e-05,0,0.0109503389510199,0.989291079572711,1,1
10,7,21260718,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.90178701743566,"primary_controlled","equal_parent",1.99840144432528e-15,0.00230530616059522,0,-0.00018059981673435,0,-0.000328923778654122,0.995279187018626,1,1
10,7,21260718,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.90178701743566,"primary_controlled","sqrt_group_size",1.99840144432528e-15,0.00230530616059522,0,-0.00018059981673435,0,-0.000328923778654122,0.995279187018626,1,1
10,8,21260719,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.83551385320928,"primary_controlled","equal_parent",1.11022302462516e-15,0.00219838550558316,0,-5.96029545549825e-05,-0.0333333333333333,-0.0078472965630052,0.995114195592641,1,0.951219512195122
10,8,21260719,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.83551385320928,"primary_controlled","sqrt_group_size",1.11022302462516e-15,0.00219838550558316,0,-5.96029545549825e-05,-0.0333333333333333,-0.0078472965630052,0.995114195592641,1,0.951219512195122
10,9,21260720,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.66002934831382,"primary_controlled","equal_parent",1.11022302462516e-15,0.00223836669368299,0,-5.44409682143865e-05,0,0.000340196730340914,0.992516111018246,1,1
10,9,21260720,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.66002934831382,"primary_controlled","sqrt_group_size",1.11022302462516e-15,0.00223836669368299,0,-5.44409682143865e-05,0,0.000340196730340914,0.992516111018246,1,1
10,10,21260721,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.9502815707832,"primary_controlled","equal_parent",1.88737914186277e-15,0.00280480557743102,0,0.000156282600165092,0,-0.000891607786343229,0.983688157993426,1,1
10,10,21260721,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.9502815707832,"primary_controlled","sqrt_group_size",1.88737914186277e-15,0.00280480557743102,0,0.000156282600165092,0,-0.000891607786343229,0.983688157993426,1,1
10,11,21260722,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.58829169145643,"primary_controlled","equal_parent",6.66133814775094e-16,0.00150660500601214,0,-5.19825687383957e-07,0,0.000115047408627333,0.999464111709264,1,1
10,11,21260722,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.58829169145643,"primary_controlled","sqrt_group_size",6.66133814775094e-16,0.00150660500601214,0,-5.19825687383957e-07,0,0.000115047408627333,0.999464111709264,1,1
10,12,21260723,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.30622783913744,"primary_controlled","equal_parent",5.55111512312578e-16,0.00250564871134451,0,3.0090476135225e-05,0,0.000191232174709732,0.99540279374982,1,1
10,12,21260723,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.30622783913744,"primary_controlled","sqrt_group_size",5.55111512312578e-16,0.00250564871134451,0,3.0090476135225e-05,0,0.000191232174709732,0.99540279374982,1,1
10,13,21260724,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.72023508329,"primary_controlled","equal_parent",1.33226762955019e-15,0.00209657104761143,0,-8.49641334683682e-05,0,-0.000115966193158457,0.979629370382355,1,1
10,13,21260724,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.72023508329,"primary_controlled","sqrt_group_size",1.33226762955019e-15,0.00209657104761143,0,-8.49641334683682e-05,0,-0.000115966193158457,0.979629370382355,1,1
10,14,21260725,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.58612990405161,"primary_controlled","equal_parent",1.4432899320127e-15,0.00196934914399829,0,-2.47418254746279e-05,0,-0.000380182994168976,0.982936087056761,1,1
10,14,21260725,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.58612990405161,"primary_controlled","sqrt_group_size",1.4432899320127e-15,0.00196934914399829,0,-2.47418254746279e-05,0,-0.000380182994168976,0.982936087056761,1,1
10,15,21260726,100,200,"n=100, p=200","ar1_rho_0.5",20,3,2.33731506806078,"primary_controlled","equal_parent",1.11022302462516e-15,0.00245604314653906,0,7.08148561301414e-05,0,-0.000222400260672106,0.996167071831054,1,1
