"dataset","representation","method","k","n_used","silhouette","davies_bouldin","calinski_harabasz","adjusted_rand_index","normalized_mutual_information","clustering_accuracy","purity","runtime_sec"
"user_knowledge_modeling","sparsified","kmeans",4,403,0.114168052452883,2.51490173753607,32.6814548962013,0.463739065191893,0.559595662967333,0.672456575682382,0.751861042183623,0.0300000000000011
"user_knowledge_modeling","sparsified","kmeans",5,403,0.118092888037872,2.39142461565677,30.3203882846728,0.435089535829713,0.509589553731315,0.657568238213399,0.727047146401985,0.0300000000000011
"user_knowledge_modeling","sparsified","kmeans",6,403,0.117081523117802,2.31521323606629,28.1831669376764,0.403228313479183,0.512160944792826,0.590570719602978,0.739454094292804,0.0500000000000114
"user_knowledge_modeling","sparsified","kmeans",7,403,0.113722941081701,2.16175312783829,26.9815757098165,0.254970247676782,0.371198944834051,0.466501240694789,0.632754342431762,0.0500000000000114
"banknote_authentication","original","kmeans",2,1372,0.333757709767546,1.19969173009006,807.220211650388,0.0132158327785109,0.0109953454890105,0.559037900874636,0.559037900874636,0.0400000000000063
"banknote_authentication","original","kmeans",3,1372,0.328840196712232,1.06963998233175,863.337684206633,0.0639989293955037,0.0595429223140089,0.473032069970845,0.64868804664723,0.0500000000000114
"banknote_authentication","original","kmeans",4,1372,0.313890677933244,1.02290659298094,852.247189520977,0.0974468984866052,0.136766288504901,0.39067055393586,0.713556851311953,0.0500000000000114
"banknote_authentication","sparsified","kmeans",2,1372,0.141724741778573,2.49238481819171,209.752515034186,0.0236233590677363,0.0182718984054328,0.57798833819242,0.57798833819242,0.0500000000000114
"banknote_authentication","sparsified","kmeans",3,1372,0.15838254253626,2.16014384543239,205.650816595914,0.0544356801261665,0.0641354986887006,0.439504373177843,0.655247813411079,0.0699999999999932
"banknote_authentication","sparsified","kmeans",4,1372,0.177491138217318,2.01736711432485,197.024878683963,0.0480917821899094,0.0578505444818198,0.346938775510204,0.650874635568513,0.100000000000009
"wine","original","kmeans",2,178,0.259316955531825,1.52599658360521,69.5233317390291,0.374314492621369,0.49037091632672,0.601123595505618,0.601123595505618,0.00999999999999091
"wine","original","kmeans",3,178,0.284858919189899,1.38918797771816,70.9400080031512,0.897494981509321,0.875898467540787,0.966292134831461,0.966292134831461,0
"wine","original","kmeans",4,178,0.258447042527733,1.79069321662193,56.2019192116066,0.753590927509243,0.79551170975728,0.831460674157303,0.966292134831461,0
"wine","original","kmeans",5,178,0.229160772991402,1.66838953970382,47.1833789168954,0.64670191251925,0.71075550343106,0.707865168539326,0.955056179775281,0.019999999999996
"wine","sparsified","kmeans",2,178,0.106234687036615,2.65962829190002,21.0990973391011,0.420143239836696,0.557715529528928,0.606741573033708,0.606741573033708,0.019999999999996
"wine","sparsified","kmeans",3,178,0.116660338412682,2.64120003064106,19.750873933982,0.914879596066953,0.892589719352039,0.971910112359551,0.971910112359551,0.0200000000000102
"wine","sparsified","kmeans",4,178,0.096596448889252,2.67628611581709,16.0794194104718,0.667455102559512,0.698470674704068,0.786516853932584,0.915730337078652,0.00999999999999091
"wine","sparsified","kmeans",5,178,0.0973405245826027,2.82230242424343,13.8684955748849,0.584584574922302,0.69097519026654,0.662921348314607,0.949438202247191,0.019999999999996
