"dataset","representation","method","k","run_id","fit_seed","silhouette_seed","n_used","p_used","nstart","iter_max","algorithm","silhouette_sample_n","silhouette","davies_bouldin","calinski_harabasz","adjusted_rand_index","normalized_mutual_information","clustering_accuracy","purity","total_withinss","iterations","ifault","runtime_sec"
"pen_recognition_handwritten_digits","sparsified","kmeans",10,1,94012718,104012718,10992,59,30,100,"Hartigan-Wong",1000,0.121355586657348,2.33633751376525,653.271677638328,0.481382258581608,0.635340188952244,0.629275836972344,0.655749636098981,422353.274959262,5,0,4.44
"pen_recognition_handwritten_digits","original","kmeans",10,2,94012719,104012719,10992,16,30,100,"Hartigan-Wong",1000,0.277694276895265,1.37136243636613,2378.49650984496,0.552293341144517,0.696621593428347,0.676764919941776,0.715065502183406,59627.7217219046,4,0,1.97999999999999
"pen_recognition_handwritten_digits","sparsified","kmeans",10,2,94012719,104012719,10992,59,30,100,"Hartigan-Wong",1000,0.118271012684441,2.33651555815469,653.274325335509,0.481535733575159,0.635511376074566,0.629275836972344,0.655203784570597,422352.678073441,5,0,6.76000000000001
"pen_recognition_handwritten_digits","original","kmeans",10,3,94012720,104012720,10992,16,30,100,"Hartigan-Wong",1000,0.280176970700919,1.37136243636613,2378.49650984496,0.552293341144517,0.696621593428347,0.676764919941776,0.715065502183406,59627.7217219046,4,0,1.84999999999999
"pen_recognition_handwritten_digits","sparsified","kmeans",10,3,94012720,104012720,10992,59,30,100,"Hartigan-Wong",1000,0.114766674113272,2.50830404383706,651.284622637838,0.510303634829624,0.635972771058669,0.658569868995633,0.684588791848617,422801.70462398,6,0,7.06
"pen_recognition_handwritten_digits","original","kmeans",10,4,94012721,104012721,10992,16,30,100,"Hartigan-Wong",1000,0.279869137896398,1.37136243636613,2378.49650984496,0.552293341144517,0.696621593428348,0.676764919941776,0.715065502183406,59627.7217219046,4,0,1.42999999999999
"pen_recognition_handwritten_digits","sparsified","kmeans",10,4,94012721,104012721,10992,59,30,100,"Hartigan-Wong",1000,0.116997042047409,2.33660822254082,653.274243419053,0.48163886861298,0.635563936336262,0.629548762736536,0.655203784570597,422352.696540302,5,0,5.42
"pen_recognition_handwritten_digits","original","kmeans",10,5,94012722,104012722,10992,16,30,100,"Hartigan-Wong",1000,0.286818398356333,1.37083512874124,2378.48648386118,0.551925261957137,0.696324363613322,0.67603711790393,0.714519650655022,59627.8878444284,4,0,1.55
"pen_recognition_handwritten_digits","sparsified","kmeans",10,5,94012722,104012722,10992,59,30,100,"Hartigan-Wong",1000,0.119863209110746,2.33660822254082,653.274243419054,0.48163886861298,0.635563936336263,0.629548762736536,0.655203784570597,422352.696540302,5,0,6.87
"pen_recognition_handwritten_digits","original","kmeans",10,6,94012723,104012723,10992,16,30,100,"Hartigan-Wong",1000,0.292502259033674,1.37136243636613,2378.49650984496,0.552293341144517,0.696621593428347,0.676764919941776,0.715065502183406,59627.7217219046,5,0,2.64
"pen_recognition_handwritten_digits","sparsified","kmeans",10,6,94012723,104012723,10992,59,30,100,"Hartigan-Wong",1000,0.123907498023648,2.50857368891179,651.683672678767,0.530362223913551,0.651444063722993,0.713427947598253,0.717066957787482,422711.572402039,4,0,7.89
"pen_recognition_handwritten_digits","original","kmeans",10,7,94012724,104012724,10992,16,30,100,"Hartigan-Wong",1000,0.290339157584443,1.37138848389068,2378.48900747837,0.55258852432406,0.696891458946164,0.677401746724891,0.71561135371179,59627.8460300249,4,0,2.39
"pen_recognition_handwritten_digits","sparsified","kmeans",10,7,94012724,104012724,10992,59,30,100,"Hartigan-Wong",1000,0.118021948627149,2.30581397552537,651.674807174319,0.475250351692541,0.630606624187238,0.589974526928675,0.653566229985444,422713.574409295,5,0,8.76000000000002
"pen_recognition_handwritten_digits","original","kmeans",10,8,94012725,104012725,10992,16,30,100,"Hartigan-Wong",1000,0.290372649658893,1.37136243636613,2378.49650984496,0.552293341144517,0.696621593428348,0.676764919941776,0.715065502183406,59627.7217219046,6,0,3.38999999999999
"pen_recognition_handwritten_digits","sparsified","kmeans",10,8,94012725,104012725,10992,59,30,100,"Hartigan-Wong",1000,0.116212312267695,2.33651555815469,653.27432533551,0.481535733575159,0.635511376074567,0.629275836972344,0.655203784570597,422352.678073441,5,0,7.20000000000002
"pen_recognition_handwritten_digits","original","kmeans",10,9,94012726,104012726,10992,16,30,100,"Hartigan-Wong",1000,0.279197978907666,1.37083512874124,2378.48648386118,0.551925261957137,0.696324363613322,0.67603711790393,0.714519650655022,59627.8878444284,7,0,1.16999999999999
"pen_recognition_handwritten_digits","sparsified","kmeans",10,9,94012726,104012726,10992,59,30,100,"Hartigan-Wong",1000,0.121426936036225,2.33660822254082,653.274243419054,0.48163886861298,0.635563936336262,0.629548762736536,0.655203784570597,422352.696540302,5,0,4.84
"pen_recognition_handwritten_digits","original","kmeans",10,10,94012727,104012727,10992,16,30,100,"Hartigan-Wong",1000,0.27157868329782,1.37083512874124,2378.48648386118,0.551925261957137,0.696324363613322,0.67603711790393,0.714519650655022,59627.8878444284,4,0,1.22999999999999
"pen_recognition_handwritten_digits","sparsified","kmeans",10,10,94012727,104012727,10992,59,30,100,"Hartigan-Wong",1000,0.115068841168616,2.30581397552537,651.674807174319,0.475250351692541,0.630606624187238,0.589974526928675,0.653566229985444,422713.574409295,4,0,4.46000000000001
"pen_recognition_handwritten_digits","original","kmeans",10,11,94012728,104012728,10992,16,30,100,"Hartigan-Wong",1000,0.293055884879868,1.37136243636613,2378.49650984496,0.552293341144517,0.696621593428347,0.676764919941776,0.715065502183406,59627.7217219046,5,0,1.25
"pen_recognition_handwritten_digits","sparsified","kmeans",10,11,94012728,104012728,10992,59,30,100,"Hartigan-Wong",1000,0.123531550720624,2.33660822254082,653.274243419054,0.48163886861298,0.635563936336263,0.629548762736536,0.655203784570597,422352.696540302,4,0,4.81
"pen_recognition_handwritten_digits","original","kmeans",10,12,94012729,104012729,10992,16,30,100,"Hartigan-Wong",1000,0.271809746038788,1.37138848389068,2378.48900747837,0.55258852432406,0.696891458946164,0.677401746724891,0.71561135371179,59627.8460300249,4,0,1.53999999999999
"pen_recognition_handwritten_digits","sparsified","kmeans",10,12,94012729,104012729,10992,59,30,100,"Hartigan-Wong",1000,0.121407996864134,2.3357646691524,653.271661064627,0.48172934913825,0.635739276062075,0.629548762736536,0.655931586608443,422353.278695575,6,0,10.18
"pen_recognition_handwritten_digits","original","kmeans",10,13,94012730,104012730,10992,16,30,100,"Hartigan-Wong",1000,0.280421765904576,1.35453746859324,2377.67152507759,0.53875300552699,0.685056959977363,0.669213973799127,0.708060407569141,59641.3941551644,7,0,2.5
"pen_recognition_handwritten_digits","sparsified","kmeans",10,13,94012730,104012730,10992,59,30,100,"Hartigan-Wong",1000,0.117175681264846,2.33585733353853,653.271579148404,0.481832476749926,0.635791834450435,0.629821688500728,0.655931586608443,422353.297162436,5,0,8.92000000000002
"pen_recognition_handwritten_digits","original","kmeans",10,14,94012731,104012731,10992,16,30,100,"Hartigan-Wong",1000,0.284950521951589,1.35592230291494,2377.6562221116,0.539113323156994,0.685312075008873,0.670032751091703,0.708333333333333,59641.6478297228,4,0,2.53
"pen_recognition_handwritten_digits","sparsified","kmeans",10,14,94012731,104012731,10992,59,30,100,"Hartigan-Wong",1000,0.117513327753378,2.33651555815469,653.27432533551,0.481535733575159,0.635511376074567,0.629275836972344,0.655203784570597,422352.678073441,4,0,9.69
"pen_recognition_handwritten_digits","original","kmeans",10,15,94012732,104012732,10992,16,30,100,"Hartigan-Wong",1000,0.279929833705207,1.37136243636613,2378.49650984496,0.552293341144517,0.696621593428347,0.676764919941776,0.715065502183406,59627.7217219046,5,0,4.78
"pen_recognition_handwritten_digits","sparsified","kmeans",10,15,94012732,104012732,10992,59,30,100,"Hartigan-Wong",1000,0.110530400294446,2.30581397552537,651.674807174319,0.475250351692541,0.630606624187238,0.589974526928675,0.653566229985444,422713.574409295,6,0,14.55
"pen_recognition_handwritten_digits","original","kmeans",10,16,94012733,104012733,10992,16,30,100,"Hartigan-Wong",1000,0.294630328053574,1.37149652661313,2378.49019670471,0.552565689472018,0.696909512558837,0.67731077147016,0.71552037845706,59627.8263254763,6,0,3.78
"pen_recognition_handwritten_digits","sparsified","kmeans",10,16,94012733,104012733,10992,59,30,100,"Hartigan-Wong",1000,0.118493920167744,2.50816388310421,651.282602766638,0.511092092940099,0.636333231626655,0.659297671033479,0.685134643377001,422802.16094391,6,0,4.66
"pen_recognition_handwritten_digits","original","kmeans",10,17,94012734,104012734,10992,16,30,100,"Hartigan-Wong",1000,0.273790370218048,1.37149652661313,2378.49019670471,0.552565689472018,0.696909512558837,0.67731077147016,0.71552037845706,59627.8263254763,5,0,1.10999999999999
"pen_recognition_handwritten_digits","sparsified","kmeans",10,17,94012734,104012734,10992,59,30,100,"Hartigan-Wong",1000,0.116146994794461,2.33660822254082,653.274243419054,0.48163886861298,0.635563936336263,0.629548762736536,0.655203784570597,422352.696540302,5,0,4.38999999999999
"pen_recognition_handwritten_digits","original","kmeans",10,18,94012735,104012735,10992,16,30,100,"Hartigan-Wong",1000,0.276438458384036,1.3379844190387,2362.2009430744,0.546319621635144,0.689248592417168,0.683224163027656,0.72188864628821,59898.9536439471,4,0,1.19999999999999
"pen_recognition_handwritten_digits","sparsified","kmeans",10,18,94012735,104012735,10992,59,30,100,"Hartigan-Wong",1000,0.114660063142076,2.50765502955465,651.282934368061,0.509753520224142,0.635532075202214,0.65811499272198,0.684679767103348,422802.086030029,7,0,8.31999999999999
"pen_recognition_handwritten_digits","original","kmeans",10,19,94012736,104012736,10992,16,30,100,"Hartigan-Wong",1000,0.278002915734438,1.370372970179,2378.48686131908,0.551630354878354,0.696087643375786,0.675855167394469,0.714519650655022,59627.8815902341,5,0,3.80000000000001
"pen_recognition_handwritten_digits","sparsified","kmeans",10,19,94012736,104012736,10992,59,30,100,"Hartigan-Wong",1000,0.121521996859194,2.33651555815469,653.27432533551,0.481535733575159,0.635511376074567,0.629275836972344,0.655203784570597,422352.678073441,4,0,4.83999999999997
"pen_recognition_handwritten_digits","original","kmeans",10,20,94012737,104012737,10992,16,30,100,"Hartigan-Wong",1000,0.273573284499585,1.37083512874124,2378.48648386118,0.551925261957137,0.696324363613322,0.67603711790393,0.714519650655022,59627.8878444284,6,0,1.16000000000003
"pen_recognition_handwritten_digits","sparsified","kmeans",10,20,94012737,104012737,10992,59,30,100,"Hartigan-Wong",1000,0.122674201311229,2.33651555815469,653.27432533551,0.481535733575159,0.635511376074567,0.629275836972344,0.655203784570597,422352.678073441,6,0,4.40999999999997
"pen_recognition_handwritten_digits","original","kmeans",10,21,94012738,104012738,10992,16,30,100,"Hartigan-Wong",1000,0.278137139639327,1.370372970179,2378.48686131908,0.551630354878354,0.696087643375786,0.675855167394469,0.714519650655022,59627.8815902341,5,0,1.13999999999999
"pen_recognition_handwritten_digits","sparsified","kmeans",10,21,94012738,104012738,10992,59,30,100,"Hartigan-Wong",1000,0.123614214712984,2.33660822254082,653.274243419054,0.48163886861298,0.635563936336263,0.629548762736536,0.655203784570597,422352.696540302,4,0,4.68000000000001
"pen_recognition_handwritten_digits","original","kmeans",10,22,94012739,104012739,10992,16,30,100,"Hartigan-Wong",1000,0.268517665483023,1.37138848389068,2378.48900747837,0.55258852432406,0.696891458946164,0.677401746724891,0.71561135371179,59627.8460300249,5,0,1.13
"pen_recognition_handwritten_digits","sparsified","kmeans",10,22,94012739,104012739,10992,59,30,100,"Hartigan-Wong",1000,0.120815842565145,2.33660822254082,653.274243419054,0.48163886861298,0.635563936336263,0.629548762736536,0.655203784570597,422352.696540302,5,0,4.52999999999997
"pen_recognition_handwritten_digits","original","kmeans",10,23,94012740,104012740,10992,16,30,100,"Hartigan-Wong",1000,0.287199536508293,1.37136243636613,2378.49650984496,0.552293341144517,0.696621593428348,0.676764919941776,0.715065502183406,59627.7217219046,5,0,1.19
"pen_recognition_handwritten_digits","sparsified","kmeans",10,23,94012740,104012740,10992,59,30,100,"Hartigan-Wong",1000,0.123910104578591,2.30581397552537,651.674807174319,0.475250351692541,0.630606624187238,0.589974526928675,0.653566229985444,422713.574409295,7,0,4.83999999999997
"pen_recognition_handwritten_digits","original","kmeans",10,24,94012741,104012741,10992,16,30,100,"Hartigan-Wong",1000,0.281048586435989,1.37138848389068,2378.48900747837,0.55258852432406,0.696891458946164,0.677401746724891,0.71561135371179,59627.8460300249,7,0,1.27999999999997
"pen_recognition_handwritten_digits","sparsified","kmeans",10,24,94012741,104012741,10992,59,30,100,"Hartigan-Wong",1000,0.117376130368766,2.30581397552537,651.674807174319,0.475250351692541,0.630606624187238,0.589974526928675,0.653566229985444,422713.574409295,6,0,4.67000000000002
"pen_recognition_handwritten_digits","original","kmeans",10,25,94012742,104012742,10992,16,30,100,"Hartigan-Wong",1000,0.285400162008514,1.37138848389068,2378.48900747837,0.55258852432406,0.696891458946164,0.677401746724891,0.71561135371179,59627.8460300249,4,0,1.13
"pen_recognition_handwritten_digits","sparsified","kmeans",10,25,94012742,104012742,10992,59,30,100,"Hartigan-Wong",1000,0.117637384206794,2.30581397552537,651.674807174319,0.475250351692541,0.630606624187238,0.589974526928675,0.653566229985444,422713.574409295,6,0,4.81
"pen_recognition_handwritten_digits","original","kmeans",10,26,94012743,104012743,10992,16,30,100,"Hartigan-Wong",1000,0.283210833619651,1.37138848389068,2378.48900747837,0.55258852432406,0.696891458946164,0.677401746724891,0.71561135371179,59627.8460300249,4,0,1.19
"pen_recognition_handwritten_digits","sparsified","kmeans",10,26,94012743,104012743,10992,59,30,100,"Hartigan-Wong",1000,0.126120608230689,2.33651555815469,653.27432533551,0.481535733575159,0.635511376074567,0.629275836972344,0.655203784570597,422352.678073441,5,0,4.63999999999999
"pen_recognition_handwritten_digits","original","kmeans",10,27,94012744,104012744,10992,16,30,100,"Hartigan-Wong",1000,0.279773816523726,1.37136243636613,2378.49650984496,0.552293341144517,0.696621593428348,0.676764919941776,0.715065502183406,59627.7217219046,4,0,1.20999999999998
"pen_recognition_handwritten_digits","sparsified","kmeans",10,27,94012744,104012744,10992,59,30,100,"Hartigan-Wong",1000,0.123415617641583,2.33651555815469,653.27432533551,0.481535733575159,0.635511376074566,0.629275836972344,0.655203784570597,422352.678073441,4,0,9.14999999999998
