"x1_f46","x2_f46","x3_f46","x4_f46"
0,0,0,0
0,0,0.432929862253947,0
0,0.0793765471857779,0.512306409439725,0
-0.00730306711810826,0.116303821842679,0.549772054949725,0
0.0376864108892106,0.223683020115915,0.646054004136253,0.0963198735911816
