"omitted_year","k","original_selected_k","sparsified_selected_k","original_selected_k_matches_full","sparsified_selected_k_matches_full","original_mean_silhouette","original_sd_silhouette","sparsified_mean_silhouette","sparsified_sd_silhouette","paired_difference_mean","paired_difference_sd","valid_paired_runs","full_original_mean_silhouette","full_sparsified_mean_silhouette","full_paired_difference_mean","original_mean_change_from_full","sparsified_mean_change_from_full","paired_difference_change_from_full"
2017,5,2,4,TRUE,TRUE,0.566962547871941,0,0.603891453151101,0,0.0369289052791599,0,30,0.545630463460236,0.658013394766086,0.112382931305851,0.0213320844117055,-0.0541219416149852,-0.0754540260266907
2018,2,2,4,TRUE,TRUE,0.649743359136026,0,0.338720767507627,0,-0.311022591628399,0,30,0.656544353159961,0.396958974548812,-0.259585378611149,-0.00680099402393586,-0.0582382070411853,-0.0514372130172494
2018,3,2,4,TRUE,TRUE,0.634975161703594,0,0.510510865187027,0,-0.124464296516567,0,30,0.601444727389597,0.565933695409733,-0.0355110319798638,0.0335304343139972,-0.0554228302227057,-0.0889532645367028
2018,4,2,4,TRUE,TRUE,0.605152602628554,0,0.619319625487895,0,0.0141670228593405,0,30,0.576943468633088,0.675924163706872,0.098980695073784,0.0282091339954663,-0.0566045382189773,-0.0848136722144436
2018,5,2,4,TRUE,TRUE,0.570978986193864,0.00520451398220341,0.593434782329526,0,0.0224557961356618,0.00520451398220341,30,0.545630463460236,0.658013394766086,0.112382931305851,0.0253485227336285,-0.0645786124365603,-0.0899271351701889
2019,2,2,4,TRUE,TRUE,0.649489448895072,0,0.332512026156205,0,-0.316977422738867,0,30,0.656544353159961,0.396958974548812,-0.259585378611149,-0.00705490426488919,-0.0644469483926069,-0.0573920441277177
2019,3,2,4,TRUE,TRUE,0.609427678426805,0,0.504841374586478,0,-0.104586303840327,0,30,0.601444727389597,0.565933695409733,-0.0355110319798638,0.00798295103720792,-0.0610923208232553,-0.0690752718604632
2019,4,2,4,TRUE,TRUE,0.598413457765975,0,0.614194016083246,0,0.0157805583172713,0,30,0.576943468633088,0.675924163706872,0.098980695073784,0.0214699891328868,-0.0617301476236259,-0.0832001367565127
2019,5,2,4,TRUE,TRUE,0.571815624959509,0,0.58674270782392,0,0.0149270828644114,0,30,0.545630463460236,0.658013394766086,0.112382931305851,0.0261851614992734,-0.0712706869421659,-0.0974558484414393
2020,2,2,4,TRUE,TRUE,0.650397166004029,0,0.331375111537823,0,-0.319022054466206,0,30,0.656544353159961,0.396958974548812,-0.259585378611149,-0.00614718715593277,-0.0655838630109893,-0.0594366758550565
2020,3,2,4,TRUE,TRUE,0.593347816536895,0,0.503975862115099,0,-0.0893719544217955,0,30,0.601444727389597,0.565933695409733,-0.0355110319798638,-0.00809691085270248,-0.0619578332946341,-0.0538609224419316
2020,4,2,4,TRUE,TRUE,0.578890255624095,0,0.613620951549165,0,0.0347306959250691,0,30,0.576943468633088,0.675924163706872,0.098980695073784,0.00194678699100748,-0.0623032121577075,-0.064249999148715
2020,5,2,4,TRUE,TRUE,0.564326104955594,0,0.586059755700244,0,0.0217336507446504,0,30,0.545630463460236,0.658013394766086,0.112382931305851,0.0186956414953579,-0.0719536390658424,-0.0906492805612003
2021,2,2,4,TRUE,TRUE,0.652851679277495,0,0.332225084793694,0,-0.320626594483801,0,30,0.656544353159961,0.396958974548812,-0.259585378611149,-0.0036926738824663,-0.064733889755118,-0.0610412158726517
2021,3,2,4,TRUE,TRUE,0.592301777618328,0,0.505079875973193,0,-0.0872219016451343,0,30,0.601444727389597,0.565933695409733,-0.0355110319798638,-0.00914294977126928,-0.0608538194365398,-0.0517108696652705
2021,4,2,4,TRUE,TRUE,0.565641408089021,0,0.614756505058316,0,0.0491150969692953,0,30,0.576943468633088,0.675924163706872,0.098980695073784,-0.0113020605440675,-0.0611676586485562,-0.0498655981044888
2021,5,2,4,TRUE,TRUE,0.561732631061629,0,0.587586824476268,0,0.0258541934146392,0,30,0.545630463460236,0.658013394766086,0.112382931305851,0.0161021676013935,-0.0704265702898179,-0.0865287378912114
2022,2,2,4,TRUE,TRUE,0.655857533345037,0,0.336258138669962,0,-0.319599394675075,0,30,0.656544353159961,0.396958974548812,-0.259585378611149,-0.000686819814923911,-0.0607008358788499,-0.060014016063926
2022,3,2,4,TRUE,TRUE,0.595902968231211,0,0.509028632606875,0,-0.0868743356243358,0,30,0.601444727389597,0.565933695409733,-0.0355110319798638,-0.00554175915838595,-0.0569050628028579,-0.0513633036444719
2022,4,2,4,TRUE,TRUE,0.565547356819918,0,0.618456718887602,0,0.0529093620676843,0,30,0.576943468633088,0.675924163706872,0.098980695073784,-0.0113961118131704,-0.0574674448192701,-0.0460713330060998
2022,5,2,4,TRUE,TRUE,0.537879936201137,0,0.592065057665704,0,0.054185121464567,0,30,0.545630463460236,0.658013394766086,0.112382931305851,-0.00775052725909819,-0.0659483371003818,-0.0581978098412837
2023,2,2,4,TRUE,TRUE,0.659351792717704,0,0.342440499150283,0,-0.316911293567421,0,30,0.656544353159961,0.396958974548812,-0.259585378611149,0.00280743955774265,-0.054518475398529,-0.0573259149562717
2023,3,2,4,TRUE,TRUE,0.601899904419682,0,0.514845097896171,0,-0.0870548065235109,0,30,0.601444727389597,0.565933695409733,-0.0355110319798638,0.000455177030084686,-0.0510885975135624,-0.0515437745436471
2023,4,2,4,TRUE,TRUE,0.572525761631608,0,0.623742977044397,0,0.0512172154127896,0,30,0.576943468633088,0.675924163706872,0.098980695073784,-0.00441770700148025,-0.0521811866624747,-0.0477634796609945
2023,5,2,4,TRUE,TRUE,0.548874289386359,0,0.598158065213664,0,0.0492837758273053,0,30,0.545630463460236,0.658013394766086,0.112382931305851,0.00324382592612305,-0.0598553295524223,-0.0630991554785454
